wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m,panther3/cmd_vel_nav_hz,panther3/cmd_vel_nav_jitter_ms,panther3/cmd_vel_nav_sim_hz,panther3/cmd_vel_nav_sim_jitter_ms,panther3/amcl_pose_hz,panther3/amcl_pose_jitter_ms,panther3/amcl_pose_sim_hz,panther3/amcl_pose_sim_jitter_ms,panther3/plan_hz,panther3/plan_jitter_ms,panther3/plan_sim_hz,panther3/plan_sim_jitter_ms,panther3/local_costmap_hz,panther3/local_costmap_jitter_ms,panther3/local_costmap_sim_hz,panther3/local_costmap_sim_jitter_ms,panther3/velodyne_filtered_hz,panther3/velodyne_filtered_jitter_ms,panther3/velodyne_filtered_sim_hz,panther3/velodyne_filtered_sim_jitter_ms,panther3/path_length_m
1788356985.238,132.000,98.4,10.01,8.28,14.43,9.38,1.71,9.81,2.50,0.00,0.97,0.00,1.37,28.00,1.25,1.71,1.80,26.73,7.41,144.58,10.56,99.86,13.451,10.01,6.47,14.37,7.43,1.71,13.86,2.50,0.00,0.97,0.00,1.36,30.00,1.25,5.02,1.79,19.96,7.39,145.17,10.56,99.86,21.248,10.00,3.78,14.37,6.53,2.28,153.30,3.89,90.35,0.95,0.00,1.36,10.00,1.25,0.10,1.80,21.42,7.39,144.48,10.56,99.86,26.943
1788356986.670,133.000,99.8,9.87,7.03,14.56,7.94,1.71,10.57,2.50,0.00,0.97,0.00,1.40,28.00,1.25,4.37,1.84,10.50,7.44,143.90,10.56,99.86,12.494,10.01,3.95,14.65,8.06,1.72,14.30,2.50,0.00,0.96,0.00,1.40,20.00,1.25,3.14,1.83,6.80,7.44,144.09,10.56,99.86,20.498,10.00,4.18,14.56,6.31,1.71,11.77,2.78,80.00,0.95,0.00,1.39,4.00,1.25,0.05,1.81,4.99,7.44,144.37,10.56,99.86,26.481
1788356988.102,134.000,101.3,9.95,9.40,14.29,7.89,1.75,22.92,2.50,0.00,0.97,0.00,1.39,20.00,1.25,1.96,1.82,1.89,7.52,142.54,10.56,99.86,12.050,10.02,3.05,14.26,6.46,1.74,15.70,2.50,0.00,0.97,0.00,1.39,16.00,1.25,4.42,1.82,1.89,7.52,141.91,10.56,99.86,20.098,10.00,2.06,14.26,6.54,1.75,20.36,2.50,0.00,0.94,0.00,1.35,20.00,1.25,0.49,1.82,8.22,7.52,142.25,10.56,99.86,25.624
1788356989.520,135.000,102.7,9.89,6.17,14.23,6.54,1.83,2.18,2.50,0.00,0.96,0.00,1.38,24.00,1.25,3.28,1.76,12.36,7.66,138.35,10.56,99.86,11.500,10.02,4.31,14.20,6.87,1.82,3.00,2.50,0.00,0.94,0.00,1.37,28.00,1.25,0.03,1.76,14.24,7.66,138.07,10.56,99.86,19.598,10.00,1.41,14.20,7.51,1.83,3.73,2.50,0.00,0.94,0.00,1.30,10.00,1.25,2.68,1.75,23.17,7.65,138.66,10.56,99.86,25.279
1788356991.012,136.000,104.2,10.00,11.04,14.68,7.16,1.65,37.71,2.50,0.00,0.97,0.00,1.42,2.00,1.23,11.52,1.82,24.66,7.14,150.15,10.56,99.86,10.448,10.00,9.49,14.62,7.95,1.65,34.86,2.50,0.00,0.96,0.00,1.40,6.00,1.23,14.78,1.83,24.94,7.14,149.45,10.56,99.86,18.556,10.00,2.50,14.56,7.80,1.65,34.70,2.50,0.00,0.90,0.00,1.34,32.00,1.25,2.21,1.82,32.06,7.14,149.95,10.56,99.86,24.941
1788356992.459,137.000,105.6,10.00,8.82,14.68,7.68,1.69,36.45,2.50,0.00,0.96,0.00,1.41,8.00,1.27,5.65,1.85,14.97,7.36,145.66,10.56,99.86,9.901,9.99,4.14,14.71,7.50,2.79,119.45,3.33,100.00,0.95,0.00,1.40,8.00,1.27,11.72,1.85,16.44,7.36,145.55,10.56,99.86,17.995,10.00,4.58,14.68,6.43,2.09,125.28,2.78,80.00,0.94,0.00,1.37,4.00,1.25,0.11,1.85,9.43,7.36,145.74,10.56,99.86,23.984
1788356993.891,138.000,107.1,9.99,3.55,14.34,6.88,1.71,13.29,2.50,0.00,0.97,0.00,1.40,16.00,1.25,2.67,1.82,4.99,7.42,144.23,10.56,99.86,8.894,10.00,8.27,14.37,8.97,2.86,109.71,3.89,90.35,0.98,0.00,1.38,4.00,1.25,0.02,1.82,6.80,7.42,143.53,10.56,99.86,16.845,9.97,1.24,14.46,5.94,2.29,137.07,3.12,97.98,0.97,0.00,1.39,10.00,1.25,0.05,1.82,1.89,7.42,144.26,10.56,99.86,23.484
1788356995.380,139.000,108.5,10.01,4.52,14.65,7.93,1.70,38.84,2.50,0.00,0.97,0.00,1.40,16.00,1.23,13.21,1.79,8.22,7.35,146.71,10.56,99.86,8.426,10.00,9.26,14.62,10.63,1.69,43.11,3.33,100.00,0.96,0.00,1.40,16.00,1.23,10.95,1.79,7.54,7.35,146.64,10.56,99.86,16.337,9.99,3.26,14.56,7.94,1.99,156.00,2.78,80.00,0.96,0.00,1.38,18.00,1.25,0.23,1.84,26.73,7.33,146.91,10.56,99.86,22.934
1788356996.888,140.000,110.0,10.05,3.05,15.04,7.89,1.67,20.31,2.50,0.00,0.98,0.00,1.46,8.00,1.27,19.99,1.89,20.40,7.28,137.73,10.56,99.86,7.617,10.00,10.19,15.04,9.65,1.68,24.25,2.50,0.00,0.98,0.00,1.45,8.00,1.25,17.31,1.88,23.55,7.31,145.93,10.56,99.86,15.887,10.01,3.32,14.98,8.80,1.59,41.52,2.78,80.00,0.95,0.00,1.46,6.00,1.25,0.06,1.88,27.78,7.31,146.08,10.56,99.86,22.022
1788356998.367,141.000,111.5,10.00,8.24,14.92,7.33,1.69,11.66,2.50,0.00,0.97,0.00,1.44,2.00,1.25,0.51,1.88,13.60,7.31,135.99,10.56,99.86,7.223,10.02,5.71,15.01,8.99,1.68,12.43,2.50,0.00,0.97,0.00,1.44,10.00,1.25,0.94,1.88,13.20,7.32,145.26,10.56,99.86,15.034,10.00,3.27,14.98,6.40,1.70,30.65,2.50,0.00,0.95,0.00,1.43,18.00,1.25,0.36,1.87,11.47,7.30,145.37,10.56,99.86,21.602
1788356999.801,142.000,113.0,10.00,8.55,14.59,7.10,1.73,6.40,2.50,0.00,0.97,0.00,1.42,8.00,1.25,9.60,1.82,16.33,7.48,141.20,10.56,99.86,6.776,9.98,6.69,14.56,8.00,1.74,4.31,2.50,0.00,0.97,0.00,1.42,20.00,1.26,13.32,1.82,18.18,7.49,142.37,10.56,99.86,14.534,9.99,3.99,14.59,6.10,1.72,26.29,2.50,0.00,0.96,0.00,1.40,8.00,1.25,0.44,1.82,11.78,7.50,141.51,10.56,99.86,20.720
1788357001.339,143.000,114.5,9.90,5.37,14.77,6.72,1.68,12.78,2.50,0.00,0.97,0.00,1.43,14.00,1.26,2.14,1.84,17.99,7.26,146.90,10.56,99.86,5.926,10.05,7.68,14.74,8.17,1.69,9.70,2.50,0.00,0.97,0.00,1.44,18.00,1.26,3.43,1.85,18.86,7.25,146.83,10.56,99.86,13.584,10.00,2.08,14.74,7.61,1.68,23.24,2.50,0.00,0.95,0.00,1.40,12.00,1.25,2.06,1.84,11.31,7.24,147.00,10.56,99.86,20.286
1788357002.866,144.000,116.0,10.01,10.03,15.31,9.92,1.63,39.60,2.50,0.00,0.97,0.00,1.52,26.00,1.11,101.47,1.78,44.34,7.07,153.05,10.56,99.86,5.506,10.01,7.09,15.34,9.59,1.63,45.38,2.50,0.00,0.94,0.00,1.51,14.00,1.11,101.48,1.79,45.25,7.06,152.56,10.56,99.86,13.184,10.00,3.07,15.24,8.74,1.62,56.31,2.50,0.00,0.96,0.00,1.45,40.00,1.11,98.47,1.77,29.39,7.05,153.03,10.56,99.86,19.383
1788357004.355,145.000,117.5,10.01,8.43,15.18,9.67,1.68,31.44,2.50,0.00,0.97,0.00,1.45,12.00,1.25,0.42,1.77,42.62,7.18,147.59,10.56,99.86,4.606,9.98,8.56,15.06,8.86,1.68,58.77,2.50,0.00,0.97,0.00,1.42,10.00,1.25,1.93,1.77,42.62,7.21,148.08,10.56,99.86,12.226,9.99,6.54,15.18,9.95,1.66,17.96,2.50,0.00,0.96,0.00,1.40,16.00,1.25,0.05,1.79,36.12,7.22,148.58,10.56,99.86,18.927
1788357005.854,146.000,119.0,10.02,3.37,14.86,5.36,1.71,10.05,2.50,0.00,0.97,0.00,1.44,20.00,1.25,6.20,1.85,12.36,7.39,141.93,10.56,99.86,4.206,10.02,3.56,14.98,8.73,1.72,13.47,2.50,0.00,0.97,0.00,1.42,10.00,1.25,5.91,1.85,12.36,7.39,143.33,10.56,99.86,11.817,9.99,1.99,14.89,8.23,1.71,12.21,2.50,0.00,0.95,0.00,1.42,6.00,1.25,0.32,1.86,18.86,7.40,143.82,10.56,99.86,18.474
1788357007.447,147.000,120.6,9.99,7.96,15.46,6.86,1.62,25.82,2.50,0.00,0.97,0.00,1.54,8.00,0.99,0.00,1.66,38.69,6.78,157.92,10.56,99.86,3.393,9.98,7.55,15.40,8.37,1.61,29.37,2.50,0.00,0.96,0.00,1.55,14.00,1.00,0.00,1.66,38.69,6.78,157.89,10.56,99.86,10.865,9.98,2.22,15.40,7.13,1.57,19.96,2.50,0.00,0.96,0.00,1.46,8.00,1.25,0.13,1.91,19.87,6.78,158.41,10.56,99.86,17.547
1788357008.966,148.000,122.1,10.00,4.73,15.62,8.00,2.70,136.89,3.75,94.28,0.98,0.00,1.51,19.96,1.25,6.29,1.78,51.26,7.01,153.45,10.56,99.86,2.843,10.00,4.84,15.53,8.58,1.61,34.28,2.50,0.00,0.97,0.00,1.48,44.00,1.25,15.91,1.79,53.90,7.02,152.64,10.56,99.86,10.372,9.95,3.13,15.40,7.50,1.62,34.55,2.50,0.00,0.96,0.00,1.47,4.00,1.25,0.65,1.93,15.08,7.03,153.06,10.56,99.86,17.207
1788357010.434,149.000,123.6,9.99,2.25,14.92,6.70,2.76,109.43,4.44,66.14,0.97,0.00,1.46,14.00,1.26,0.62,1.89,12.36,7.13,148.66,10.56,99.86,1.626,10.00,3.63,14.92,7.48,1.64,28.01,2.50,0.00,0.97,0.00,1.45,28.00,1.27,7.48,1.89,16.97,7.14,148.76,10.56,99.86,9.872,9.97,5.63,14.89,8.43,1.65,33.35,2.50,0.00,0.96,0.00,1.46,20.00,1.25,13.14,1.88,6.80,7.15,149.95,10.56,99.86,16.449
1788357011.978,150.000,125.1,10.01,9.82,15.04,7.82,1.67,23.57,3.33,100.00,0.97,0.00,1.45,12.00,1.25,1.93,1.88,16.44,7.17,147.80,10.56,99.86,1.099,9.95,3.75,15.03,6.57,1.66,18.44,2.50,0.00,0.97,0.00,1.45,10.00,1.25,5.94,1.88,21.75,7.17,148.29,10.56,99.86,8.916,9.99,4.62,15.06,8.37,1.67,21.93,2.50,0.00,0.98,0.00,1.43,6.00,1.25,1.31,1.88,15.43,7.16,149.96,10.56,99.86,16.072
1788357013.519,151.000,126.7,10.00,3.85,15.56,10.43,1.58,10.32,2.50,0.00,0.97,0.00,1.51,8.00,1.11,99.69,1.79,63.19,7.00,152.98,10.56,99.86,0.283,10.03,4.63,15.40,7.06,1.60,3.66,2.50,0.00,0.97,0.00,1.50,12.00,1.11,102.82,1.79,63.69,6.99,152.79,10.56,99.86,8.455,9.97,6.83,15.43,7.55,1.28,162.89,2.22,86.60,0.95,0.00,1.49,14.00,1.25,0.83,1.95,3.77,7.00,152.96,10.56,99.86,15.342
1788357015.075,152.000,128.2,10.02,10.35,15.40,11.49,1.12,0.00,2.22,86.60,0.97,0.00,1.52,8.64,1.11,99.08,1.66,55.07,7.02,152.33,10.56,99.86,0.212,9.95,8.05,15.53,7.68,1.61,19.20,2.50,0.00,0.97,0.00,1.52,11.78,1.11,97.85,1.67,54.36,7.02,152.33,10.56,99.86,7.572,10.02,1.76,15.46,8.52,1.62,15.62,2.22,86.60,0.98,0.00,1.51,14.24,1.25,1.13,1.95,6.80,7.02,152.26,10.56,99.86,14.973
1788357016.598,153.000,129.8,10.00,6.55,15.40,10.77,1.67,0.00,1.11,500.00,0.97,0.00,1.46,4.00,1.24,6.31,1.77,48.15,7.23,148.11,10.56,99.86,0.050,9.98,4.65,15.31,7.61,1.67,9.71,2.50,0.00,0.98,0.00,1.49,24.00,1.24,6.85,1.77,46.30,7.23,148.10,10.56,99.86,7.122,10.01,0.96,15.53,7.54,1.66,10.00,2.50,0.00,0.96,0.00,1.46,2.00,1.25,0.76,1.90,15.43,7.23,147.38,10.56,99.86,14.368
1788357018.235,154.000,131.4,10.00,9.19,15.75,9.57,3.06,12.96,4.29,74.54,0.97,0.00,1.51,28.47,1.11,88.88,1.80,35.33,6.73,159.63,10.56,99.86,0.050,9.96,4.14,15.75,7.45,1.55,24.02,2.50,0.00,0.97,0.00,1.53,4.00,1.11,90.13,1.79,37.14,6.73,159.10,10.56,99.86,6.172,9.99,1.00,15.85,7.02,1.55,25.17,2.50,0.00,0.98,0.00,1.51,33.04,1.11,99.15,1.80,28.47,6.73,159.45,10.56,99.86,13.664
1788357019.773,155.000,132.9,10.01,3.04,15.88,8.86,3.21,24.74,5.00,0.00,0.97,0.00,1.55,15.43,1.11,99.72,1.71,46.30,6.93,153.98,10.56,99.86,0.050,10.04,6.03,15.91,8.14,1.61,12.33,2.50,0.00,0.97,0.00,1.54,17.99,1.11,100.86,1.71,48.77,6.93,154.26,10.56,99.86,5.273,9.99,1.14,15.82,7.14,1.61,12.72,2.50,0.00,0.97,0.00,1.55,28.53,1.11,99.64,1.71,38.51,6.93,154.19,10.56,99.86,12.733
1788357021.294,156.000,134.5,10.27,26.35,15.53,14.49,2.16,139.96,3.89,90.35,0.95,0.00,1.52,4.99,1.25,3.92,1.92,6.53,7.00,152.54,10.56,99.86,24.040,10.09,9.23,15.21,6.83,2.16,154.52,3.12,97.98,0.97,0.00,1.53,18.57,1.25,4.15,1.93,3.77,7.00,152.39,10.56,99.86,4.773,10.00,4.71,15.34,5.28,1.61,20.45,2.50,0.00,0.97,0.00,1.51,19.69,1.25,12.89,1.91,10.50,7.00,152.17,10.56,99.86,12.271
1788357022.883,157.000,136.0,10.01,9.78,15.78,14.97,3.14,14.84,3.89,90.35,0.96,0.00,1.51,19.60,1.11,101.76,1.80,42.46,6.86,156.50,10.56,99.86,23.906,10.00,5.58,15.53,7.96,1.93,157.94,3.13,97.98,0.97,0.00,1.52,19.69,1.11,101.53,1.80,45.25,6.88,155.72,10.56,99.86,3.923,10.00,1.31,15.59,5.33,1.61,24.34,2.50,0.00,0.97,0.00,1.52,24.66,1.11,97.16,1.80,42.46,6.89,155.75,10.56,99.86,11.302
1788357024.465,158.000,137.6,10.01,9.04,15.95,10.18,2.08,160.08,3.89,90.35,0.96,0.00,1.52,20.40,0.98,0.00,1.68,52.56,6.74,158.52,10.56,99.86,23.528,10.00,6.08,16.01,9.24,1.57,7.62,2.50,0.00,0.97,0.00,1.53,20.40,0.97,0.00,1.67,53.10,6.75,158.65,10.56,99.86,3.513,10.00,1.27,15.78,6.75,1.57,11.60,2.50,0.00,0.97,0.00,1.53,25.92,1.11,99.96,1.70,54.36,6.75,148.37,10.56,99.86,10.836
1788357026.026,159.000,139.2,10.04,5.00,15.66,10.29,1.58,17.92,2.78,80.00,0.96,0.00,1.51,15.08,1.12,108.99,1.69,64.86,6.94,154.38,10.56,99.86,22.657,9.97,8.57,15.69,8.85,2.56,128.36,3.33,100.00,0.97,0.00,1.52,11.78,1.13,110.93,1.69,64.86,6.95,154.60,10.56,99.86,2.485,10.00,1.23,15.69,6.66,1.59,19.14,2.50,0.00,0.97,0.00,1.54,8.22,1.25,2.39,1.81,59.42,6.95,143.85,10.56,99.86,10.024
1788357027.567,160.000,140.7,9.94,7.97,15.53,9.02,1.63,12.24,2.50,0.00,0.95,0.00,1.51,10.00,1.24,4.43,1.79,46.23,7.11,150.28,10.56,99.86,22.304,9.98,5.38,15.50,8.11,2.14,150.11,3.33,100.00,0.97,0.00,1.51,8.22,1.24,2.17,1.80,48.11,7.12,150.70,10.56,99.86,1.944,10.00,3.14,15.46,6.70,1.64,14.61,2.50,0.00,0.97,0.00,1.52,9.80,1.25,0.44,1.94,4.99,7.11,150.31,10.56,99.86,9.641
1788357029.191,161.000,142.4,10.08,9.07,15.75,9.19,1.87,145.31,2.78,80.00,0.96,0.00,1.51,25.37,1.12,99.66,1.82,47.59,6.77,158.46,10.56,99.86,21.603,10.05,4.35,15.75,8.11,1.56,16.13,2.50,0.00,0.97,0.00,1.53,7.54,1.11,97.93,1.82,45.37,6.77,158.03,10.56,99.86,0.929,10.00,0.85,15.85,7.65,1.59,65.31,2.50,0.00,0.97,0.00,1.52,22.86,1.11,99.43,1.82,42.46,6.77,159.30,10.56,99.86,8.844
1788357030.789,162.000,143.9,9.95,5.04,16.06,8.94,2.09,153.94,3.12,97.98,0.96,0.00,1.54,28.28,1.11,97.44,1.84,40.13,6.77,158.65,10.56,99.86,21.298,10.01,3.14,16.10,8.31,1.56,21.97,2.50,0.00,0.98,0.00,1.56,11.31,1.11,98.66,1.83,43.49,6.77,158.99,10.56,99.86,0.545,10.00,0.76,16.13,7.62,1.56,66.66,2.50,0.00,0.96,0.00,1.54,22.23,1.11,104.26,1.72,37.71,6.77,159.02,10.56,99.86,8.444
1788357032.393,163.000,145.6,9.93,9.15,15.82,8.03,1.58,31.54,2.78,80.00,0.96,0.00,1.54,14.97,1.11,95.04,1.74,36.81,6.79,157.21,10.56,99.86,20.395,9.99,5.17,15.88,7.53,1.04,18.93,1.87,94.28,0.97,0.00,1.56,21.75,1.11,97.15,1.73,40.57,6.79,158.21,10.56,99.86,0.241,9.99,1.02,16.03,7.67,1.57,30.54,2.50,0.00,0.98,0.00,1.55,10.50,1.11,99.86,1.82,46.30,6.79,157.70,10.56,99.86,7.565
1788357033.984,164.000,147.1,10.03,5.24,15.78,7.26,1.56,25.99,2.50,0.00,0.96,0.00,1.50,11.47,1.25,2.10,1.85,44.58,6.75,158.63,10.56,99.86,19.948,10.06,4.77,15.91,7.34,1.06,0.00,1.87,94.28,0.97,0.00,1.53,18.57,1.25,1.55,1.85,44.58,6.75,158.81,10.56,99.86,0.171,10.00,4.08,15.91,8.14,1.57,27.24,2.50,0.00,0.97,0.00,1.56,16.76,1.11,99.97,1.84,43.86,6.76,158.99,10.56,99.86,6.715
1788357035.617,165.000,148.8,10.01,8.71,16.19,9.22,1.51,15.32,2.50,0.00,0.97,0.00,1.55,29.45,0.99,0.00,1.73,52.49,6.66,158.63,10.56,99.86,19.045,9.98,7.42,16.13,8.66,3.03,29.07,5.00,0.00,0.97,0.00,1.58,19.96,1.00,0.00,1.74,50.00,6.66,150.14,10.56,99.86,0.100,9.99,3.69,16.06,7.93,2.02,166.14,3.13,97.98,0.96,0.00,1.57,18.86,1.00,0.00,1.74,38.69,6.66,159.66,10.56,99.86,6.236
1788357037.225,166.000,150.4,9.95,6.90,16.19,10.05,1.57,18.23,2.50,0.00,0.96,0.00,1.58,21.25,1.11,108.03,1.72,47.59,6.78,157.34,10.56,99.86,18.201,9.96,8.14,16.19,9.32,3.13,16.84,5.00,0.00,0.98,0.00,1.58,20.40,1.11,97.16,1.72,44.34,6.79,157.96,10.56,99.86,0.050,9.98,2.62,16.16,7.42,1.56,20.74,3.12,97.98,0.97,0.00,1.56,12.36,1.11,101.20,1.74,41.61,6.79,157.03,10.56,99.86,5.236
1788357038.856,167.000,152.0,10.05,7.99,16.19,10.91,1.58,19.43,2.50,0.00,0.96,0.00,1.54,9.98,1.00,11.65,1.72,47.59,6.77,157.39,10.56,99.86,17.743,10.11,29.03,16.33,16.20,2.60,131.07,4.44,66.14,1.29,250.82,1.91,157.66,1.00,1.57,1.70,47.25,6.76,157.89,10.56,99.86,27.593,10.00,1.46,16.13,8.00,1.58,43.42,2.50,0.00,0.98,0.00,1.56,12.36,1.11,97.08,1.73,53.20,6.77,157.91,10.56,99.86,4.856
1788357040.502,168.000,153.7,10.01,8.95,16.36,11.59,1.50,22.37,2.50,0.00,0.97,0.00,1.58,16.33,1.01,0.00,1.64,9.98,6.50,164.38,10.56,99.86,16.837,10.10,28.26,16.56,16.56,1.81,297.59,3.33,152.75,1.27,257.53,1.89,161.23,1.01,0.00,1.64,10.50,6.50,164.37,10.56,99.86,27.598,10.00,3.55,16.39,7.81,1.51,27.64,2.50,0.00,0.97,0.00,1.58,10.50,1.11,101.81,1.72,55.65,6.00,163.62,10.56,99.86,4.085
1788357042.108,169.000,155.3,10.03,9.55,16.26,11.17,1.85,141.46,2.78,80.00,0.96,0.00,1.58,16.33,1.00,3.89,1.64,8.22,6.58,161.40,10.56,99.86,16.434,10.08,5.17,16.19,8.66,2.53,133.13,4.29,74.54,0.94,0.00,1.57,8.22,1.01,6.73,1.64,10.50,6.58,161.75,10.56,99.86,27.174,10.00,3.81,16.23,7.27,1.53,35.85,2.50,0.00,0.97,0.00,1.58,10.50,1.11,99.85,1.75,47.10,6.58,162.38,10.56,99.86,3.726
1788357043.710,170.000,156.9,10.01,11.10,16.03,9.69,1.82,146.98,2.78,80.00,0.97,0.00,1.56,10.50,0.99,0.00,1.61,3.77,6.68,160.41,10.56,99.86,15.476,10.04,9.60,15.98,7.43,1.53,21.75,3.33,100.00,0.94,0.00,1.55,13.20,1.00,0.00,1.61,8.64,6.68,160.52,10.56,99.86,26.723,9.99,2.54,16.11,7.32,1.54,8.67,2.50,0.00,0.97,0.00,1.58,8.64,1.00,0.00,1.73,50.00,6.68,160.76,10.56,99.86,2.821
1788357045.356,171.000,158.5,9.97,13.00,16.26,9.15,1.55,17.24,2.50,0.00,0.97,0.00,1.58,10.50,1.00,12.30,1.62,9.98,6.71,159.53,10.56,99.86,15.076,10.03,6.74,16.23,8.42,1.54,15.38,2.50,0.00,0.95,0.00,1.52,9.80,1.00,20.08,1.61,4.99,6.66,160.60,10.56,99.86,25.865,10.00,1.55,16.19,7.41,1.54,10.02,2.50,0.00,0.98,0.00,1.58,6.80,1.11,97.71,1.74,44.58,6.67,160.14,10.56,99.86,1.827
1788357047.013,172.000,160.2,9.96,12.30,16.60,11.66,1.51,25.24,2.50,0.00,0.96,0.00,1.59,14.97,1.00,12.36,1.66,16.44,6.52,164.82,10.56,99.86,14.126,10.00,7.90,16.43,10.66,1.20,195.71,2.22,86.60,0.95,0.00,1.56,28.16,1.01,14.55,1.66,19.87,6.52,165.03,10.56,99.86,25.533,10.01,1.86,16.46,8.51,1.51,27.75,2.50,0.00,0.95,0.00,1.61,10.50,1.11,100.16,1.88,33.04,6.52,164.79,10.56,99.86,1.314
1788357048.694,173.000,161.9,10.05,13.76,16.73,12.69,1.44,1.37,2.50,0.00,0.97,0.00,1.62,7.54,1.00,22.55,1.68,28.47,6.51,166.50,10.56,99.86,13.226,10.00,3.49,16.70,11.88,1.51,23.95,2.22,86.60,0.94,0.00,1.59,29.63,1.00,7.23,1.68,21.00,6.51,167.39,10.56,99.86,24.991,10.00,2.40,16.70,9.57,1.51,23.69,2.50,0.00,0.98,0.00,1.63,15.43,1.11,99.47,1.80,33.94,6.51,167.63,10.56,99.86,0.333
1788357050.351,174.000,163.5,10.00,4.56,16.63,11.03,1.51,30.44,2.50,0.00,0.95,0.00,1.60,9.98,1.00,2.52,1.68,16.76,6.54,163.88,10.56,99.86,12.826,9.96,1.75,16.70,9.47,1.51,8.94,2.50,0.00,0.94,0.00,1.59,17.99,1.00,3.23,1.67,13.20,6.54,163.90,10.56,99.86,24.229,10.00,3.36,16.70,8.38,1.52,268.67,2.50,141.42,0.97,0.00,1.61,16.11,1.00,0.00,1.68,17.99,6.54,163.81,10.56,99.86,0.121
1788357052.025,175.000,165.2,10.00,9.31,16.60,10.69,1.45,14.09,2.50,0.00,0.97,0.00,1.61,22.63,1.00,0.00,1.66,5.66,6.52,167.22,10.56,99.86,12.071,10.00,8.56,16.63,8.44,1.46,38.68,2.50,0.00,0.97,0.00,1.59,20.40,1.00,0.00,1.66,8.64,6.52,167.00,10.56,99.86,23.760,10.00,2.88,16.60,8.00,2.95,20.16,3.89,139.97,0.97,0.00,1.63,16.76,1.00,0.73,1.68,9.98,6.51,166.66,10.56,99.86,0.050
1788357053.718,176.000,166.9,9.99,9.12,16.91,12.83,1.54,35.59,2.50,0.00,0.97,0.00,1.61,23.63,1.00,0.00,1.67,0.00,6.62,162.44,10.56,99.86,11.621,9.95,3.91,16.73,8.29,1.53,22.83,2.50,0.00,0.96,0.00,1.59,22.86,1.00,2.09,1.67,3.77,6.62,162.12,10.56,99.86,23.022,10.00,2.27,16.77,8.08,3.06,15.55,5.00,0.00,0.97,0.00,1.62,28.47,1.00,0.00,1.67,6.80,6.62,161.42,10.56,99.86,0.071
1788357055.366,177.000,168.5,10.01,5.30,16.67,11.23,1.50,26.97,2.50,0.00,0.97,0.00,1.61,16.44,1.00,0.13,1.67,1.89,6.55,166.33,10.56,99.86,11.020,10.00,3.22,16.70,6.86,1.49,8.65,2.50,0.00,0.96,0.00,1.58,19.14,1.00,2.62,1.68,3.27,6.54,165.78,10.56,99.86,22.635,10.52,21.18,17.14,12.50,1.78,144.76,3.89,90.35,1.08,117.31,1.76,67.91,1.00,0.05,1.67,1.89,6.55,165.98,10.56,99.86,15.213
1788357057.077,178.000,170.2,10.01,9.15,16.84,7.64,1.51,4.93,2.50,0.00,0.95,0.00,1.62,6.53,0.99,0.00,1.67,5.66,6.53,166.03,10.56,99.86,10.222,10.00,6.09,16.80,7.35,1.47,31.69,2.50,0.00,0.94,0.00,1.61,1.89,0.99,0.00,1.66,6.80,6.50,165.61,10.56,99.86,21.951,10.00,2.29,17.38,12.72,2.25,159.29,3.33,100.00,0.96,0.00,1.74,72.61,1.00,0.00,1.69,18.18,6.52,166.27,10.56,99.86,14.840
1788357058.741,179.000,171.9,10.02,4.70,16.84,8.87,1.50,16.31,2.50,0.00,0.97,0.00,1.62,6.53,1.00,2.66,1.68,13.60,6.51,166.83,10.56,99.86,9.817,10.03,4.84,16.91,7.55,1.51,0.54,2.50,0.00,0.96,0.00,1.60,4.99,1.00,3.51,1.67,17.99,6.52,165.82,10.56,99.86,21.313,10.00,4.83,16.91,7.22,1.50,15.49,2.78,80.00,0.97,0.00,1.64,10.50,1.00,0.10,1.67,22.86,6.51,166.22,10.56,99.86,13.855
