# started on Wed Sep  2 15:48:04 2026

#           time             counts   unit events
   168.214663297               2.85 Joules power/energy-cores/                                                   
   168.214663297               0.68 Joules power/energy-psys/                                                    
   169.215262388               7.61 Joules power/energy-pkg/                                                     
   169.215262388               3.34 Joules power/energy-cores/                                                   
   169.215262388               0.68 Joules power/energy-psys/                                                    
   170.216558225               7.15 Joules power/energy-pkg/                                                     
   170.216558225               3.04 Joules power/energy-cores/                                                   
   170.216558225               0.68 Joules power/energy-psys/                                                    
   171.218123324               7.23 Joules power/energy-pkg/                                                     
   171.218123324               3.09 Joules power/energy-cores/                                                   
   171.218123324               0.68 Joules power/energy-psys/                                                    
   172.219287801               7.42 Joules power/energy-pkg/                                                     
   172.219287801               3.25 Joules power/energy-cores/                                                   
   172.219287801               0.68 Joules power/energy-psys/                                                    
   173.220258367               7.26 Joules power/energy-pkg/                                                     
   173.220258367               3.08 Joules power/energy-cores/                                                   
   173.220258367               0.68 Joules power/energy-psys/                                                    
   174.221771449               7.33 Joules power/energy-pkg/                                                     
   174.221771449               3.13 Joules power/energy-cores/                                                   
   174.221771449               0.68 Joules power/energy-psys/                                                    
   175.223143935               7.52 Joules power/energy-pkg/                                                     
   175.223143935               3.28 Joules power/energy-cores/                                                   
   175.223143935               0.68 Joules power/energy-psys/                                                    
   176.224520406               6.96 Joules power/energy-pkg/                                                     
   176.224520406               2.91 Joules power/energy-cores/                                                   
   176.224520406               0.68 Joules power/energy-psys/                                                    
   177.225835318               7.22 Joules power/energy-pkg/                                                     
   177.225835318               3.08 Joules power/energy-cores/                                                   
   177.225835318               0.68 Joules power/energy-psys/                                                    
   178.227190241               7.52 Joules power/energy-pkg/                                                     
   178.227190241               3.32 Joules power/energy-cores/                                                   
   178.227190241               0.68 Joules power/energy-psys/                                                    
   179.228254018               7.02 Joules power/energy-pkg/                                                     
   179.228254018               2.98 Joules power/energy-cores/                                                   
   179.228254018               0.68 Joules power/energy-psys/                                                    
   180.229617640               7.56 Joules power/energy-pkg/                                                     
   180.229617640               3.24 Joules power/energy-cores/                                                   
   180.229617640               0.68 Joules power/energy-psys/                                                    
   181.230288075               7.22 Joules power/energy-pkg/                                                     
   181.230288075               3.05 Joules power/energy-cores/                                                   
   181.230288075               0.68 Joules power/energy-psys/                                                    
   182.231542032               6.79 Joules power/energy-pkg/                                                     
   182.231542032               2.80 Joules power/energy-cores/                                                   
   182.231542032               0.68 Joules power/energy-psys/                                                    
#           time             counts   unit events
   183.232799555               7.37 Joules power/energy-pkg/                                                     
   183.232799555               3.19 Joules power/energy-cores/                                                   
   183.232799555               0.68 Joules power/energy-psys/                                                    
   184.234170310               6.62 Joules power/energy-pkg/                                                     
   184.234170310               2.69 Joules power/energy-cores/                                                   
   184.234170310               0.68 Joules power/energy-psys/                                                    
   185.235251693               7.59 Joules power/energy-pkg/                                                     
   185.235251693               3.37 Joules power/energy-cores/                                                   
   185.235251693               0.68 Joules power/energy-psys/                                                    
   186.236632128               7.31 Joules power/energy-pkg/                                                     
   186.236632128               3.11 Joules power/energy-cores/                                                   
   186.236632128               0.68 Joules power/energy-psys/                                                    
   187.237965207               6.99 Joules power/energy-pkg/                                                     
   187.237965207               2.97 Joules power/energy-cores/                                                   
   187.237965207               0.68 Joules power/energy-psys/                                                    
   188.239296153               7.38 Joules power/energy-pkg/                                                     
   188.239296153               3.01 Joules power/energy-cores/                                                   
   188.239296153               0.68 Joules power/energy-psys/                                                    
   189.240258441               7.28 Joules power/energy-pkg/                                                     
   189.240258441               3.14 Joules power/energy-cores/                                                   
   189.240258441               0.68 Joules power/energy-psys/                                                    
   190.241253113               7.36 Joules power/energy-pkg/                                                     
   190.241253113               3.12 Joules power/energy-cores/                                                   
   190.241253113               0.68 Joules power/energy-psys/                                                    
   191.242570282               7.55 Joules power/energy-pkg/                                                     
   191.242570282               3.33 Joules power/energy-cores/                                                   
   191.242570282               0.67 Joules power/energy-psys/                                                    
   192.243997372               7.33 Joules power/energy-pkg/                                                     
   192.243997372               3.16 Joules power/energy-cores/                                                   
   192.243997372               0.68 Joules power/energy-psys/                                                    
   193.245356846               6.79 Joules power/energy-pkg/                                                     
   193.245356846               2.82 Joules power/energy-cores/                                                   
   193.245356846               0.68 Joules power/energy-psys/                                                    
   194.246320163               7.58 Joules power/energy-pkg/                                                     
   194.246320163               3.34 Joules power/energy-cores/                                                   
   194.246320163               0.68 Joules power/energy-psys/                                                    
   195.247928432               6.95 Joules power/energy-pkg/                                                     
   195.247928432               2.89 Joules power/energy-cores/                                                   
   195.247928432               0.68 Joules power/energy-psys/                                                    
   196.249371980               7.54 Joules power/energy-pkg/                                                     
   196.249371980               3.30 Joules power/energy-cores/                                                   
   196.249371980               0.68 Joules power/energy-psys/                                                    
   197.250789934               7.46 Joules power/energy-pkg/                                                     
   197.250789934               3.22 Joules power/energy-cores/                                                   
   197.250789934               0.68 Joules power/energy-psys/                                                    
   198.252196333               6.89 Joules power/energy-pkg/                                                     
   198.252196333               2.86 Joules power/energy-cores/                                                   
   198.252196333               0.68 Joules power/energy-psys/                                                    
   199.253628821               6.95 Joules power/energy-pkg/                                                     
   199.253628821               2.84 Joules power/energy-cores/                                                   
   199.253628821               0.68 Joules power/energy-psys/                                                    
   200.255037628               7.39 Joules power/energy-pkg/                                                     
   200.255037628               3.19 Joules power/energy-cores/                                                   
   200.255037628               0.68 Joules power/energy-psys/                                                    
   201.256438692               7.21 Joules power/energy-pkg/                                                     
   201.256438692               3.01 Joules power/energy-cores/                                                   
   201.256438692               0.67 Joules power/energy-psys/                                                    
   202.257797619               7.64 Joules power/energy-pkg/                                                     
   202.257797619               3.37 Joules power/energy-cores/                                                   
   202.257797619               0.68 Joules power/energy-psys/                                                    
   203.258255714               7.12 Joules power/energy-pkg/                                                     
   203.258255714               3.07 Joules power/energy-cores/                                                   
   203.258255714               0.68 Joules power/energy-psys/                                                    
   204.259622129               6.67 Joules power/energy-pkg/                                                     
   204.259622129               2.75 Joules power/energy-cores/                                                   
   204.259622129               0.67 Joules power/energy-psys/                                                    
   205.261133445               7.46 Joules power/energy-pkg/                                                     
   205.261133445               3.26 Joules power/energy-cores/                                                   
   205.261133445               0.68 Joules power/energy-psys/                                                    
   206.262293206               6.95 Joules power/energy-pkg/                                                     
   206.262293206               2.90 Joules power/energy-cores/                                                   
   206.262293206               0.68 Joules power/energy-psys/                                                    
   207.263635607               7.71 Joules power/energy-pkg/                                                     
   207.263635607               3.43 Joules power/energy-cores/                                                   
   207.263635607               0.68 Joules power/energy-psys/                                                    
   208.265107823               7.80 Joules power/energy-pkg/                                                     
   208.265107823               3.44 Joules power/energy-cores/                                                   
   208.265107823               0.68 Joules power/energy-psys/                                                    
#           time             counts   unit events
   209.266448870               6.90 Joules power/energy-pkg/                                                     
   209.266448870               2.93 Joules power/energy-cores/                                                   
   209.266448870               0.68 Joules power/energy-psys/                                                    
   210.267788893               7.38 Joules power/energy-pkg/                                                     
   210.267788893               3.20 Joules power/energy-cores/                                                   
   210.267788893               0.68 Joules power/energy-psys/                                                    
   211.269098916               7.39 Joules power/energy-pkg/                                                     
   211.269098916               3.04 Joules power/energy-cores/                                                   
   211.269098916               0.68 Joules power/energy-psys/                                                    
   212.270369010               7.53 Joules power/energy-pkg/                                                     
   212.270369010               3.23 Joules power/energy-cores/                                                   
   212.270369010               0.68 Joules power/energy-psys/                                                    
   213.271253454               7.89 Joules power/energy-pkg/                                                     
   213.271253454               3.56 Joules power/energy-cores/                                                   
   213.271253454               0.68 Joules power/energy-psys/                                                    
   214.272288534               7.02 Joules power/energy-pkg/                                                     
   214.272288534               2.97 Joules power/energy-cores/                                                   
   214.272288534               0.68 Joules power/energy-psys/                                                    
   215.273253740               6.97 Joules power/energy-pkg/                                                     
   215.273253740               2.95 Joules power/energy-cores/                                                   
   215.273253740               0.68 Joules power/energy-psys/                                                    
   216.274301856               7.53 Joules power/energy-pkg/                                                     
   216.274301856               3.26 Joules power/energy-cores/                                                   
   216.274301856               0.68 Joules power/energy-psys/                                                    
   217.275684672               6.99 Joules power/energy-pkg/                                                     
   217.275684672               2.91 Joules power/energy-cores/                                                   
   217.275684672               0.68 Joules power/energy-psys/                                                    
   218.277011472               7.70 Joules power/energy-pkg/                                                     
   218.277011472               3.35 Joules power/energy-cores/                                                   
   218.277011472               0.68 Joules power/energy-psys/                                                    
   219.278297093               7.25 Joules power/energy-pkg/                                                     
   219.278297093               3.14 Joules power/energy-cores/                                                   
   219.278297093               0.68 Joules power/energy-psys/                                                    
   220.279622664               7.01 Joules power/energy-pkg/                                                     
   220.279622664               2.81 Joules power/energy-cores/                                                   
   220.279622664               0.68 Joules power/energy-psys/                                                    
   221.281487364               7.32 Joules power/energy-pkg/                                                     
   221.281487364               3.09 Joules power/energy-cores/                                                   
   221.281487364               0.68 Joules power/energy-psys/                                                    
   222.283549791               6.96 Joules power/energy-pkg/                                                     
   222.283549791               2.84 Joules power/energy-cores/                                                   
   222.283549791               0.68 Joules power/energy-psys/                                                    
   223.284874302               7.19 Joules power/energy-pkg/                                                     
   223.284874302               3.05 Joules power/energy-cores/                                                   
   223.284874302               0.68 Joules power/energy-psys/                                                    
   224.286350840               7.39 Joules power/energy-pkg/                                                     
   224.286350840               3.11 Joules power/energy-cores/                                                   
   224.286350840               0.68 Joules power/energy-psys/                                                    
   225.287253841               6.83 Joules power/energy-pkg/                                                     
   225.287253841               2.80 Joules power/energy-cores/                                                   
   225.287253841               0.68 Joules power/energy-psys/                                                    
   226.288569114               7.14 Joules power/energy-pkg/                                                     
   226.288569114               2.99 Joules power/energy-cores/                                                   
   226.288569114               0.68 Joules power/energy-psys/                                                    
   227.290292837               7.25 Joules power/energy-pkg/                                                     
   227.290292837               3.09 Joules power/energy-cores/                                                   
   227.290292837               0.68 Joules power/energy-psys/                                                    
   228.291341289               6.94 Joules power/energy-pkg/                                                     
   228.291341289               2.89 Joules power/energy-cores/                                                   
   228.291341289               0.68 Joules power/energy-psys/                                                    
   229.292767802               7.69 Joules power/energy-pkg/                                                     
   229.292767802               3.33 Joules power/energy-cores/                                                   
   229.292767802               0.68 Joules power/energy-psys/                                                    
   230.294558530               7.41 Joules power/energy-pkg/                                                     
   230.294558530               3.14 Joules power/energy-cores/                                                   
   230.294558530               0.68 Joules power/energy-psys/                                                    
   231.295254154               6.91 Joules power/energy-pkg/                                                     
   231.295254154               2.82 Joules power/energy-cores/                                                   
   231.295254154               0.68 Joules power/energy-psys/                                                    
   232.298260960               7.27 Joules power/energy-pkg/                                                     
   232.298260960               3.07 Joules power/energy-cores/                                                   
   232.298260960               0.68 Joules power/energy-psys/                                                    
   233.299645548               6.95 Joules power/energy-pkg/                                                     
   233.299645548               2.84 Joules power/energy-cores/                                                   
   233.299645548               0.67 Joules power/energy-psys/                                                    
   234.301068856               7.55 Joules power/energy-pkg/                                                     
   234.301068856               3.24 Joules power/energy-cores/                                                   
   234.301068856               0.68 Joules power/energy-psys/                                                    
#           time             counts   unit events
   235.302296519               7.68 Joules power/energy-pkg/                                                     
   235.302296519               3.21 Joules power/energy-cores/                                                   
   235.302296519               0.68 Joules power/energy-psys/                                                    
   236.303658300               7.15 Joules power/energy-pkg/                                                     
   236.303658300               3.01 Joules power/energy-cores/                                                   
   236.303658300               0.68 Joules power/energy-psys/                                                    
   237.304266657               6.78 Joules power/energy-pkg/                                                     
   237.304266657               2.77 Joules power/energy-cores/                                                   
   237.304266657               0.68 Joules power/energy-psys/                                                    
   238.305981311               7.60 Joules power/energy-pkg/                                                     
   238.305981311               3.18 Joules power/energy-cores/                                                   
   238.305981311               0.68 Joules power/energy-psys/                                                    
   239.307381629               6.95 Joules power/energy-pkg/                                                     
   239.307381629               2.78 Joules power/energy-cores/                                                   
   239.307381629               0.68 Joules power/energy-psys/                                                    
   240.308743633               8.25 Joules power/energy-pkg/                                                     
   240.308743633               3.60 Joules power/energy-cores/                                                   
   240.308743633               0.68 Joules power/energy-psys/                                                    
   241.309993480               7.38 Joules power/energy-pkg/                                                     
   241.309993480               3.09 Joules power/energy-cores/                                                   
   241.309993480               0.68 Joules power/energy-psys/                                                    
   242.311318293               7.06 Joules power/energy-pkg/                                                     
   242.311318293               2.97 Joules power/energy-cores/                                                   
   242.311318293               0.68 Joules power/energy-psys/                                                    
   243.312289094               7.07 Joules power/energy-pkg/                                                     
   243.312289094               3.01 Joules power/energy-cores/                                                   
   243.312289094               0.68 Joules power/energy-psys/                                                    
   244.313609108               7.47 Joules power/energy-pkg/                                                     
   244.313609108               3.13 Joules power/energy-cores/                                                   
   244.313609108               0.68 Joules power/energy-psys/                                                    
   245.315004523               7.57 Joules power/energy-pkg/                                                     
   245.315004523               3.25 Joules power/energy-cores/                                                   
   245.315004523               0.68 Joules power/energy-psys/                                                    
   246.317492867               7.63 Joules power/energy-pkg/                                                     
   246.317492867               3.34 Joules power/energy-cores/                                                   
   246.317492867               0.68 Joules power/energy-psys/                                                    
   247.318790944               7.19 Joules power/energy-pkg/                                                     
   247.318790944               3.05 Joules power/energy-cores/                                                   
   247.318790944               0.68 Joules power/energy-psys/                                                    
   248.320142989               6.78 Joules power/energy-pkg/                                                     
   248.320142989               2.76 Joules power/energy-cores/                                                   
   248.320142989               0.68 Joules power/energy-psys/                                                    
   249.321525547               7.16 Joules power/energy-pkg/                                                     
   249.321525547               3.04 Joules power/energy-cores/                                                   
   249.321525547               0.68 Joules power/energy-psys/                                                    
   250.322944588               7.30 Joules power/energy-pkg/                                                     
   250.322944588               3.04 Joules power/energy-cores/                                                   
   250.322944588               0.68 Joules power/energy-psys/                                                    
   251.324492699               7.47 Joules power/energy-pkg/                                                     
   251.324492699               3.16 Joules power/energy-cores/                                                   
   251.324492699               0.68 Joules power/energy-psys/                                                    
   252.326477227               7.24 Joules power/energy-pkg/                                                     
   252.326477227               3.02 Joules power/energy-cores/                                                   
   252.326477227               0.68 Joules power/energy-psys/                                                    
   253.327755729               6.61 Joules power/energy-pkg/                                                     
   253.327755729               2.66 Joules power/energy-cores/                                                   
   253.327755729               0.68 Joules power/energy-psys/                                                    
   254.329086908               7.11 Joules power/energy-pkg/                                                     
   254.329086908               2.93 Joules power/energy-cores/                                                   
   254.329086908               0.68 Joules power/energy-psys/                                                    
   255.330421882               7.05 Joules power/energy-pkg/                                                     
   255.330421882               2.90 Joules power/energy-cores/                                                   
   255.330421882               0.68 Joules power/energy-psys/                                                    
   256.331805364               7.36 Joules power/energy-pkg/                                                     
   256.331805364               3.05 Joules power/energy-cores/                                                   
   256.331805364               0.68 Joules power/energy-psys/                                                    
   257.333174366               7.14 Joules power/energy-pkg/                                                     
   257.333174366               2.99 Joules power/energy-cores/                                                   
   257.333174366               0.68 Joules power/energy-psys/                                                    
   258.334641467               7.16 Joules power/energy-pkg/                                                     
   258.334641467               2.96 Joules power/energy-cores/                                                   
   258.334641467               0.68 Joules power/energy-psys/                                                    
   259.335255815               6.89 Joules power/energy-pkg/                                                     
   259.335255815               2.68 Joules power/energy-cores/                                                   
   259.335255815               0.68 Joules power/energy-psys/                                                    
   260.336250483               7.43 Joules power/energy-pkg/                                                     
   260.336250483               2.99 Joules power/energy-cores/                                                   
   260.336250483               0.68 Joules power/energy-psys/                                                    
#           time             counts   unit events
   261.337283462               7.29 Joules power/energy-pkg/                                                     
   261.337283462               3.02 Joules power/energy-cores/                                                   
   261.337283462               0.68 Joules power/energy-psys/                                                    
   262.340277713               7.35 Joules power/energy-pkg/                                                     
   262.340277713               3.06 Joules power/energy-cores/                                                   
   262.340277713               0.68 Joules power/energy-psys/                                                    
   263.341544747               7.10 Joules power/energy-pkg/                                                     
   263.341544747               2.94 Joules power/energy-cores/                                                   
   263.341544747               0.68 Joules power/energy-psys/                                                    
   264.342974198               6.55 Joules power/energy-pkg/                                                     
   264.342974198               2.55 Joules power/energy-cores/                                                   
   264.342974198               0.68 Joules power/energy-psys/                                                    
   265.344229383               6.71 Joules power/energy-pkg/                                                     
   265.344229383               2.72 Joules power/energy-cores/                                                   
   265.344229383               0.68 Joules power/energy-psys/                                                    
   266.345979186               7.36 Joules power/energy-pkg/                                                     
   266.345979186               3.05 Joules power/energy-cores/                                                   
   266.345979186               0.68 Joules power/energy-psys/                                                    
   267.347201329               7.16 Joules power/energy-pkg/                                                     
   267.347201329               2.95 Joules power/energy-cores/                                                   
   267.347201329               0.68 Joules power/energy-psys/                                                    
   268.348252966               7.58 Joules power/energy-pkg/                                                     
   268.348252966               3.18 Joules power/energy-cores/                                                   
   268.348252966               0.68 Joules power/energy-psys/                                                    
   269.349597635               6.71 Joules power/energy-pkg/                                                     
   269.349597635               2.70 Joules power/energy-cores/                                                   
   269.349597635               0.68 Joules power/energy-psys/                                                    
   270.350294110               6.94 Joules power/energy-pkg/                                                     
   270.350294110               2.81 Joules power/energy-cores/                                                   
   270.350294110               0.68 Joules power/energy-psys/                                                    
   271.351716213               6.92 Joules power/energy-pkg/                                                     
   271.351716213               2.80 Joules power/energy-cores/                                                   
   271.351716213               0.68 Joules power/energy-psys/                                                    
   272.353211239               7.06 Joules power/energy-pkg/                                                     
   272.353211239               2.84 Joules power/energy-cores/                                                   
   272.353211239               0.68 Joules power/energy-psys/                                                    
   273.354678616               6.85 Joules power/energy-pkg/                                                     
   273.354678616               2.74 Joules power/energy-cores/                                                   
   273.354678616               0.68 Joules power/energy-psys/                                                    
   274.356052359               7.36 Joules power/energy-pkg/                                                     
   274.356052359               3.12 Joules power/energy-cores/                                                   
   274.356052359               0.68 Joules power/energy-psys/                                                    
   275.357448605               6.46 Joules power/energy-pkg/                                                     
   275.357448605               2.52 Joules power/energy-cores/                                                   
   275.357448605               0.68 Joules power/energy-psys/                                                    
   276.358281611               7.24 Joules power/energy-pkg/                                                     
   276.358281611               2.99 Joules power/energy-cores/                                                   
   276.358281611               0.68 Joules power/energy-psys/                                                    
   277.359295070               7.10 Joules power/energy-pkg/                                                     
   277.359295070               3.00 Joules power/energy-cores/                                                   
   277.359295070               0.68 Joules power/energy-psys/                                                    
   278.360584964               7.27 Joules power/energy-pkg/                                                     
   278.360584964               3.05 Joules power/energy-cores/                                                   
   278.360584964               0.68 Joules power/energy-psys/                                                    
   279.361930080               7.35 Joules power/energy-pkg/                                                     
   279.361930080               3.10 Joules power/energy-cores/                                                   
   279.361930080               0.68 Joules power/energy-psys/                                                    
   280.363486528               6.52 Joules power/energy-pkg/                                                     
   280.363486528               2.61 Joules power/energy-cores/                                                   
   280.363486528               0.68 Joules power/energy-psys/                                                    
   281.364882536               6.95 Joules power/energy-pkg/                                                     
   281.364882536               2.87 Joules power/energy-cores/                                                   
   281.364882536               0.68 Joules power/energy-psys/                                                    
   282.366319629               7.12 Joules power/energy-pkg/                                                     
   282.366319629               2.93 Joules power/energy-cores/                                                   
   282.366319629               0.68 Joules power/energy-psys/                                                    
   283.367574387               7.63 Joules power/energy-pkg/                                                     
   283.367574387               3.13 Joules power/energy-cores/                                                   
   283.367574387               0.68 Joules power/energy-psys/                                                    
   284.368249707               7.50 Joules power/energy-pkg/                                                     
   284.368249707               3.13 Joules power/energy-cores/                                                   
   284.368249707               0.67 Joules power/energy-psys/                                                    
   285.369542523               7.32 Joules power/energy-pkg/                                                     
   285.369542523               3.13 Joules power/energy-cores/                                                   
   285.369542523               0.68 Joules power/energy-psys/                                                    
   286.371526870               6.35 Joules power/energy-pkg/                                                     
   286.371526870               2.45 Joules power/energy-cores/                                                   
   286.371526870               0.68 Joules power/energy-psys/                                                    
#           time             counts   unit events
   287.372952468               7.10 Joules power/energy-pkg/                                                     
   287.372952468               3.01 Joules power/energy-cores/                                                   
   287.372952468               0.68 Joules power/energy-psys/                                                    
   288.374389949               7.06 Joules power/energy-pkg/                                                     
   288.374389949               2.90 Joules power/energy-cores/                                                   
   288.374389949               0.68 Joules power/energy-psys/                                                    
   289.375253586               7.34 Joules power/energy-pkg/                                                     
   289.375253586               3.06 Joules power/energy-cores/                                                   
   289.375253586               0.68 Joules power/energy-psys/                                                    
   290.376707869               7.55 Joules power/energy-pkg/                                                     
   290.376707869               3.23 Joules power/energy-cores/                                                   
   290.376707869               0.68 Joules power/energy-psys/                                                    
   291.377966694               6.81 Joules power/energy-pkg/                                                     
   291.377966694               2.72 Joules power/energy-cores/                                                   
   291.377966694               0.68 Joules power/energy-psys/                                                    
   292.379504018               6.76 Joules power/energy-pkg/                                                     
   292.379504018               2.71 Joules power/energy-cores/                                                   
   292.379504018               0.68 Joules power/energy-psys/                                                    
   293.380899444               7.16 Joules power/energy-pkg/                                                     
   293.380899444               3.02 Joules power/energy-cores/                                                   
   293.380899444               0.68 Joules power/energy-psys/                                                    
   294.382152761               7.49 Joules power/energy-pkg/                                                     
   294.382152761               3.18 Joules power/energy-cores/                                                   
   294.382152761               0.68 Joules power/energy-psys/                                                    
   295.383407206               7.59 Joules power/energy-pkg/                                                     
   295.383407206               3.28 Joules power/energy-cores/                                                   
   295.383407206               0.68 Joules power/energy-psys/                                                    
   296.384871046               7.31 Joules power/energy-pkg/                                                     
   296.384871046               3.04 Joules power/energy-cores/                                                   
   296.384871046               0.68 Joules power/energy-psys/                                                    
   297.386320082               6.39 Joules power/energy-pkg/                                                     
   297.386320082               2.54 Joules power/energy-cores/                                                   
   297.386320082               0.68 Joules power/energy-psys/                                                    
   298.387643280               7.53 Joules power/energy-pkg/                                                     
   298.387643280               3.28 Joules power/energy-cores/                                                   
   298.387643280               0.68 Joules power/energy-psys/                                                    
   299.388254091               7.46 Joules power/energy-pkg/                                                     
   299.388254091               3.24 Joules power/energy-cores/                                                   
   299.388254091               0.68 Joules power/energy-psys/                                                    
   300.389637206               7.40 Joules power/energy-pkg/                                                     
   300.389637206               3.10 Joules power/energy-cores/                                                   
   300.389637206               0.68 Joules power/energy-psys/                                                    
   301.391217990               7.75 Joules power/energy-pkg/                                                     
   301.391217990               3.34 Joules power/energy-cores/                                                   
   301.391217990               0.68 Joules power/energy-psys/                                                    
   302.392526439               6.74 Joules power/energy-pkg/                                                     
   302.392526439               2.71 Joules power/energy-cores/                                                   
   302.392526439               0.68 Joules power/energy-psys/                                                    
   303.393826060               6.97 Joules power/energy-pkg/                                                     
   303.393826060               2.93 Joules power/energy-cores/                                                   
   303.393826060               0.68 Joules power/energy-psys/                                                    
   304.394260441               7.14 Joules power/energy-pkg/                                                     
   304.394260441               2.92 Joules power/energy-cores/                                                   
   304.394260441               0.68 Joules power/energy-psys/                                                    
   305.395580944               7.22 Joules power/energy-pkg/                                                     
   305.395580944               3.03 Joules power/energy-cores/                                                   
   305.395580944               0.68 Joules power/energy-psys/                                                    
   306.397011765               8.09 Joules power/energy-pkg/                                                     
   306.397011765               3.34 Joules power/energy-cores/                                                   
   306.397011765               0.68 Joules power/energy-psys/                                                    
   307.398263822               7.12 Joules power/energy-pkg/                                                     
   307.398263822               2.93 Joules power/energy-cores/                                                   
   307.398263822               0.68 Joules power/energy-psys/                                                    
   308.399595997               6.80 Joules power/energy-pkg/                                                     
   308.399595997               2.69 Joules power/energy-cores/                                                   
   308.399595997               0.68 Joules power/energy-psys/                                                    
   309.401273501               6.97 Joules power/energy-pkg/                                                     
   309.401273501               2.90 Joules power/energy-cores/                                                   
   309.401273501               0.67 Joules power/energy-psys/                                                    
   310.402578274               7.27 Joules power/energy-pkg/                                                     
   310.402578274               3.00 Joules power/energy-cores/                                                   
   310.402578274               0.68 Joules power/energy-psys/                                                    
   311.403828677               7.30 Joules power/energy-pkg/                                                     
   311.403828677               3.04 Joules power/energy-cores/                                                   
   311.403828677               0.68 Joules power/energy-psys/                                                    
   312.405188945               7.20 Joules power/energy-pkg/                                                     
   312.405188945               2.94 Joules power/energy-cores/                                                   
   312.405188945               0.68 Joules power/energy-psys/                                                    
#           time             counts   unit events
   313.406526757               6.71 Joules power/energy-pkg/                                                     
   313.406526757               2.64 Joules power/energy-cores/                                                   
   313.406526757               0.68 Joules power/energy-psys/                                                    
   314.407977628               7.01 Joules power/energy-pkg/                                                     
   314.407977628               2.89 Joules power/energy-cores/                                                   
   314.407977628               0.68 Joules power/energy-psys/                                                    
   315.409269624               6.89 Joules power/energy-pkg/                                                     
   315.409269624               2.79 Joules power/energy-cores/                                                   
   315.409269624               0.68 Joules power/energy-psys/                                                    
   316.410252752               7.34 Joules power/energy-pkg/                                                     
   316.410252752               3.03 Joules power/energy-cores/                                                   
   316.410252752               0.68 Joules power/energy-psys/                                                    
   317.411258355               7.35 Joules power/energy-pkg/                                                     
   317.411258355               3.08 Joules power/energy-cores/                                                   
   317.411258355               0.68 Joules power/energy-psys/                                                    
   318.412526658               6.92 Joules power/energy-pkg/                                                     
   318.412526658               2.74 Joules power/energy-cores/                                                   
   318.412526658               0.68 Joules power/energy-psys/                                                    
   319.413863195               7.03 Joules power/energy-pkg/                                                     
   319.413863195               2.92 Joules power/energy-cores/                                                   
   319.413863195               0.68 Joules power/energy-psys/                                                    
   320.415229436               6.84 Joules power/energy-pkg/                                                     
   320.415229436               2.78 Joules power/energy-cores/                                                   
   320.415229436               0.68 Joules power/energy-psys/                                                    
   321.416327572               7.21 Joules power/energy-pkg/                                                     
   321.416327572               2.97 Joules power/energy-cores/                                                   
   321.416327572               0.68 Joules power/energy-psys/                                                    
   322.417745041               7.65 Joules power/energy-pkg/                                                     
   322.417745041               3.26 Joules power/energy-cores/                                                   
   322.417745041               0.68 Joules power/energy-psys/                                                    
   323.418255944               7.26 Joules power/energy-pkg/                                                     
   323.418255944               3.06 Joules power/energy-cores/                                                   
   323.418255944               0.68 Joules power/energy-psys/                                                    
   324.419834100               6.94 Joules power/energy-pkg/                                                     
   324.419834100               2.81 Joules power/energy-cores/                                                   
   324.419834100               0.68 Joules power/energy-psys/                                                    
   325.421146524               7.08 Joules power/energy-pkg/                                                     
   325.421146524               2.96 Joules power/energy-cores/                                                   
   325.421146524               0.68 Joules power/energy-psys/                                                    
   326.422388613               7.04 Joules power/energy-pkg/                                                     
   326.422388613               2.88 Joules power/energy-cores/                                                   
   326.422388613               0.68 Joules power/energy-psys/                                                    
   327.423702773               7.14 Joules power/energy-pkg/                                                     
   327.423702773               2.98 Joules power/energy-cores/                                                   
   327.423702773               0.68 Joules power/energy-psys/                                                    
   328.425145439               7.33 Joules power/energy-pkg/                                                     
   328.425145439               3.08 Joules power/energy-cores/                                                   
   328.425145439               0.68 Joules power/energy-psys/                                                    
   329.425855763               7.16 Joules power/energy-pkg/                                                     
   329.425855763               2.82 Joules power/energy-cores/                                                   
   329.425855763               0.68 Joules power/energy-psys/                                                    
   330.427253222               7.09 Joules power/energy-pkg/                                                     
   330.427253222               2.83 Joules power/energy-cores/                                                   
   330.427253222               0.68 Joules power/energy-psys/                                                    
   331.428523683               7.03 Joules power/energy-pkg/                                                     
   331.428523683               2.91 Joules power/energy-cores/                                                   
   331.428523683               0.68 Joules power/energy-psys/                                                    
   332.429853935               6.82 Joules power/energy-pkg/                                                     
   332.429853935               2.73 Joules power/energy-cores/                                                   
   332.429853935               0.68 Joules power/energy-psys/                                                    
   333.431242812               7.42 Joules power/energy-pkg/                                                     
   333.431242812               3.14 Joules power/energy-cores/                                                   
   333.431242812               0.68 Joules power/energy-psys/                                                    
   334.432536110               7.18 Joules power/energy-pkg/                                                     
   334.432536110               2.94 Joules power/energy-cores/                                                   
   334.432536110               0.68 Joules power/energy-psys/                                                    
   335.433958033               6.64 Joules power/energy-pkg/                                                     
   335.433958033               2.64 Joules power/energy-cores/                                                   
   335.433958033               0.68 Joules power/energy-psys/                                                    
   336.435298970               7.25 Joules power/energy-pkg/                                                     
   336.435298970               3.01 Joules power/energy-cores/                                                   
   336.435298970               0.68 Joules power/energy-psys/                                                    
   337.436675759               6.92 Joules power/energy-pkg/                                                     
   337.436675759               2.78 Joules power/energy-cores/                                                   
