wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m
1788342146.115,136.000,10.0,10.00,1.77,10.98,3.68,3.55,105.51,3.89,90.35,0.97,0.00,1.07,12.00,1.66,0.57,1.83,6.80,4.54,12.10,5.00,0.00,1.523
1788342147.213,137.000,11.1,10.01,1.75,11.04,4.76,2.31,13.78,2.50,0.00,0.98,0.00,1.08,2.00,1.67,1.92,1.84,3.27,4.53,12.05,5.00,0.00,0.745
1788342148.306,138.000,12.2,9.99,0.48,10.96,4.56,2.26,9.81,2.50,0.00,0.98,0.00,1.07,4.00,1.67,0.11,1.82,3.27,4.56,1.26,5.00,0.00,0.333
1788342149.398,139.000,13.2,10.01,1.01,10.91,3.68,1.52,171.83,1.67,163.30,0.97,0.00,1.07,2.00,1.67,0.14,1.82,1.89,4.58,0.60,5.00,0.00,0.150
1788342150.493,140.000,14.3,10.02,2.52,10.96,5.33,1.53,171.26,1.67,163.30,0.97,0.00,1.06,4.00,1.67,0.51,1.82,3.27,4.57,0.78,5.00,0.00,0.121
1788342151.612,141.000,15.5,9.99,2.45,11.07,5.74,2.24,28.63,2.50,0.00,0.98,0.00,1.07,16.00,1.67,0.60,1.85,6.80,4.51,14.50,5.00,0.00,0.141
1788342152.712,142.000,16.6,10.00,0.91,11.09,4.47,2.89,106.41,3.12,97.98,0.97,0.00,1.09,4.00,1.67,0.70,1.85,8.22,4.50,14.43,5.00,0.00,0.121
1788342153.812,143.000,17.7,9.99,1.08,10.98,3.24,3.54,100.34,3.89,90.35,0.97,0.00,1.07,8.00,1.67,0.19,1.83,4.99,4.54,1.02,5.00,0.00,0.071
1788342154.909,144.000,18.8,10.52,21.15,11.51,19.11,3.03,109.30,3.33,100.00,0.96,0.00,1.09,22.00,1.67,0.50,1.82,3.27,4.56,0.59,5.00,0.00,24.068
1788342156.016,145.000,19.9,10.51,21.17,11.55,18.71,3.97,76.17,4.37,69.99,0.94,0.00,1.07,40.00,1.67,0.72,1.84,6.53,4.54,1.75,5.00,0.00,24.027
1788342157.134,146.000,21.0,10.00,1.06,11.16,3.55,2.80,174.70,3.33,152.75,0.94,0.00,1.03,8.00,1.67,0.72,1.86,3.77,4.48,8.64,5.00,0.00,23.765
1788342158.239,147.000,22.1,10.01,0.84,11.13,3.13,1.96,97.36,2.22,86.60,0.94,0.00,1.05,4.00,1.67,1.40,1.85,5.66,4.50,8.10,5.00,0.00,23.195
1788342159.341,148.000,23.2,10.01,1.07,11.02,2.80,2.27,4.67,2.50,0.00,0.93,0.00,1.04,6.00,1.67,0.99,1.83,3.77,4.54,0.82,5.00,0.00,22.619
1788342160.446,149.000,24.3,10.01,1.00,11.02,2.80,2.27,0.68,2.50,0.00,0.95,0.00,1.03,4.00,1.67,0.55,1.83,3.77,4.53,2.79,5.00,0.00,21.503
1788342161.558,150.000,25.4,10.00,0.84,11.09,3.35,2.26,6.42,2.50,0.00,0.95,0.00,1.04,6.00,1.67,0.44,1.85,3.27,4.53,2.27,5.00,0.00,21.048
1788342162.691,151.000,26.5,9.99,0.93,11.25,4.81,2.23,8.74,2.50,0.00,0.95,0.00,1.07,18.00,1.67,1.04,1.88,6.80,4.44,4.41,5.00,0.00,20.545
1788342163.804,152.000,27.7,10.00,1.13,11.25,4.66,2.21,7.45,2.50,0.00,0.95,0.00,1.07,20.00,1.67,0.24,1.86,6.80,4.45,4.64,5.00,0.00,19.948
1788342164.912,153.000,28.8,9.99,0.95,11.11,3.13,2.25,5.11,2.50,0.00,0.95,0.00,1.05,6.00,1.67,0.57,1.86,7.54,4.50,1.60,5.00,0.00,19.348
1788342166.021,154.000,29.9,10.01,0.86,11.09,3.13,2.25,0.75,2.50,0.00,0.96,0.00,1.05,4.00,1.66,0.64,1.84,4.99,4.51,0.72,5.00,0.00,18.745
1788342167.139,155.000,31.0,10.00,0.68,11.16,3.75,2.25,7.82,2.50,0.00,0.94,0.00,1.05,4.00,1.66,0.63,1.85,4.99,4.49,1.55,5.00,0.00,18.101
1788342168.269,156.000,32.1,10.00,0.69,11.20,4.07,2.21,2.67,2.50,0.00,0.96,0.00,1.07,8.00,1.67,0.19,1.88,8.64,4.44,5.86,5.00,0.00,17.543
1788342169.388,157.000,33.2,10.00,0.79,11.25,3.80,2.22,6.35,2.50,0.00,0.96,0.00,1.08,2.00,1.67,0.70,1.88,9.43,4.48,1.86,5.00,0.00,16.984
1788342170.499,158.000,34.4,9.99,0.61,11.18,3.73,2.23,6.01,2.50,0.00,0.94,0.00,1.07,4.00,1.67,0.48,1.85,6.53,4.49,0.85,5.00,0.00,16.334
1788342171.615,159.000,35.5,9.99,0.62,11.16,3.11,2.24,4.15,2.50,0.00,0.96,0.00,1.06,2.00,1.67,0.85,1.85,6.53,4.49,0.71,5.00,0.00,15.676
1788342172.739,160.000,36.6,10.00,0.70,11.22,3.00,2.79,112.47,3.12,97.98,0.96,0.00,1.06,0.00,1.66,0.67,1.86,3.77,4.47,1.04,5.00,0.00,14.976
1788342173.872,161.000,37.7,10.00,0.89,11.25,4.34,2.76,116.75,3.13,97.98,0.96,0.00,1.08,16.00,1.67,0.97,1.88,6.80,4.43,18.45,5.00,0.00,14.326
1788342175.003,162.000,38.9,10.01,0.93,11.34,4.09,2.25,14.53,2.50,0.00,0.97,0.00,1.08,12.00,1.67,0.54,1.89,8.22,4.53,10.21,5.00,0.00,13.621
1788342176.122,163.000,40.0,10.00,0.65,11.29,3.47,2.21,9.46,2.50,0.00,0.96,0.00,1.08,12.00,1.67,0.30,1.88,8.64,4.45,2.13,5.00,0.00,12.971
1788342177.246,164.000,41.1,10.00,0.71,11.22,3.45,2.25,4.69,2.50,0.00,0.97,0.00,1.08,4.00,1.67,0.67,1.87,3.27,4.46,1.38,5.00,0.00,11.763
1788342178.379,165.000,42.2,9.99,0.69,11.25,3.99,2.23,13.03,2.50,0.00,0.97,0.00,1.09,6.00,1.67,1.02,1.88,4.99,4.43,2.16,5.00,0.00,11.208
1788342179.520,166.000,43.4,10.00,0.80,11.41,4.66,2.22,15.05,2.50,0.00,0.97,0.00,1.10,6.00,1.67,0.87,1.90,6.80,4.40,18.44,5.00,0.00,10.655
1788342180.649,167.000,44.5,10.00,0.80,11.34,5.18,2.18,13.62,2.50,0.00,0.97,0.00,1.11,2.00,1.67,0.63,1.88,3.27,4.50,10.56,5.00,0.00,10.007
1788342181.772,168.000,45.6,10.00,0.74,11.22,3.85,2.22,4.94,2.50,0.00,0.97,0.00,1.10,8.00,1.67,0.72,1.87,4.99,4.45,0.83,5.00,0.00,9.399
1788342182.903,169.000,46.8,10.00,0.84,11.29,3.03,2.25,6.41,2.50,0.00,0.97,0.00,1.08,4.00,1.67,0.75,1.88,6.80,4.43,1.75,5.00,0.00,8.718
1788342184.040,170.000,47.9,9.99,0.83,11.39,3.90,2.20,7.37,2.50,0.00,0.97,0.00,1.08,6.00,1.67,0.32,1.89,3.27,4.40,1.57,5.00,0.00,8.105
1788342185.181,171.000,49.0,10.00,0.85,11.39,4.90,2.20,27.32,2.50,0.00,0.98,0.00,1.12,20.00,1.67,0.37,1.91,3.27,4.38,9.42,5.00,0.00,7.505
1788342186.313,172.000,50.2,10.00,1.06,11.39,3.71,2.22,17.79,2.50,0.00,0.96,0.00,1.11,24.00,1.67,1.25,1.89,5.66,4.45,4.62,5.00,0.00,6.905
1788342187.441,173.000,51.3,10.01,1.23,11.32,2.67,2.23,4.54,2.50,0.00,0.96,0.00,1.09,4.00,1.67,0.98,1.88,3.27,4.43,0.82,5.00,0.00,6.355
1788342188.580,174.000,52.4,10.00,1.38,11.32,3.80,2.21,8.41,2.50,0.00,0.96,0.00,1.10,4.00,1.67,0.30,1.89,4.99,4.40,1.33,5.00,0.00,5.273
1788342189.722,175.000,53.6,10.00,1.41,11.46,3.93,2.20,8.93,2.50,0.00,0.96,0.00,1.09,2.00,1.67,0.56,1.90,3.77,4.39,1.69,5.00,0.00,4.673
1788342190.872,176.000,54.7,10.00,0.80,11.41,4.16,2.17,4.38,2.50,0.00,0.96,0.00,1.10,6.00,1.67,0.88,1.90,9.43,4.36,4.73,5.00,0.00,4.126
1788342192.011,177.000,55.9,10.00,0.88,11.43,4.72,2.18,5.82,2.50,0.00,0.97,0.00,1.11,2.00,1.67,0.18,1.90,7.54,4.40,2.11,5.00,0.00,3.611
1788342193.156,178.000,57.0,9.99,0.86,11.39,4.74,2.77,113.33,3.12,97.98,0.97,0.00,1.10,2.00,1.67,0.18,1.90,7.54,4.39,2.41,5.00,0.00,2.923
1788342194.299,179.000,58.2,9.99,1.09,11.41,4.50,3.29,111.43,3.75,94.28,0.98,0.00,1.11,10.00,1.66,1.09,1.90,4.99,4.36,2.49,5.00,0.00,2.230
1788342195.449,180.000,59.3,10.01,0.98,11.51,3.85,2.17,6.38,2.78,80.00,0.97,0.00,1.12,6.00,1.67,0.62,1.90,1.89,4.35,3.86,5.00,0.00,1.542
1788342196.607,181.000,60.5,10.00,1.20,11.55,4.95,2.15,3.28,2.50,0.00,0.97,0.00,1.13,12.00,1.67,0.42,1.94,9.80,4.33,5.85,5.00,0.00,0.816
1788342197.748,182.000,61.6,10.00,0.82,11.53,4.88,1.85,105.23,2.22,86.60,0.98,0.00,1.13,10.00,1.67,0.36,1.92,11.31,4.38,1.88,5.00,0.00,0.404
1788342198.899,183.000,62.8,10.02,0.90,11.48,5.11,1.25,108.36,1.67,163.30,0.97,0.00,1.12,4.00,1.67,0.34,1.91,5.66,4.37,2.38,5.00,0.00,0.171
1788342200.045,184.000,63.9,10.00,1.04,11.58,4.29,4.36,1.15,1.67,565.69,0.97,0.00,1.11,0.00,1.67,0.24,1.92,7.54,4.35,1.57,5.00,0.00,0.100
1788342201.194,185.000,65.0,10.01,0.99,11.46,4.11,4.36,3.00,5.00,0.00,0.97,0.00,1.11,0.00,1.67,0.41,1.89,3.27,4.36,0.72,5.00,0.00,0.050
1788342202.354,186.000,66.2,10.52,21.20,12.05,18.19,3.79,79.33,4.44,66.14,1.69,428.51,1.60,371.60,1.50,94.46,1.73,72.61,4.32,5.45,5.00,0.00,27.643
1788342203.512,187.000,67.4,10.54,21.17,12.15,18.14,3.26,108.00,3.89,90.35,1.62,452.71,1.58,377.63,1.50,94.42,1.75,76.38,4.34,2.74,5.00,0.00,27.576
1788342204.661,188.000,68.5,10.00,0.91,11.57,4.68,3.79,81.88,4.37,69.99,0.94,0.00,1.55,386.57,1.66,4.61,1.92,7.54,4.33,2.16,5.00,0.00,27.294
1788342205.811,189.000,69.7,10.00,0.70,11.46,4.61,2.71,114.99,3.33,100.00,0.91,0.00,1.08,8.00,1.67,7.90,1.91,6.80,4.35,0.93,5.00,0.00,26.693
1788342206.971,190.000,70.8,10.00,0.44,11.55,4.51,2.16,5.46,2.50,0.00,0.96,0.00,1.06,10.00,1.67,0.20,1.92,3.27,4.33,1.48,5.00,0.00,26.077
1788342208.137,191.000,72.0,10.00,0.49,11.66,4.98,2.14,8.86,2.50,0.00,0.95,0.00,1.08,28.00,1.67,4.55,1.94,5.66,4.29,4.02,5.00,0.00,25.633
1788342209.305,192.000,73.2,10.00,0.50,11.71,5.73,2.16,3.47,2.50,0.00,0.94,0.00,1.11,4.00,1.67,2.54,1.94,3.27,4.30,2.90,5.00,0.00,25.173
1788342210.460,193.000,74.3,10.00,0.74,11.64,4.84,2.16,4.16,2.50,0.00,0.94,0.00,1.11,2.00,1.67,0.64,1.94,5.66,4.31,2.56,5.00,0.00,24.791
1788342211.617,194.000,75.5,10.00,0.65,11.57,4.53,2.17,3.46,2.50,0.00,0.96,0.00,1.09,6.00,1.67,0.41,1.92,3.77,4.33,0.77,5.00,0.00,23.634
1788342212.797,195.000,76.6,10.00,0.54,11.71,4.95,2.14,6.17,2.50,0.00,0.93,0.00,1.11,4.00,1.67,1.17,1.94,8.64,4.29,2.53,5.00,0.00,23.034
1788342213.966,196.000,77.8,10.00,0.54,11.69,4.97,2.12,6.15,2.50,0.00,0.93,0.00,1.09,14.00,1.43,100.02,1.76,83.03,4.25,4.59,5.00,0.00,22.484
1788342215.139,197.000,79.0,10.00,0.55,11.73,4.63,2.14,6.98,2.50,0.00,0.95,0.00,1.09,12.00,1.50,94.45,1.76,83.03,4.26,3.55,5.00,0.00,21.958
1788342216.301,198.000,80.2,10.00,0.69,11.71,5.09,2.15,7.77,2.50,0.00,0.95,0.00,1.10,4.00,1.66,1.31,1.96,6.80,4.29,1.85,5.00,0.00,21.431
1788342217.460,199.000,81.3,10.00,0.63,11.62,4.84,2.16,4.53,2.50,0.00,0.95,0.00,1.10,4.00,1.67,0.19,1.92,0.00,4.31,1.11,5.00,0.00,20.814
1788342218.640,200.000,82.5,10.00,1.12,11.71,5.09,2.12,7.71,2.50,0.00,0.95,0.00,1.11,4.00,1.67,0.17,1.93,3.77,4.26,3.66,5.00,0.00,20.222
1788342219.820,201.000,83.7,10.00,1.76,11.86,5.77,2.11,9.20,2.50,0.00,0.95,0.00,1.12,4.00,1.50,94.31,1.78,77.38,4.22,3.95,5.00,0.00,19.595
1788342220.987,202.000,84.8,10.00,1.58,11.76,6.04,2.12,7.53,2.50,0.00,0.96,0.00,1.12,8.00,1.67,0.33,1.96,4.99,4.25,3.35,5.00,0.00,18.977
1788342222.160,203.000,86.0,10.00,0.88,11.66,6.44,2.13,7.19,2.50,0.00,0.96,0.00,1.13,6.00,1.66,0.96,1.95,5.66,4.28,0.75,5.00,0.00,17.740
1788342223.329,204.000,87.2,9.98,0.64,11.71,5.61,2.12,4.44,2.50,0.00,0.96,0.00,1.13,12.00,1.66,1.83,1.94,5.66,4.27,1.89,5.00,0.00,17.242
1788342224.525,205.000,88.4,9.98,0.55,11.83,5.69,2.11,6.13,2.50,0.00,0.96,0.00,1.13,14.00,1.67,1.71,1.95,5.66,4.22,20.48,5.00,0.00,16.754
1788342225.705,206.000,89.6,10.00,0.67,11.86,6.87,2.11,6.86,2.50,0.00,0.97,0.00,1.13,10.00,1.50,94.22,1.79,71.65,4.20,20.39,5.00,0.00,16.293
1788342226.875,207.000,90.7,9.99,1.14,11.69,5.87,2.14,3.01,2.50,0.00,0.98,0.00,1.14,12.00,1.67,0.30,1.95,3.27,4.26,2.26,5.00,0.00,15.902
1788342228.048,208.000,91.9,10.00,0.95,11.64,5.52,2.14,3.61,2.50,0.00,0.95,0.00,1.14,8.00,1.67,0.06,1.95,1.89,4.27,1.31,5.00,0.00,15.461
1788342229.220,209.000,93.1,10.00,0.50,11.76,5.17,2.13,2.95,2.50,0.00,0.96,0.00,1.13,4.00,1.67,0.09,1.96,3.77,4.27,1.26,5.00,0.00,14.955
1788342230.435,210.000,94.3,10.02,0.83,12.05,7.84,2.08,14.80,2.50,0.00,0.95,0.00,1.12,0.00,1.50,94.60,1.80,73.54,4.17,12.13,5.00,0.00,14.398
1788342231.617,211.000,95.5,10.01,0.86,12.02,8.00,2.41,108.57,2.78,80.00,0.98,0.00,1.16,12.00,1.67,0.15,1.79,71.73,4.23,2.43,5.00,0.00,13.137
1788342232.796,212.000,96.6,10.00,0.56,11.86,4.71,2.11,8.09,2.78,80.00,0.95,0.00,1.15,20.00,1.67,0.26,1.96,1.89,4.25,1.01,5.00,0.00,12.383
1788342233.978,213.000,97.8,10.00,0.74,11.76,5.68,2.10,10.04,2.50,0.00,0.96,0.00,1.13,0.00,1.43,100.60,1.77,82.04,4.23,1.88,5.00,0.00,11.697
1788342235.177,214.000,99.0,10.01,0.75,11.88,5.72,2.10,10.20,2.50,0.00,0.96,0.00,1.13,0.00,1.67,0.38,1.77,81.15,4.21,3.88,5.00,0.00,10.990
1788342236.370,215.000,100.2,10.00,0.69,11.90,6.01,2.10,29.26,2.50,0.00,0.96,0.00,1.14,12.00,1.50,94.46,1.80,63.19,4.17,18.14,5.00,0.00,10.495
1788342237.550,216.000,101.4,9.99,0.82,11.76,5.92,2.17,14.50,2.50,0.00,0.96,0.00,1.15,6.00,1.67,0.31,1.97,0.00,4.23,0.85,5.00,0.00,10.030
1788342238.735,217.000,102.6,10.00,1.93,11.90,5.14,2.13,6.32,2.50,0.00,0.96,0.00,1.14,4.00,1.67,0.60,1.97,0.00,4.23,1.16,5.00,0.00,9.661
1788342239.922,218.000,103.8,10.00,0.60,11.93,4.79,2.11,5.46,2.50,0.00,0.96,0.00,1.14,6.00,1.67,1.93,1.97,0.00,4.22,1.13,5.00,0.00,8.586
1788342241.138,219.000,105.0,10.00,0.46,12.02,6.43,2.07,7.71,2.50,0.00,0.96,0.00,1.15,18.00,1.43,102.02,1.79,71.65,4.15,4.46,5.00,0.00,8.056
1788342242.330,220.000,106.2,10.00,0.69,12.05,6.86,2.07,7.97,2.50,0.00,0.96,0.00,1.17,8.00,1.25,1.50,1.51,14.97,4.15,4.34,5.00,0.00,7.486
1788342243.529,221.000,107.4,10.01,0.65,12.05,4.60,2.08,4.30,2.50,0.00,0.97,0.00,1.15,8.00,1.43,100.05,1.62,79.80,4.18,1.37,5.00,0.00,6.936
1788342244.722,222.000,108.6,10.00,0.46,12.00,4.96,2.10,4.38,2.50,0.00,0.97,0.00,1.15,12.00,1.25,0.19,1.64,74.50,4.18,1.29,5.00,0.00,6.386
1788342245.926,223.000,109.8,10.00,0.55,12.03,5.77,2.08,5.30,2.50,0.00,0.97,0.00,1.17,2.00,1.43,100.06,1.63,78.41,4.17,2.05,5.00,0.00,5.828
1788342247.153,224.000,111.0,10.00,0.45,12.10,7.36,2.05,10.04,2.50,0.00,0.98,0.00,1.17,32.00,1.25,1.28,1.64,75.35,4.10,5.84,5.00,0.00,4.636
1788342248.357,225.000,112.2,9.99,0.73,12.12,7.56,2.06,12.59,2.50,0.00,0.97,0.00,1.19,22.00,1.25,0.08,1.53,4.99,4.11,6.01,5.00,0.00,4.014
1788342249.558,226.000,113.4,10.00,0.76,12.02,7.21,2.08,10.10,2.50,0.00,0.97,0.00,1.17,8.00,1.25,0.01,1.52,1.89,4.16,1.63,5.00,0.00,3.529
1788342250.764,227.000,114.6,9.99,0.71,12.05,7.33,2.08,5.77,2.50,0.00,0.97,0.00,1.16,12.00,1.25,0.44,1.49,8.00,4.16,1.81,5.00,0.00,2.923
1788342251.984,228.000,115.8,9.99,0.81,12.15,6.62,2.06,1.59,2.50,0.00,0.97,0.00,1.17,14.00,1.24,4.91,1.51,9.98,4.12,3.08,5.00,0.00,2.249
1788342253.205,229.000,117.1,10.00,0.93,12.24,6.92,2.04,5.62,2.50,0.00,0.97,0.00,1.19,6.00,1.25,6.93,1.53,13.60,4.09,5.66,5.00,0.00,1.635
1788342254.412,230.000,118.3,10.00,0.65,12.20,6.73,2.05,8.39,2.50,0.00,0.98,0.00,1.18,10.00,1.25,0.93,1.52,13.20,4.14,2.39,5.00,0.00,0.333
1788342255.616,231.000,119.5,10.00,1.48,12.07,6.05,1.55,220.88,1.87,188.56,0.97,0.00,1.17,6.00,1.25,1.50,1.51,6.80,4.16,0.49,5.00,0.00,0.050
1788342256.837,232.000,120.7,10.01,1.47,12.15,7.20,4.15,4.14,3.33,223.61,0.97,0.00,1.18,2.00,1.25,0.31,1.52,9.98,4.12,3.51,5.00,0.00,0.050
1788342258.078,233.000,121.9,10.00,1.03,12.24,9.01,4.07,7.31,5.00,0.00,0.97,0.00,1.18,8.00,1.25,0.04,1.52,9.80,4.06,6.51,5.00,0.00,0.150
1788342259.296,234.000,123.1,10.00,0.99,12.37,7.83,4.07,6.53,5.00,0.00,0.97,0.00,1.20,0.00,1.25,0.15,1.53,12.36,4.06,5.67,5.00,0.00,0.121
1788342260.508,235.000,124.4,10.01,0.39,12.20,7.12,4.06,6.87,5.00,0.00,0.97,0.00,1.18,6.00,1.25,1.03,1.54,11.47,4.11,2.24,5.00,0.00,0.000
1788342261.739,236.000,125.6,10.60,21.30,12.76,18.00,4.05,0.00,1.11,700.00,1.54,378.38,1.59,306.45,1.25,1.53,1.53,6.53,4.08,2.75,5.00,0.00,15.270
1788342262.964,237.000,126.8,10.00,1.29,12.86,17.64,2.45,114.73,3.00,94.28,0.96,0.00,1.56,313.96,1.25,0.46,1.53,6.80,4.07,3.54,5.00,0.00,14.447
1788342264.204,238.000,128.1,10.00,0.82,12.40,6.90,2.02,9.10,2.50,0.00,0.96,0.00,1.17,8.00,1.25,1.31,1.53,3.27,4.05,5.25,5.00,0.00,13.877
1788342265.429,239.000,129.3,9.98,1.31,12.24,7.82,2.02,8.45,2.50,0.00,0.95,0.00,1.18,0.00,1.25,0.58,1.55,4.99,4.06,4.97,5.00,0.00,13.352
1788342266.663,240.000,130.5,9.98,1.93,12.24,7.91,2.03,7.23,2.50,0.00,0.95,0.00,1.17,10.00,1.25,0.38,1.54,8.22,4.07,2.31,5.00,0.00,12.782
1788342267.885,241.000,131.7,10.00,1.95,12.37,7.57,2.02,5.66,2.50,0.00,0.95,0.00,1.17,8.00,1.25,2.02,1.53,4.99,4.06,1.97,5.00,0.00,12.245
1788342269.140,242.000,133.0,10.00,0.32,12.35,7.33,1.98,29.23,2.50,0.00,0.95,0.00,1.19,12.00,1.25,0.06,1.54,1.89,3.99,12.67,5.00,0.00,11.052
1788342270.371,243.000,134.2,10.00,0.98,12.37,6.53,2.02,30.24,2.50,0.00,0.95,0.00,1.18,18.00,1.25,0.07,1.55,15.43,4.01,13.41,5.00,0.00,10.445
1788342271.597,244.000,135.4,10.00,2.35,12.35,6.86,2.02,13.26,2.50,0.00,0.96,0.00,1.17,8.00,1.25,0.17,1.55,14.97,4.07,2.35,5.00,0.00,9.788
1788342272.842,245.000,136.7,10.00,2.32,12.30,8.46,2.03,11.25,2.50,0.00,0.95,0.00,1.18,0.00,1.25,0.04,1.56,7.54,4.04,3.39,5.00,0.00,9.201
1788342274.066,246.000,137.9,10.00,1.01,12.30,7.63,2.05,11.49,2.50,0.00,0.95,0.00,1.18,4.00,1.25,0.07,1.54,14.73,4.06,2.04,5.00,0.00,8.536
1788342275.315,247.000,139.2,10.00,1.11,12.45,7.48,2.03,15.72,2.50,0.00,0.95,0.00,1.17,12.00,1.25,0.26,1.54,14.73,4.03,4.11,5.00,0.00,7.807
1788342276.544,248.000,140.4,10.00,1.34,12.35,8.02,2.04,8.22,2.50,0.00,0.97,0.00,1.19,14.00,1.25,0.17,1.56,8.22,4.04,3.62,5.00,0.00,6.823
1788342277.787,249.000,141.6,10.00,1.26,12.42,7.77,2.30,107.10,2.78,80.00,0.96,0.00,1.19,16.00,1.25,0.06,1.55,7.54,4.04,2.84,5.00,0.00,6.302
1788342279.017,250.000,142.9,10.00,0.96,12.45,7.48,2.32,104.30,2.78,80.00,0.96,0.00,1.20,10.00,1.25,0.03,1.54,6.80,4.05,2.02,5.00,0.00,5.772
1788342280.275,251.000,144.1,10.00,1.29,12.42,8.35,2.00,15.07,2.50,0.00,0.97,0.00,1.18,4.00,1.25,0.14,1.55,4.99,4.01,5.88,5.00,0.00,5.151
1788342281.519,252.000,145.4,9.98,1.57,12.61,8.46,1.98,15.88,2.50,0.00,0.97,0.00,1.21,24.00,1.25,0.04,1.55,3.27,3.98,5.73,5.00,0.00,4.440
1788342282.771,253.000,146.6,10.01,1.70,12.45,9.09,1.99,6.83,2.50,0.00,0.97,0.00,1.22,4.00,1.25,0.13,1.56,8.64,4.00,3.04,5.00,0.00,3.327
1788342284.014,254.000,147.9,9.98,1.60,12.58,8.03,2.00,1.99,2.50,0.00,0.97,0.00,1.20,14.00,1.24,0.88,1.55,3.77,4.00,1.93,5.00,0.00,2.701
1788342285.254,255.000,149.1,9.98,0.79,12.35,7.14,2.01,9.61,2.50,0.00,0.98,0.00,1.20,14.00,1.25,0.85,1.55,4.99,4.03,1.36,5.00,0.00,2.015
1788342286.525,256.000,150.4,10.01,1.31,12.53,9.08,1.98,11.69,2.50,0.00,0.97,0.00,1.22,6.00,1.25,0.42,1.57,9.43,3.96,10.58,5.00,0.00,1.330
1788342287.791,257.000,151.6,10.00,1.77,12.73,10.11,1.97,9.02,2.50,0.00,0.98,0.00,1.23,6.00,1.25,0.05,1.58,1.89,3.98,4.73,5.00,0.00,0.362
1788342289.039,258.000,152.9,10.02,1.42,12.60,8.52,1.32,8.76,1.87,94.28,0.97,0.00,1.23,12.00,1.25,0.41,1.57,9.80,3.98,3.03,5.00,0.00,0.200
1788342290.285,259.000,154.1,10.02,1.68,12.47,6.97,1.35,0.81,1.67,0.00,0.97,0.00,1.21,2.00,1.25,0.43,1.58,10.50,4.01,1.55,5.00,0.00,0.241
1788342291.546,260.000,155.4,10.01,1.46,12.55,7.41,2.00,171.24,2.50,141.42,0.97,0.00,1.22,4.00,1.25,1.64,1.56,11.47,3.99,2.23,5.00,0.00,0.262
1788342292.818,261.000,156.7,10.00,1.65,12.68,9.09,2.82,115.81,3.33,100.00,0.97,0.00,1.23,4.00,1.25,1.91,1.59,17.99,3.93,6.28,5.00,0.00,0.191
1788342294.076,262.000,157.9,9.98,1.91,12.68,8.80,2.63,130.32,3.33,100.00,0.97,0.00,1.22,4.00,1.25,1.11,1.59,17.99,3.96,3.73,5.00,0.00,0.071
1788342295.324,263.000,159.2,10.51,21.21,13.05,16.92,3.01,117.65,3.75,94.28,1.00,0.00,1.28,42.00,1.25,0.41,1.56,11.78,4.00,1.89,5.00,0.00,24.448
1788342296.576,264.000,160.4,10.51,21.21,13.03,17.15,2.00,3.69,2.78,80.00,0.95,0.00,1.24,66.00,1.25,1.17,1.57,11.47,3.99,1.51,5.00,0.00,24.209
1788342297.861,265.000,161.7,10.01,1.04,12.73,8.83,1.96,11.38,2.50,0.00,0.96,0.00,1.18,24.00,1.25,1.25,1.59,7.54,3.93,5.14,5.00,0.00,23.797
1788342299.130,266.000,163.0,10.00,1.15,12.70,8.96,1.96,4.29,2.50,0.00,0.95,0.00,1.22,18.00,1.25,0.11,1.59,6.80,3.91,4.43,5.00,0.00,22.586
1788342300.391,267.000,164.2,10.01,1.11,12.70,8.37,1.98,3.51,2.50,0.00,0.95,0.00,1.19,0.00,1.25,0.46,1.58,9.80,3.96,2.04,5.00,0.00,22.021
1788342301.650,268.000,165.5,10.00,0.84,12.63,8.98,1.98,10.16,2.50,0.00,0.93,0.00,1.20,4.00,1.25,0.02,1.58,13.20,3.97,1.56,5.00,0.00,21.505
1788342302.943,269.000,166.8,10.00,0.85,12.70,8.45,1.96,10.10,2.50,0.00,0.94,0.00,1.18,12.00,1.25,0.45,1.58,12.36,3.94,1.74,5.00,0.00,20.939
1788342304.230,270.000,168.1,10.00,0.88,12.86,7.68,1.65,117.69,2.22,86.60,0.96,0.00,1.20,24.00,1.25,1.46,1.60,13.60,3.87,8.57,5.00,0.00,20.536
1788342305.493,271.000,169.3,9.99,0.92,12.83,7.85,1.96,7.46,2.22,86.60,0.95,0.00,1.23,0.00,1.25,2.19,1.62,11.31,3.93,4.46,5.00,0.00,19.727
1788342306.752,272.000,170.6,10.00,0.91,12.63,8.00,1.99,3.28,2.50,0.00,0.97,0.00,1.21,12.00,1.25,0.17,1.59,15.43,3.97,0.89,5.00,0.00,19.232
