timestamp,name,cpu_perc,mem_usage,net_io,block_io,pids
1788342133.850370679,panther_controller,27.05%,80.96MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342134.888233337,panther_controller,28.45%,81.53MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342136.895602972,panther_controller,23.20%,81.61MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342138.903093175,panther_controller,26.72%,82.12MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342140.908422823,panther_controller,25.65%,82.32MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342142.914740484,panther_controller,25.49%,82.28MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342144.920723852,panther_controller,28.40%,82.57MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342146.925831836,panther_controller,27.46%,82.72MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342148.931666512,panther_controller,26.12%,82.63MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342150.937763900,panther_controller,26.01%,83.05MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342152.944412611,panther_controller,23.42%,82.96MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342154.950876004,panther_controller,26.76%,83.16MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342156.956274934,panther_controller,25.78%,82.92MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342158.961368346,panther_controller,24.52%,83.05MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342160.968086079,panther_controller,26.04%,83.1MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342162.973545007,panther_controller,23.71%,83.07MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1788342164.979665957,panther_controller,25.75%,83.45MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342166.985875506,panther_controller,26.99%,83.66MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342168.991369999,panther_controller,24.83%,83.71MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342170.997491737,panther_controller,26.14%,83.93MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342173.003126161,panther_controller,25.51%,84.09MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342175.009052644,panther_controller,24.92%,84.23MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342177.014840907,panther_controller,26.63%,84.45MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342179.019583773,panther_controller,24.95%,84.27MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342181.025746461,panther_controller,24.67%,84.57MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342183.032097955,panther_controller,26.02%,84.9MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342185.037495810,panther_controller,23.01%,85.09MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342187.043713899,panther_controller,24.93%,85.26MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342189.050325606,panther_controller,24.36%,85.39MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342191.057016832,panther_controller,23.33%,85.59MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342193.062357560,panther_controller,27.66%,85.59MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342195.068715051,panther_controller,26.57%,85.14MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342197.074518059,panther_controller,25.65%,85.27MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342199.079647678,panther_controller,24.61%,85.3MiB / 31.05GiB,0B / 0B,0B / 987kB,55
1788342201.086036855,panther_controller,24.26%,85.48MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342203.090826100,panther_controller,26.60%,85.29MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342205.097191752,panther_controller,25.69%,85.27MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342207.103518458,panther_controller,26.36%,85.26MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342209.108423554,panther_controller,25.76%,85.42MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342211.113684311,panther_controller,25.23%,85.63MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342213.119623273,panther_controller,25.92%,85.55MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342215.125782326,panther_controller,26.29%,85.7MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342217.131702551,panther_controller,26.03%,85.64MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342219.138440418,panther_controller,26.53%,85.54MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342221.143831357,panther_controller,27.44%,85.64MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342223.148955871,panther_controller,31.01%,85.84MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342225.154413666,panther_controller,31.14%,86.07MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342227.160343532,panther_controller,29.85%,86.08MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342229.166668421,panther_controller,26.70%,86.22MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342231.172089260,panther_controller,25.92%,86.04MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342233.177815533,panther_controller,25.58%,86.05MiB / 31.05GiB,0B / 0B,0B / 991kB,55
1788342235.181937153,panther_controller,26.17%,86.22MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342237.190087419,panther_controller,24.59%,86MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342239.195808920,panther_controller,25.68%,86.43MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342241.201735905,panther_controller,24.41%,86.41MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342243.207942478,panther_controller,24.73%,86.33MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342245.213718601,panther_controller,22.67%,86.47MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342247.219331074,panther_controller,22.63%,86.62MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342249.226258541,panther_controller,22.91%,86.75MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342251.232513189,panther_controller,26.19%,86.62MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342253.238620295,panther_controller,25.86%,86.72MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342255.244432315,panther_controller,25.04%,86.59MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342257.250575868,panther_controller,27.19%,86.7MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342259.256771000,panther_controller,26.04%,86.65MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342261.261761316,panther_controller,24.59%,87MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342263.266597968,panther_controller,25.87%,87.18MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342265.272587054,panther_controller,23.74%,87.32MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342267.279848880,panther_controller,22.27%,87MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342269.285348844,panther_controller,22.15%,87.16MiB / 31.05GiB,0B / 0B,0B / 999kB,55
1788342271.290455678,panther_controller,21.38%,87.25MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342273.296357061,panther_controller,23.47%,87.47MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342275.301733414,panther_controller,22.72%,87.33MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342277.307146314,panther_controller,20.46%,87.5MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342279.312677118,panther_controller,22.80%,87.16MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342281.317864029,panther_controller,23.97%,87.29MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342283.323350085,panther_controller,28.57%,87.48MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342285.329562869,panther_controller,28.25%,87.55MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342287.335558286,panther_controller,25.28%,87.74MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342289.342057577,panther_controller,26.12%,87.52MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342291.347645249,panther_controller,27.04%,87.73MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342293.353877458,panther_controller,24.50%,87.52MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342295.360310973,panther_controller,25.23%,87.66MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342297.365762285,panther_controller,24.95%,87.73MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342299.370713399,panther_controller,24.55%,87.84MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342301.376865271,panther_controller,23.74%,87.79MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342303.381788758,panther_controller,20.00%,87.75MiB / 31.05GiB,0B / 0B,0B / 1.01MB,55
1788342305.387628819,panther_controller,21.93%,87.95MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342307.393414057,panther_controller,23.38%,88.14MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342309.399659418,panther_controller,19.54%,88.05MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342311.405545206,panther_controller,21.21%,87.96MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342313.410780145,panther_controller,21.83%,88.31MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342315.416046938,panther_controller,21.17%,88.26MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342317.421391003,panther_controller,21.38%,88.15MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342319.428225834,panther_controller,20.74%,88.32MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342321.433789305,panther_controller,21.73%,88.49MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342323.440081661,panther_controller,22.66%,88.79MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342325.445828192,panther_controller,19.42%,88.74MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342327.452628586,panther_controller,21.88%,88.93MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342329.458720090,panther_controller,20.93%,88.85MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342331.465774658,panther_controller,21.31%,88.8MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
1788342333.471239734,panther_controller,22.12%,88.97MiB / 31.05GiB,0B / 0B,0B / 1.02MB,55
