wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m,panther3/cmd_vel_nav_hz,panther3/cmd_vel_nav_jitter_ms,panther3/cmd_vel_nav_sim_hz,panther3/cmd_vel_nav_sim_jitter_ms,panther3/amcl_pose_hz,panther3/amcl_pose_jitter_ms,panther3/amcl_pose_sim_hz,panther3/amcl_pose_sim_jitter_ms,panther3/plan_hz,panther3/plan_jitter_ms,panther3/plan_sim_hz,panther3/plan_sim_jitter_ms,panther3/local_costmap_hz,panther3/local_costmap_jitter_ms,panther3/local_costmap_sim_hz,panther3/local_costmap_sim_jitter_ms,panther3/velodyne_filtered_hz,panther3/velodyne_filtered_jitter_ms,panther3/velodyne_filtered_sim_hz,panther3/velodyne_filtered_sim_jitter_ms,panther3/path_length_m
1788355504.316,209.000,77.2,10.00,4.98,19.35,7.59,0.50,0.00,0.71,0.00,0.97,0.00,1.89,18.18,0.98,0.00,1.79,29.03,5.71,190.53,10.56,99.86,0.150,9.99,5.69,19.15,10.89,1.31,12.10,2.50,0.00,0.97,0.00,1.89,6.53,1.00,0.00,1.81,33.99,5.44,184.05,10.56,99.86,7.206,9.99,1.16,19.31,11.39,1.26,14.96,2.50,0.00,0.97,0.00,1.88,21.25,1.00,0.00,1.94,9.80,5.65,189.85,10.56,99.86,2.758
1788355506.255,210.000,79.2,10.01,0.98,19.15,11.71,0.87,0.00,1.25,200.00,0.97,0.00,1.88,1.89,1.01,11.51,1.93,11.47,5.70,191.11,10.56,99.86,0.150,10.00,3.14,19.35,9.86,1.29,8.50,2.50,0.00,0.97,0.00,1.87,6.53,1.00,0.00,1.93,11.47,5.71,176.38,10.56,99.86,6.456,10.00,3.98,19.31,10.30,1.34,32.82,2.50,0.00,0.98,0.00,1.87,9.98,1.00,0.00,1.92,13.60,5.72,187.92,10.56,99.86,1.874
1788355508.197,211.000,81.1,9.99,0.95,19.39,11.04,2.82,0.00,1.67,326.60,0.98,0.00,1.91,14.24,0.83,0.00,1.84,43.49,5.66,192.83,10.56,99.86,0.071,10.00,0.94,19.47,9.47,1.25,52.56,2.50,0.00,0.98,0.00,1.91,14.24,0.83,0.00,1.85,42.71,5.66,192.46,10.56,99.86,5.728,9.97,1.59,19.27,11.14,1.30,6.16,2.50,0.00,0.97,0.00,1.91,6.53,1.00,0.00,1.91,12.36,5.66,192.88,10.56,99.86,1.000
1788355510.123,212.000,83.0,10.01,1.88,19.39,11.16,2.60,18.23,5.00,0.00,0.98,0.00,1.91,13.20,1.00,1.47,1.81,37.67,5.70,190.03,10.56,99.86,0.050,10.00,1.32,19.15,10.05,1.30,7.60,2.50,0.00,0.97,0.00,1.89,18.18,1.00,1.02,1.82,35.98,5.70,190.44,10.56,99.86,4.977,10.00,8.29,19.27,10.28,1.27,10.03,2.50,0.00,0.98,0.00,1.90,10.50,1.00,26.54,1.95,8.22,5.70,190.09,10.56,99.86,0.412
1788355512.037,213.000,84.9,10.52,21.86,19.66,13.74,2.61,20.16,5.00,0.00,0.97,0.00,1.88,3.27,1.00,0.38,1.94,4.99,5.68,191.85,10.56,99.86,0.050,10.01,5.82,19.15,9.75,1.28,8.30,2.50,0.00,0.97,0.00,1.88,11.47,1.00,0.00,1.93,1.89,5.68,191.59,10.56,99.86,4.480,10.02,2.63,19.27,11.18,1.04,182.36,2.22,86.60,0.97,0.00,1.88,9.98,1.00,0.19,1.94,8.64,5.68,191.47,10.56,99.86,0.250
1788355514.037,214.000,86.9,10.51,21.36,20.04,11.52,1.87,190.24,3.89,90.35,1.29,272.62,2.18,124.17,1.00,0.00,1.97,1.89,5.58,181.50,10.56,99.86,27.640,10.00,2.05,19.62,12.90,1.24,9.85,2.50,0.00,0.97,0.00,1.90,15.43,1.00,0.10,1.95,6.53,5.57,181.98,10.56,99.86,3.899,10.00,4.25,19.62,9.49,1.87,199.50,3.12,97.98,0.97,0.00,1.92,11.47,0.83,0.00,1.82,36.81,5.57,182.42,10.56,99.86,0.241
1788355516.007,215.000,88.9,10.03,8.47,20.37,11.21,2.02,164.99,3.89,90.35,0.95,0.00,2.17,125.61,1.00,0.00,1.96,7.54,5.56,195.55,10.56,99.86,27.294,10.00,3.23,19.70,12.09,1.28,14.38,2.50,0.00,0.97,0.00,1.93,7.54,0.83,0.00,1.86,43.49,5.55,195.92,10.56,99.86,3.200,10.00,3.55,19.86,9.95,2.53,27.25,4.44,66.14,0.97,0.00,1.93,10.50,1.00,2.32,1.84,39.73,5.55,195.45,10.56,99.86,0.150
1788355517.953,216.000,90.9,10.00,3.29,19.54,8.11,1.29,1.32,3.33,100.00,0.95,0.00,1.87,9.80,1.00,0.00,1.93,8.22,5.69,190.80,10.56,99.86,26.512,10.01,4.85,19.66,9.75,1.29,37.13,2.50,0.00,0.97,0.00,1.90,21.75,1.00,0.00,1.73,40.84,5.72,189.02,10.56,99.86,2.313,10.00,4.21,19.62,12.61,1.56,189.74,3.89,90.35,0.97,0.00,1.90,9.43,0.83,0.00,1.83,47.59,5.69,189.35,10.56,99.86,0.121
1788355519.935,217.000,92.8,9.99,3.63,19.66,11.02,1.26,3.88,2.50,0.00,0.94,0.00,1.86,12.36,1.00,0.00,1.83,30.35,5.64,196.35,10.56,99.86,25.744,10.00,3.73,19.54,10.84,1.24,4.58,2.50,0.00,0.97,0.00,1.90,26.40,0.83,0.00,1.83,38.69,5.64,196.34,10.56,99.86,1.455,10.69,21.92,20.24,13.79,1.25,14.19,2.78,80.00,1.33,268.29,2.21,125.09,0.83,0.00,1.75,47.59,5.02,197.71,10.56,99.86,24.448
1788355521.945,218.000,94.8,9.97,2.68,19.86,11.90,1.24,1.65,2.50,0.00,0.95,0.00,1.88,11.78,0.99,0.00,1.96,7.54,5.51,197.75,10.56,99.86,25.229,10.03,4.62,19.70,14.64,1.26,12.60,2.50,0.00,0.97,0.00,1.93,9.43,0.83,0.00,1.66,1.89,5.52,196.58,10.56,99.86,0.645,9.98,1.20,20.54,13.57,1.89,195.81,3.12,97.98,0.97,0.00,2.24,121.38,0.83,0.00,1.76,44.34,5.53,197.21,10.56,99.86,24.100
1788355523.901,219.000,96.8,10.01,6.50,19.82,8.53,1.27,25.16,2.50,0.00,0.93,0.00,1.88,13.20,1.01,0.00,1.98,0.00,5.61,193.79,10.56,99.86,24.641,10.02,2.24,19.70,13.50,1.28,27.75,2.50,0.00,0.97,0.00,1.89,11.31,1.00,0.00,1.84,39.73,5.60,193.38,10.56,99.86,0.071,10.01,1.06,19.82,9.35,1.27,12.42,3.13,97.98,0.96,0.00,1.88,11.31,1.00,7.08,1.84,40.84,5.58,193.41,10.56,99.86,23.323
1788355525.940,220.000,98.8,10.00,8.53,19.98,5.86,1.24,22.51,2.50,0.00,0.96,0.00,1.93,13.20,0.83,0.00,1.77,42.71,5.56,200.34,10.56,99.86,23.941,10.00,1.22,20.12,12.74,2.49,0.20,2.50,244.95,0.99,0.00,1.97,20.40,0.83,0.00,1.88,24.73,5.56,199.89,10.56,99.86,0.000,10.00,4.04,20.02,6.00,1.24,0.99,2.50,0.00,0.98,0.00,1.94,19.60,0.83,0.00,1.88,27.78,5.56,196.70,10.56,99.86,22.495
1788355527.938,221.000,100.8,10.00,8.29,20.16,9.16,1.23,5.83,2.50,0.00,0.94,0.00,1.90,15.43,0.83,0.00,1.80,32.17,5.58,199.46,10.56,99.86,23.252,10.00,2.55,20.12,14.67,2.48,20.73,5.00,0.00,0.97,0.00,2.00,9.80,0.83,0.00,1.70,15.08,5.57,198.46,10.56,99.86,0.050,10.00,1.99,20.16,9.24,1.25,15.49,2.50,0.00,0.94,0.00,1.98,9.98,0.82,0.00,1.69,13.20,5.26,191.79,10.56,99.86,21.788
1788355529.930,222.000,102.8,10.00,6.54,19.98,9.92,1.29,13.89,2.50,0.00,0.97,0.00,1.88,6.53,0.83,0.00,1.79,20.40,5.51,197.80,10.56,99.86,22.902,10.00,1.64,19.74,15.11,2.51,21.20,5.00,0.00,0.97,0.00,1.93,4.99,0.83,0.00,1.67,11.47,5.51,196.60,10.56,99.86,0.050,10.00,0.54,19.98,9.71,1.25,23.65,2.50,0.00,0.97,0.00,1.91,19.87,0.83,0.00,1.67,0.00,5.51,183.92,10.56,99.86,21.081
1788355531.961,223.000,104.9,10.01,1.51,20.08,11.49,1.21,25.13,2.50,0.00,0.95,0.00,1.94,8.64,0.84,0.00,1.77,23.63,5.45,204.40,10.56,99.86,22.387,10.23,26.50,20.28,15.73,1.65,194.12,3.89,90.35,1.37,303.71,2.33,151.33,1.00,0.00,1.78,40.84,5.45,203.79,10.56,99.86,15.185,10.00,1.30,20.08,11.49,1.24,9.18,2.50,0.00,0.96,0.00,1.96,8.22,1.00,0.00,1.78,41.99,5.45,203.78,10.56,99.86,20.416
1788355533.974,224.000,106.9,10.00,3.99,20.20,12.38,1.24,6.03,2.50,0.00,0.95,0.00,1.94,9.80,0.83,0.00,1.68,8.22,5.53,199.70,10.56,99.86,21.778,10.00,3.19,20.37,14.11,1.86,185.11,3.33,100.00,0.94,0.00,2.32,151.88,0.83,0.00,1.79,40.13,5.54,199.23,10.56,99.86,14.628,10.01,0.96,20.20,12.54,1.24,28.60,2.50,0.00,0.96,0.00,1.93,11.47,0.83,0.00,1.78,40.84,5.56,199.31,10.56,99.86,19.877
1788355536.009,225.000,108.9,10.01,7.36,20.24,11.51,1.24,29.86,2.50,0.00,0.95,0.00,1.93,11.47,0.83,0.00,1.77,43.37,5.52,197.95,10.56,99.86,21.180,10.01,2.85,20.12,11.20,1.24,29.10,2.78,80.00,0.95,0.00,1.92,14.97,0.83,0.00,1.78,30.35,5.51,197.38,10.56,99.86,13.970,10.00,0.98,20.24,11.51,1.25,31.79,2.50,0.00,0.95,0.00,1.91,13.20,0.83,0.00,1.77,43.37,5.00,198.76,10.56,99.86,19.177
1788355538.037,226.000,110.9,10.05,3.56,20.24,10.06,1.23,31.38,2.50,0.00,0.95,0.00,1.93,11.47,1.00,0.00,1.78,26.20,5.66,196.16,10.56,99.86,20.560,10.00,9.73,20.24,10.14,1.22,28.74,2.50,0.00,0.96,0.00,1.94,21.00,0.85,0.00,1.70,0.00,5.65,196.05,10.56,99.86,13.237,10.01,1.72,20.24,10.02,1.23,8.13,2.50,0.00,0.96,0.00,1.97,3.77,1.00,0.00,1.77,27.90,5.65,195.91,10.56,99.86,18.534
1788355540.045,227.000,112.9,10.00,3.83,20.16,10.84,1.26,5.12,2.50,0.00,0.95,0.00,1.92,16.97,0.84,0.00,1.82,13.20,5.68,195.25,10.56,99.86,19.946,10.00,3.59,20.12,8.24,1.26,11.11,2.50,0.00,0.98,0.00,1.94,19.87,0.84,0.00,1.70,0.00,5.68,194.42,10.56,99.86,12.590,10.00,2.23,20.16,11.45,1.23,21.29,2.50,0.00,0.96,0.00,1.97,3.77,0.83,0.00,1.77,29.45,5.68,194.09,10.56,99.86,18.234
1788355542.123,228.000,115.0,10.07,3.48,20.28,13.10,1.23,22.70,2.50,0.00,0.96,0.00,1.93,9.98,0.83,0.00,1.70,19.14,5.41,204.76,10.56,99.86,19.283,10.00,3.73,20.62,9.23,1.23,19.87,2.50,0.00,0.97,0.00,1.98,9.80,0.84,0.00,1.69,6.80,5.42,204.46,10.56,99.86,11.986,10.07,3.04,20.24,13.34,1.21,2.40,2.50,0.00,0.98,0.00,1.95,11.31,0.83,0.00,1.70,15.08,5.42,204.99,10.56,99.86,17.634
1788355544.177,229.000,117.1,10.00,6.89,20.62,12.15,1.83,171.50,3.12,97.98,0.95,0.00,1.96,4.99,0.83,0.00,1.71,8.22,5.46,204.09,10.56,99.86,18.577,10.01,2.67,20.54,8.56,1.22,30.93,2.50,0.00,0.97,0.00,2.02,11.78,0.83,0.00,1.72,8.22,5.46,203.33,10.56,99.86,11.347,10.00,0.92,20.62,11.79,1.22,8.42,2.50,0.00,0.97,0.00,1.96,15.43,0.83,0.00,1.71,19.87,5.45,203.64,10.56,99.86,16.990
1788355546.142,230.000,119.0,10.00,1.01,20.04,12.36,1.24,13.41,3.13,97.98,0.96,0.00,1.92,14.97,1.00,0.00,1.78,29.63,5.56,195.79,10.56,99.86,17.747,10.01,2.00,20.08,8.76,1.24,12.42,2.50,0.00,0.96,0.00,1.96,21.25,1.00,0.00,1.79,35.83,5.56,195.08,10.56,99.86,10.569,10.00,1.16,20.04,12.20,1.29,0.57,2.50,0.00,0.94,0.00,1.95,18.57,1.00,0.00,1.77,37.09,5.57,194.80,10.56,99.86,16.244
1788355548.249,231.000,121.1,9.98,2.54,20.16,10.54,1.18,0.79,2.50,0.00,0.97,0.00,1.94,18.18,0.83,0.00,1.78,30.35,4.12,209.98,9.44,99.83,17.102,9.99,4.60,20.37,11.87,1.18,1.52,2.50,0.00,0.97,0.00,1.97,21.00,0.83,0.00,1.79,35.83,5.54,200.53,10.56,99.86,10.027,10.00,0.85,20.20,12.12,1.60,234.34,2.78,80.00,0.98,0.00,1.95,29.93,0.83,0.00,1.80,31.72,5.54,200.91,10.56,99.86,15.544
1788355550.336,232.000,123.2,10.00,6.49,21.05,8.62,1.17,25.25,2.50,0.00,0.94,0.00,2.02,16.58,0.82,0.00,1.75,11.31,5.28,211.66,9.44,99.83,16.604,10.01,2.75,20.96,10.94,2.35,40.14,3.75,94.28,0.97,0.00,2.03,8.94,0.83,0.00,1.74,1.89,5.27,209.98,8.33,160.00,9.501,10.00,1.54,21.00,12.24,1.57,246.28,3.12,97.98,0.95,0.00,2.04,16.76,0.83,0.00,1.73,10.50,5.28,209.73,8.33,160.00,14.824
1788355552.360,233.000,125.3,10.00,2.64,20.49,8.40,1.26,2.51,2.50,0.00,0.96,0.00,1.97,28.53,1.00,0.00,1.79,34.10,5.58,193.29,10.56,99.86,16.037,10.01,3.43,20.54,7.90,1.26,0.53,3.33,100.00,0.95,0.00,1.98,17.28,1.00,0.00,1.79,26.40,5.58,194.45,10.56,99.86,8.821,10.00,0.90,20.45,10.86,1.54,184.45,2.78,80.00,0.97,0.00,1.97,16.11,1.00,0.00,1.81,34.56,5.58,194.74,10.56,99.86,14.040
1788355554.440,234.000,127.3,9.99,4.13,20.66,7.20,1.16,27.71,2.50,0.00,0.98,0.00,2.00,13.06,0.84,0.00,1.84,22.86,5.34,208.61,10.56,99.86,15.463,10.05,2.52,20.54,7.80,2.41,3.90,3.33,100.00,0.97,0.00,1.98,11.31,0.83,0.00,1.82,32.71,5.34,207.76,10.56,99.86,8.338,10.00,2.47,20.62,8.73,1.57,194.98,2.78,80.00,0.97,0.00,2.00,14.24,0.83,0.00,1.82,32.22,5.34,207.96,10.56,99.86,13.386
1788355556.532,235.000,129.4,10.02,7.17,20.83,8.33,1.17,55.67,2.50,0.00,0.95,0.00,2.02,6.56,0.83,0.00,1.74,14.97,5.30,210.91,10.56,99.86,15.061,10.00,2.05,20.88,8.86,1.19,2.00,3.33,100.00,0.96,0.00,2.00,13.08,0.83,0.00,1.72,16.11,5.27,209.85,10.56,99.86,7.743,10.01,1.27,20.75,8.96,1.17,49.30,2.78,80.00,0.97,0.00,2.05,14.53,0.83,0.00,1.74,16.33,5.29,210.42,10.56,99.86,12.686
1788355558.631,236.000,131.5,10.01,1.52,21.13,9.99,1.54,174.75,2.78,80.00,0.94,0.00,1.98,10.50,0.98,0.00,1.79,37.09,5.30,210.30,10.56,99.86,14.297,10.00,6.43,20.96,8.02,1.18,60.73,2.50,0.00,0.98,0.00,2.03,15.84,1.00,0.00,1.81,34.62,5.30,210.17,10.56,99.86,7.206,10.00,0.87,21.05,10.04,1.25,27.10,2.50,0.00,0.97,0.00,1.98,29.03,0.83,0.00,1.71,19.87,5.30,209.50,10.56,99.86,12.074
1788355560.718,237.000,133.6,10.02,8.15,21.13,11.14,1.83,207.58,3.33,100.00,0.97,0.00,2.01,3.77,0.82,0.00,1.85,31.72,5.39,206.02,10.56,99.86,13.509,10.00,3.99,21.00,7.00,1.22,23.42,2.50,0.00,0.95,0.00,2.04,17.06,0.83,0.00,1.83,32.88,5.39,205.91,10.56,99.86,6.536,10.00,1.61,21.09,12.00,1.21,5.89,2.50,0.00,0.96,0.00,2.00,13.06,0.83,0.00,1.72,21.00,5.40,188.65,10.56,99.86,11.336
1788355562.785,238.000,135.7,10.00,2.11,20.83,14.54,1.21,23.37,2.78,80.00,0.96,0.00,2.01,8.19,0.83,0.00,1.73,18.57,5.46,202.90,10.56,99.86,12.733,10.00,2.01,20.71,8.26,1.22,25.56,2.50,0.00,1.33,279.36,2.34,113.95,0.83,0.00,1.73,13.20,5.46,202.38,10.56,99.86,6.120,10.00,1.35,20.79,15.67,1.19,30.12,2.50,0.00,0.96,0.00,2.05,7.48,0.83,0.00,1.73,23.63,5.46,203.12,10.56,99.86,10.686
1788355564.990,239.000,137.9,10.00,2.22,21.38,14.49,1.15,67.33,2.50,0.00,0.97,0.00,2.05,24.72,0.83,0.00,1.76,34.10,5.10,218.79,10.56,99.86,12.030,10.00,3.04,21.21,11.33,1.14,64.15,2.50,0.00,0.98,0.00,2.36,113.67,0.83,0.00,1.76,17.99,5.10,218.94,10.56,99.86,5.580,10.01,0.82,21.38,15.13,1.13,44.48,2.50,0.00,0.97,0.00,2.05,24.39,0.83,0.00,1.77,35.23,5.10,218.72,10.56,99.86,10.036
1788355567.105,240.000,140.0,10.01,8.36,21.54,10.46,1.17,22.36,2.50,0.00,0.97,0.00,2.11,23.56,0.83,0.00,1.82,26.40,5.26,211.54,10.56,99.86,11.393,10.00,1.00,21.72,12.48,1.17,19.67,2.50,0.00,0.96,0.00,2.12,17.75,0.83,0.00,1.79,16.11,5.27,210.00,10.56,99.86,4.598,10.00,4.72,21.59,10.61,1.14,13.43,2.50,0.00,0.95,0.00,2.11,14.28,0.83,0.00,1.80,28.53,5.27,210.84,10.56,99.86,9.133
1788355569.142,241.000,142.0,10.00,0.73,20.67,7.79,1.25,22.76,2.50,0.00,0.97,0.00,2.03,23.56,0.83,0.00,1.74,23.55,5.56,199.24,10.56,99.86,10.686,10.00,1.19,20.67,9.95,1.25,17.45,2.50,0.00,0.98,0.00,2.06,17.32,0.83,0.00,1.75,17.28,5.55,199.73,10.56,99.86,4.244,10.00,0.95,20.67,7.69,1.25,6.03,2.50,0.00,0.97,0.00,2.01,10.39,0.83,0.00,1.74,16.11,5.56,199.53,10.56,99.86,8.333
1788355571.342,242.000,144.2,10.01,5.17,21.17,9.49,1.13,23.45,2.50,0.00,0.97,0.00,2.03,24.33,0.84,0.00,1.76,24.94,5.07,220.11,10.56,99.86,9.953,10.00,8.67,21.08,10.53,1.13,25.64,2.50,0.00,0.98,0.00,2.06,23.58,0.83,0.00,1.76,21.00,5.07,219.40,10.56,99.86,3.405,10.00,3.55,21.17,9.65,1.12,14.90,2.50,0.00,0.98,0.00,2.07,24.17,0.83,0.00,1.77,21.75,5.07,219.00,10.56,99.86,7.595
1788355573.469,243.000,146.4,10.00,4.17,21.63,11.71,1.74,201.94,3.13,97.98,0.95,0.00,2.11,10.34,0.84,0.00,1.79,8.22,5.26,211.10,10.56,99.86,9.566,10.00,1.13,21.59,10.64,1.15,7.89,2.50,0.00,0.97,0.00,2.11,19.29,0.83,0.00,1.77,29.63,5.26,210.50,10.56,99.86,2.758,10.00,1.80,21.63,11.84,1.18,24.65,2.50,0.00,0.98,0.00,2.11,16.37,0.83,0.00,1.77,22.63,5.26,210.38,10.56,99.86,6.845
1788355575.654,244.000,148.6,10.00,5.71,21.47,13.17,1.15,71.53,2.78,80.00,0.97,0.00,2.03,14.14,0.83,0.00,1.75,21.42,5.16,217.72,10.56,99.86,9.006,10.01,4.36,21.54,9.38,1.15,69.68,2.50,0.00,0.97,0.00,2.08,24.66,0.83,0.00,1.77,36.81,5.16,217.45,10.56,99.86,1.982,10.00,1.85,21.47,13.49,1.23,20.68,2.50,0.00,0.98,0.00,2.08,23.90,0.83,0.00,1.77,43.37,5.16,217.40,10.56,99.86,6.185
1788355577.849,245.000,150.7,10.01,4.87,21.72,13.35,1.12,4.82,2.50,0.00,0.97,0.00,2.11,29.98,0.83,0.00,1.72,24.51,5.04,220.43,10.56,99.86,8.356,10.06,2.19,21.98,10.32,1.12,1.47,2.50,0.00,0.98,0.00,2.12,22.69,0.83,0.00,1.82,31.04,5.04,220.21,10.56,99.86,1.237,10.01,1.17,21.72,13.95,1.12,3.73,2.50,0.00,0.98,0.00,2.14,22.52,0.83,0.00,1.83,38.13,5.03,220.60,10.56,99.86,5.535
1788355579.912,246.000,152.8,10.01,1.18,21.21,11.79,1.20,26.03,2.50,0.00,0.97,0.00,2.15,21.24,0.83,0.00,1.78,16.11,5.43,204.68,10.56,99.86,7.606,10.00,2.09,21.30,10.66,1.20,29.59,2.50,0.00,0.97,0.00,2.11,15.84,0.83,0.00,1.79,14.24,5.43,203.67,10.56,99.86,0.574,10.01,0.48,21.21,11.86,1.61,178.61,2.78,80.00,0.97,0.00,2.11,15.33,0.83,0.00,1.81,12.36,5.44,203.47,10.56,99.86,4.785
1788355582.186,247.000,155.1,10.00,4.21,21.76,11.42,1.14,32.84,2.50,0.00,0.96,0.00,2.11,29.17,0.83,0.00,1.80,19.87,4.92,226.78,10.56,99.86,6.656,10.00,9.21,21.54,10.78,0.74,0.00,2.22,86.60,0.97,0.00,2.10,14.42,0.84,0.00,1.78,18.57,4.92,226.70,10.56,99.86,0.271,10.00,1.68,21.76,11.39,1.13,36.44,2.78,80.00,0.99,0.00,2.09,12.17,0.83,0.00,1.82,25.37,4.93,226.65,10.56,99.86,4.135
1788355584.333,248.000,157.2,10.02,1.05,22.13,9.29,1.15,18.81,2.50,0.00,0.97,0.00,2.16,21.24,0.83,0.00,1.81,17.28,5.19,213.72,10.56,99.86,6.035,10.01,0.80,22.13,11.68,1.15,32.14,2.14,94.28,0.98,0.00,2.16,9.80,0.84,0.00,1.83,25.37,5.19,213.60,10.56,99.86,0.221,10.00,0.86,22.13,9.75,1.15,32.97,2.50,0.00,0.97,0.00,2.14,8.66,0.83,0.00,1.86,16.76,5.19,214.29,10.56,99.86,3.485
1788355586.469,249.000,159.4,10.00,3.49,21.30,7.71,1.24,9.18,2.50,0.00,0.96,0.00,2.06,13.38,0.83,0.00,1.76,22.23,5.26,212.32,10.56,99.86,5.448,10.00,5.78,21.34,10.48,2.33,43.66,3.89,90.35,0.97,0.00,2.08,20.40,0.83,0.00,1.78,14.73,5.23,212.03,10.56,99.86,0.241,10.00,1.36,21.30,8.82,1.52,259.31,2.78,80.00,0.97,0.00,2.07,18.33,0.83,0.00,1.77,25.51,5.27,212.10,10.56,99.86,2.694
1788355588.688,250.000,161.6,10.00,1.73,21.67,10.33,1.12,20.75,2.50,0.00,0.96,0.00,2.10,16.58,0.83,0.00,1.81,25.51,5.06,219.79,10.56,99.86,4.948,10.00,2.30,21.67,10.61,1.13,21.75,3.89,90.35,0.99,0.00,2.12,25.67,0.83,0.00,1.83,1.89,5.06,220.04,10.56,99.86,0.100,10.00,1.35,21.63,11.36,1.15,6.12,2.78,80.00,0.97,0.00,2.12,23.15,0.83,0.00,1.78,27.78,5.05,220.26,10.56,99.86,1.707
1788355590.790,251.000,163.7,10.06,2.83,21.72,10.22,1.15,47.26,2.50,0.00,0.98,0.00,2.14,14.70,0.83,0.00,1.83,15.08,5.33,208.42,10.56,99.86,4.409,10.02,1.20,21.59,13.84,1.15,35.23,2.78,80.00,0.97,0.00,2.13,25.83,0.83,0.00,1.82,4.99,5.33,208.48,10.56,99.86,0.071,10.04,3.44,21.72,11.42,1.18,29.35,2.50,0.00,0.97,0.00,2.11,25.04,0.83,0.00,1.83,19.14,5.33,207.36,10.56,99.86,0.929
1788355593.058,252.000,166.0,9.99,5.10,21.67,9.58,1.10,1.03,2.50,0.00,0.97,0.00,2.11,23.56,0.83,0.00,1.80,24.73,4.96,223.95,10.56,99.86,3.797,10.39,23.33,22.40,15.65,1.10,7.10,2.50,0.00,1.06,104.78,2.22,58.34,0.83,0.00,1.81,22.94,4.96,223.66,10.56,99.86,24.398,9.78,38.31,21.59,14.65,1.13,66.15,2.50,0.00,0.98,0.00,2.14,25.98,0.71,0.00,1.69,13.20,4.93,218.10,10.56,99.86,0.362
1788355595.235,253.000,168.1,10.04,3.89,22.13,11.59,1.12,19.99,2.50,0.00,0.98,0.00,2.12,22.80,0.83,0.00,1.88,14.24,5.11,218.34,10.56,99.86,3.104,10.01,5.92,22.68,14.22,1.67,227.84,3.13,97.98,0.94,0.00,2.28,53.99,0.83,0.00,1.89,8.64,5.10,216.85,10.56,99.86,23.938,9.99,4.98,21.94,15.51,0.56,0.00,1.87,188.56,0.99,0.00,2.19,16.34,0.84,0.00,1.78,28.16,5.07,215.94,10.56,99.86,0.121
1788355597.386,254.000,170.3,10.00,3.67,21.54,11.58,1.17,28.66,2.50,0.00,0.97,0.00,2.10,18.55,0.83,0.00,1.80,26.20,5.30,209.52,10.56,99.86,2.351,10.00,1.77,21.63,10.33,1.17,27.86,2.78,80.00,0.93,0.00,2.07,34.22,0.83,0.00,1.80,31.16,5.30,209.48,10.56,99.86,23.040,10.01,1.08,21.59,10.71,2.17,0.00,1.67,282.84,0.97,0.00,2.11,22.00,0.84,0.00,1.82,19.87,5.30,209.54,10.56,99.86,0.121
1788355599.630,255.000,172.5,10.07,4.32,22.04,10.20,1.09,45.02,2.50,0.00,0.97,0.00,2.13,20.86,0.83,0.00,1.80,26.20,5.08,219.60,10.56,99.86,1.168,10.00,6.35,21.89,10.03,1.09,47.56,2.50,0.00,0.93,0.00,2.06,27.48,0.83,0.00,1.87,13.20,5.10,218.95,10.56,99.86,22.333,10.00,4.19,21.89,10.92,2.25,33.49,5.00,0.00,0.98,0.00,2.14,22.80,0.83,0.00,1.84,24.94,5.09,219.40,10.56,99.86,0.050
1788355601.785,256.000,174.7,10.00,0.87,22.22,10.89,1.14,12.35,2.50,0.00,0.98,0.00,2.12,16.82,0.83,0.00,1.87,9.98,5.17,198.94,10.56,99.86,0.454,10.01,7.44,22.04,10.51,1.14,11.22,2.50,0.00,0.96,0.00,2.11,15.10,0.83,0.00,1.88,11.47,5.17,213.43,10.56,99.86,21.696,10.49,21.91,22.22,12.54,1.72,161.50,4.44,66.14,1.21,200.76,2.35,75.17,0.83,0.00,1.86,16.11,5.17,214.34,10.56,99.86,23.748
