wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/path_length_m
1787412928.858,187.0,10.0,6.39,1.7,20.00,1.0,0.00,1.0,0.00,5.2,17.07,12.217,10.1,7.29,1.8,5.77,0.9,0.00,1.0,0.00,5.3,14.40,24.375
1787412930.634,188.8,10.0,5.89,1.9,16.47,1.0,0.00,1.0,0.00,5.6,15.38,11.517,10.0,9.23,1.9,13.38,0.9,0.00,1.0,0.00,5.6,16.09,23.985
1787412932.534,190.7,10.0,6.98,1.7,42.00,1.0,0.00,1.0,0.00,5.2,23.85,10.867,10.0,4.11,1.7,4.02,0.9,0.00,1.0,0.00,5.3,25.84,23.206
1787412934.460,192.6,10.0,3.73,1.7,19.87,1.0,0.00,1.0,0.00,5.2,16.70,10.517,10.0,12.17,1.8,0.26,0.9,0.00,1.0,0.00,5.1,23.20,22.546
1787412936.213,194.4,10.0,8.45,1.9,1.42,1.0,0.00,1.0,0.00,5.7,16.19,9.791,10.1,13.51,1.9,27.80,0.5,0.00,1.0,0.00,5.7,24.67,22.068
1787412938.100,196.3,10.0,5.66,1.8,32.38,1.0,0.00,1.0,0.00,5.4,16.67,9.039,10.1,9.54,1.8,25.95,0.9,0.00,1.0,0.00,5.3,20.03,21.347
1787412940.108,198.3,10.0,5.14,1.6,48.79,1.0,0.00,0.8,0.00,5.0,23.73,8.405,10.2,11.59,1.7,29.09,0.0,0.00,0.5,0.00,3.9,158.57,21.347
1787412941.886,200.1,10.0,3.33,1.8,49.63,1.0,0.00,1.0,0.00,5.6,25.59,7.672,10.0,9.89,1.9,41.60,1.0,0.00,1.0,0.00,5.6,27.31,20.075
1787412943.778,202.0,10.0,10.44,1.8,19.84,0.5,0.00,1.0,0.00,5.3,13.47,7.272,10.0,5.51,1.8,9.53,0.9,0.00,1.0,0.00,5.3,14.82,19.277
1787412945.776,204.0,10.0,6.48,1.7,31.41,1.0,0.00,0.5,0.00,5.1,18.19,6.576,9.9,10.46,1.7,26.95,1.0,0.00,1.0,0.00,5.0,15.69,18.584
1787412947.545,205.7,10.0,6.26,1.8,13.34,1.0,0.00,1.0,0.00,5.6,23.72,5.807,10.0,7.09,1.9,62.57,1.0,0.00,1.0,0.00,5.6,24.37,18.256
1787412949.459,207.6,10.0,9.68,1.7,29.30,1.0,0.00,1.0,0.00,5.2,30.76,5.107,9.9,12.31,1.8,37.01,1.0,0.00,1.0,0.00,5.1,30.19,17.497
1787412951.512,209.7,10.0,6.26,1.6,34.64,1.0,0.00,0.8,0.00,4.7,51.15,4.437,10.0,9.58,1.4,68.33,1.0,0.00,0.5,0.00,4.8,26.60,17.013
1787412953.326,211.5,10.0,2.76,1.8,38.41,1.0,0.00,1.0,0.00,5.5,19.94,3.732,10.0,8.70,1.8,21.68,1.0,0.00,1.0,0.00,5.5,14.54,16.379
1787412955.232,213.4,10.0,2.83,1.7,25.19,1.0,0.00,1.0,0.00,5.1,32.62,3.064,10.0,12.84,1.4,40.56,1.0,0.00,1.0,0.00,5.1,32.76,16.154
1787412957.314,215.5,9.9,12.24,2.0,77.97,1.0,0.00,1.0,0.00,4.8,29.25,2.192,10.0,21.95,1.1,0.00,1.0,0.00,0.8,0.00,4.8,33.64,15.380
1787412959.144,217.3,9.9,10.59,1.9,12.33,1.0,0.00,1.0,0.00,5.5,18.20,1.735,10.2,16.94,1.4,0.25,1.0,0.00,1.0,0.00,5.3,20.96,15.114
1787412961.083,219.3,10.0,8.51,1.7,57.57,1.0,0.00,1.0,0.00,5.1,27.16,0.886,10.0,6.82,1.9,101.52,1.0,0.00,1.0,0.00,5.1,28.82,14.419
1787412963.131,221.3,9.9,6.96,0.8,0.00,1.0,0.00,0.8,0.00,4.9,34.16,0.404,10.0,8.75,2.3,31.66,1.0,0.00,0.8,0.00,4.8,35.63,13.622
