wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/path_length_m
1787507071.174,61.3,10.0,6.82,2.3,8.96,1.0,0.00,1.2,0.00,6.7,19.29,14.214,10.0,3.63,2.3,6.74,1.0,0.00,1.3,0.00,6.7,20.20,22.233
1787507072.837,62.9,10.0,10.42,2.0,48.65,1.0,0.00,1.0,0.00,6.0,24.49,13.334,10.0,6.68,1.7,140.46,1.0,0.00,1.0,0.00,6.1,25.06,21.842
1787507074.497,64.6,10.1,12.99,2.0,4.63,1.0,0.00,1.0,0.00,6.1,20.71,12.944,10.1,6.64,2.2,69.63,1.0,0.00,1.0,0.00,6.1,20.67,21.248
1787507075.971,66.1,10.0,7.59,2.2,23.94,1.0,0.00,1.2,15.62,6.7,9.64,12.050,10.0,4.75,2.2,24.45,1.0,0.00,1.3,0.98,6.7,9.73,20.798
1787507077.564,67.7,10.0,7.22,2.1,31.18,1.0,0.00,1.3,0.00,6.3,14.09,11.600,10.0,5.32,2.1,32.15,1.0,0.00,1.0,0.00,6.3,14.55,20.048
1787507079.283,69.4,10.1,11.15,2.3,87.86,1.0,0.00,1.0,0.00,5.8,21.82,10.735,10.0,4.47,2.0,14.60,1.0,0.00,1.0,0.00,5.8,21.74,19.598
1787507080.864,71.0,10.0,8.10,2.1,58.34,1.0,0.00,1.0,0.00,6.1,25.43,10.273,10.0,2.63,2.0,15.22,1.0,0.00,1.1,106.21,6.2,26.99,18.763
1787507082.394,72.5,10.0,5.48,2.2,23.27,1.0,0.00,1.2,1.05,6.6,11.86,9.422,10.0,3.97,2.2,28.15,1.0,0.00,1.2,10.67,6.6,12.54,18.324
1787507084.124,74.2,10.0,8.58,1.8,80.97,1.0,0.00,1.2,0.00,6.0,22.74,8.613,10.0,10.40,2.0,38.39,1.0,0.00,1.0,0.00,6.0,23.46,17.487
1787507085.765,75.9,10.0,5.37,1.5,21.08,1.0,0.00,1.0,0.00,5.9,21.74,8.238,10.0,6.28,2.0,49.67,1.0,0.00,1.3,0.00,5.9,19.74,16.737
1787507087.292,77.4,10.0,7.83,2.5,68.82,1.0,0.00,1.2,0.00,6.5,16.88,7.467,10.0,7.46,2.2,12.39,1.0,0.00,1.3,0.00,6.5,14.02,16.287
1787507088.843,78.9,10.0,9.70,2.2,16.60,1.0,0.00,1.3,2.06,6.3,11.85,7.017,10.0,7.56,2.1,21.63,1.0,0.00,1.2,2.60,6.3,13.04,15.334
1787507090.539,80.6,10.0,7.43,2.2,83.24,1.0,0.00,1.0,0.00,5.9,17.72,6.126,10.0,4.23,2.0,39.18,1.0,0.00,1.0,0.00,5.9,18.73,14.934
1787507092.146,82.2,10.0,6.04,2.1,27.63,1.0,0.00,1.0,0.00,6.3,14.98,5.676,10.0,6.50,2.3,100.44,1.0,0.00,1.0,0.00,6.3,15.80,13.984
1787507093.708,83.8,10.0,3.61,2.1,15.36,1.0,0.00,1.0,0.00,6.4,11.25,4.715,10.0,4.48,2.1,34.50,1.0,0.00,1.0,0.00,6.4,11.44,13.534
1787507095.411,85.5,10.0,7.43,2.0,11.98,1.0,0.00,1.0,0.00,6.0,17.97,3.913,10.0,4.55,2.0,15.45,1.0,0.00,1.0,0.00,6.1,18.17,12.626
1787507097.019,87.1,10.0,8.11,2.1,21.51,1.0,0.00,1.0,0.00,6.0,14.16,3.515,10.0,5.59,2.0,39.03,0.5,0.00,1.0,0.00,6.0,14.26,12.226
1787507098.634,88.7,10.0,10.45,3.1,15.92,1.0,0.00,1.2,0.00,6.2,15.25,2.507,10.0,6.59,2.1,18.57,1.0,0.00,1.2,0.00,6.2,14.54,11.361
1787507100.242,90.3,10.0,13.58,2.5,93.95,1.0,0.00,1.0,0.00,6.4,10.88,1.947,10.0,4.43,2.4,59.96,1.0,0.00,1.0,0.00,6.4,10.59,10.416
1787507101.912,92.0,10.0,6.48,1.9,24.53,1.0,0.00,1.0,0.00,5.9,18.99,0.957,10.0,6.12,1.9,20.61,1.0,0.00,1.0,0.00,5.9,19.06,10.019
1787507103.561,93.7,10.0,8.61,1.8,59.41,1.0,0.00,1.0,0.00,6.1,18.52,0.283,10.0,5.04,2.0,24.44,1.0,0.00,1.2,0.00,6.1,20.05,9.199
1787507105.178,95.3,10.0,8.72,1.6,20.71,1.0,0.00,1.2,0.00,6.2,15.57,0.141,10.0,4.54,2.1,18.04,1.0,0.00,1.2,0.00,6.2,16.31,8.770
1787507106.861,97.0,10.0,5.56,1.3,385.81,1.0,0.00,1.0,0.00,6.1,15.18,0.050,10.0,11.63,2.0,8.69,1.0,0.00,1.0,0.00,6.1,16.61,8.122
1787507108.502,98.6,10.0,2.74,4.9,84.33,1.0,0.00,1.0,0.00,6.0,19.30,0.000,10.0,7.71,2.0,16.74,1.0,0.00,1.0,0.00,6.0,18.97,7.372
1787507110.148,100.2,10.0,7.43,3.3,69.36,1.0,0.00,1.0,0.00,6.1,15.86,0.050,10.0,9.01,2.0,25.54,1.0,0.00,1.0,0.00,6.1,15.95,6.972
1787507111.825,101.9,10.4,23.66,2.0,9.42,2.9,0.00,1.0,0.00,6.1,14.25,23.950,10.0,6.72,2.0,13.54,1.0,0.00,1.0,0.00,6.1,14.53,6.057
1787507113.544,103.6,10.0,9.21,3.2,87.42,1.0,0.00,1.0,0.00,5.7,18.55,23.715,10.0,2.51,1.9,15.61,1.0,0.00,1.0,0.00,5.7,18.91,5.292
1787507115.211,105.3,10.1,4.21,2.0,18.28,0.5,0.00,1.2,0.00,6.1,17.05,23.242,10.0,2.48,2.0,42.92,1.0,0.00,1.1,106.57,6.1,17.38,4.842
1787507116.919,107.0,10.0,3.89,1.8,85.63,1.0,0.00,1.0,0.00,5.9,18.62,22.276,10.0,3.60,2.0,31.81,1.0,0.00,1.0,0.00,5.9,18.63,4.063
1787507118.634,108.7,10.0,4.50,1.8,74.10,1.0,0.00,1.0,0.00,5.9,16.80,21.603,10.0,7.65,2.0,10.29,0.5,0.00,1.0,0.00,5.9,16.42,3.695
1787507120.329,110.4,10.0,3.25,2.0,22.04,1.0,0.00,1.0,0.00,6.0,14.39,21.295,10.0,3.85,2.4,74.70,1.0,0.00,1.0,0.00,6.0,14.50,2.941
1787507122.028,112.1,10.0,3.63,1.9,52.66,1.0,0.00,1.0,0.00,5.8,26.77,20.645,10.0,6.49,1.9,38.05,1.0,0.00,1.0,0.00,5.8,26.92,1.985
1787507123.779,113.9,10.0,2.54,1.9,16.71,1.0,0.00,1.0,0.00,5.7,23.45,19.845,10.0,2.90,2.0,37.44,0.5,0.00,1.0,0.00,5.7,23.74,1.523
1787507125.478,115.6,10.0,2.80,2.0,35.32,1.0,0.00,1.3,0.00,5.9,18.37,19.445,10.0,3.16,1.7,34.92,1.0,0.00,1.0,0.00,5.9,17.71,0.616
1787507127.256,117.3,10.0,1.98,1.8,26.14,1.0,0.00,1.0,0.00,5.7,23.83,18.648,9.9,3.44,1.6,0.00,1.0,0.00,1.0,0.00,5.7,26.77,0.212
1787507128.982,119.1,10.0,5.09,1.9,5.08,1.0,0.00,1.1,0.00,5.8,16.63,17.837,10.0,5.08,0.5,0.00,1.0,0.00,1.0,0.00,5.8,17.16,0.171
1787507130.665,120.8,10.0,4.07,2.0,48.65,1.0,0.00,1.0,0.00,6.0,19.11,17.387,10.0,5.30,1.9,2.58,1.0,0.00,1.0,0.00,6.0,15.00,0.121
1787507132.398,122.5,10.0,7.98,1.9,13.45,1.0,0.00,1.0,0.00,5.7,16.00,16.599,10.0,13.01,2.2,88.44,1.0,0.00,1.0,0.00,5.7,15.57,0.100
1787507134.110,124.2,10.0,8.31,1.9,22.69,1.0,0.00,1.0,0.00,5.9,20.14,15.845,10.0,13.71,2.9,22.73,1.0,0.00,1.0,0.00,5.9,21.29,0.121
1787507135.844,125.9,10.0,3.48,2.6,98.07,1.0,0.00,1.0,0.00,5.8,18.34,15.334,10.3,24.52,2.2,144.80,1.1,171.92,1.0,0.00,5.8,18.02,27.548
1787507137.544,127.6,10.0,2.37,2.0,13.11,1.0,0.00,1.0,0.00,5.9,14.08,14.484,9.9,7.64,3.0,17.96,1.0,0.00,1.0,0.00,5.9,14.70,27.364
1787507139.343,129.4,10.0,8.73,2.4,98.20,1.0,0.00,1.0,0.00,5.6,15.91,13.584,10.0,15.78,1.6,93.79,1.0,0.00,1.0,0.00,5.6,17.61,26.589
1787507141.026,131.1,10.0,4.38,2.0,19.63,1.0,0.00,1.0,0.00,5.9,16.86,13.181,10.0,3.18,1.5,5.29,0.5,0.00,1.0,0.00,5.9,17.41,26.185
1787507142.748,132.8,10.0,6.57,1.9,17.22,1.0,0.00,1.0,0.00,5.8,10.28,12.367,10.0,8.82,1.4,9.19,0.9,0.00,1.0,0.00,5.8,9.03,25.512
1787507144.530,134.6,10.0,4.42,1.9,3.98,1.0,0.00,1.0,0.00,5.6,15.94,11.521,10.0,14.51,2.5,66.49,0.9,0.00,1.0,0.00,5.6,19.18,24.910
1787507146.267,136.4,10.0,5.73,1.9,11.06,0.5,0.00,1.0,0.00,5.8,15.33,11.208,9.9,14.90,1.9,22.56,0.9,0.00,1.0,0.00,5.8,14.01,24.560
1787507148.012,138.1,10.0,4.37,1.9,28.16,1.0,0.00,1.0,0.00,5.7,21.37,10.367,10.0,11.11,1.9,14.81,1.0,0.00,1.0,0.00,5.7,20.06,23.771
1787507149.826,139.9,10.0,6.55,1.8,9.10,1.0,0.00,1.0,0.00,5.5,20.73,9.549,10.0,11.51,1.8,32.72,1.0,0.00,1.0,0.00,5.5,20.37,22.962
1787507151.595,141.7,10.0,3.39,1.9,30.38,1.0,0.00,1.0,0.00,5.7,21.27,8.816,10.1,9.17,1.9,29.27,0.5,0.00,1.0,0.00,5.7,20.56,22.562
1787507153.404,143.5,10.0,2.64,1.8,31.67,1.0,0.00,1.0,0.00,5.5,20.93,8.411,10.0,11.85,1.9,29.25,0.9,0.00,1.0,0.00,5.5,20.71,21.746
1787507155.228,145.3,10.0,2.75,2.3,50.00,1.0,0.00,0.5,0.00,5.5,24.02,7.622,10.0,9.98,1.8,41.73,1.0,0.00,0.5,0.00,5.5,25.26,21.052
1787507156.963,147.1,10.0,5.82,1.8,9.98,1.0,0.00,1.0,0.00,5.7,13.87,6.772,10.0,5.63,1.6,77.47,1.0,0.00,1.0,0.00,5.7,13.83,20.375
1787507158.719,148.8,10.0,5.93,2.2,67.99,1.0,0.00,1.0,0.00,5.8,15.44,5.857,10.0,11.53,1.9,15.00,1.0,0.00,1.0,0.00,5.8,15.39,19.950
1787507160.489,150.6,10.0,6.59,1.9,35.11,1.0,0.00,1.0,0.00,5.7,15.53,5.492,10.0,13.95,1.9,30.41,1.0,0.00,1.0,0.00,5.6,16.78,19.661
1787507162.276,152.4,10.0,3.75,1.9,13.90,1.0,0.00,1.0,0.00,5.5,14.00,4.844,10.0,7.75,2.1,97.71,1.0,0.00,1.0,0.00,5.5,13.23,18.285
1787507163.987,154.1,10.0,2.45,2.0,18.97,1.0,0.00,1.0,0.00,5.9,12.56,4.091,10.0,7.59,2.9,12.18,1.0,0.00,1.0,0.00,5.9,12.33,17.935
1787507165.773,155.9,10.0,6.11,1.9,28.79,0.5,0.00,1.0,0.00,5.6,16.16,3.713,10.0,19.48,1.9,31.99,1.0,0.00,1.0,0.00,5.6,14.27,17.104
1787507167.626,157.7,10.0,2.00,2.4,94.79,1.0,0.00,1.0,0.00,5.4,26.75,2.967,10.0,16.67,1.5,89.95,1.0,0.00,1.0,0.00,5.4,26.63,16.558
1787507169.333,159.4,10.0,3.84,2.2,99.03,1.0,0.00,1.0,0.00,5.9,15.88,2.018,10.0,5.43,1.8,91.92,1.0,0.00,1.0,0.00,5.9,15.49,16.324
1787507171.172,161.3,10.0,9.32,1.8,16.80,1.0,0.00,1.0,0.00,5.4,19.03,1.099,10.0,10.46,1.3,0.00,1.0,0.00,1.0,0.00,5.4,18.87,15.699
1787507173.092,163.2,10.0,9.47,1.5,85.32,1.0,0.00,1.0,0.00,5.2,11.09,0.404,10.0,12.36,1.3,20.40,1.0,0.00,1.0,0.00,5.1,13.62,15.252
1787507174.785,164.9,10.0,5.78,1.3,95.84,1.0,0.00,1.0,0.00,5.9,10.12,0.312,10.1,6.03,1.9,7.92,1.0,0.00,1.0,0.00,5.9,9.49,14.575
1787507176.597,166.7,10.0,9.63,0.9,0.00,1.0,0.00,1.0,0.00,5.6,22.51,0.150,10.1,15.50,2.5,78.99,0.5,0.00,1.0,0.00,5.6,22.29,14.197
1787507178.482,168.6,10.0,4.73,1.7,0.00,1.0,0.00,1.0,0.00,5.3,20.69,0.221,10.0,3.27,1.9,88.01,1.0,0.00,1.0,0.00,5.3,21.21,13.295
1787507180.226,170.3,10.0,2.44,1.9,33.81,1.0,0.00,1.0,0.00,5.7,14.14,0.150,10.0,6.79,1.9,19.40,1.0,0.00,1.0,0.00,5.7,15.45,12.383
1787507182.116,172.2,10.0,7.04,1.7,69.45,1.0,0.00,1.0,0.00,5.3,26.75,0.150,10.0,4.20,1.8,21.64,1.0,0.00,1.0,0.00,5.3,26.50,11.585
1787507184.019,174.1,10.0,7.99,1.7,22.10,1.0,0.00,1.0,0.00,5.2,22.34,0.121,10.0,8.04,1.8,4.34,1.0,0.00,1.0,0.00,5.2,22.00,10.836
1787507185.772,175.9,10.1,33.68,2.1,184.30,0.9,0.00,1.0,0.00,5.7,11.33,27.548,10.0,4.23,1.4,26.69,1.0,0.00,1.0,0.00,5.7,10.74,10.454
1787507187.608,177.7,9.9,6.10,2.4,86.75,0.9,0.00,1.0,0.00,5.5,14.17,27.104,10.0,8.85,1.9,12.76,1.0,0.00,1.0,0.00,5.5,15.84,9.893
1787507189.551,179.6,10.1,12.62,1.5,94.64,0.5,0.00,1.0,0.00,5.1,30.42,26.660,10.0,7.27,1.7,22.14,1.0,0.00,0.5,0.00,5.1,31.97,9.294
1787507191.327,181.4,10.2,6.78,1.9,3.68,0.9,0.00,1.0,0.00,5.6,13.92,25.903,10.0,9.46,1.9,23.89,1.0,0.00,1.0,0.00,5.6,15.56,8.515
1787507193.203,183.3,10.0,5.95,1.8,103.97,0.9,0.00,1.0,0.00,5.4,23.66,25.241,10.0,7.05,2.4,66.31,1.0,0.00,1.0,0.00,5.4,23.99,7.715
1787507195.171,185.3,9.9,7.52,1.8,0.84,0.9,0.00,1.0,0.00,5.1,18.74,24.660,9.8,9.07,1.8,17.85,1.0,0.00,1.0,0.00,5.1,19.23,6.965
1787507196.984,187.1,10.0,6.44,1.9,6.83,1.0,0.00,1.0,0.00,5.4,17.97,24.012,10.0,12.58,1.8,22.14,1.0,0.00,0.5,0.00,5.5,17.05,6.586
1787507198.839,188.9,10.0,5.28,1.9,41.60,0.9,0.00,1.0,0.00,5.6,14.34,23.606,10.0,5.88,2.5,78.54,1.0,0.00,1.0,0.00,5.5,15.83,5.799
1787507200.775,190.9,10.0,4.89,1.7,5.48,1.0,0.00,0.5,0.00,5.2,17.98,22.865,10.0,4.73,1.7,27.26,1.0,0.00,1.0,0.00,5.2,22.22,5.078
1787507202.662,192.8,10.0,4.91,1.6,86.17,1.0,0.00,1.0,0.00,5.3,22.09,22.268,9.9,9.21,1.9,4.63,1.0,0.00,1.0,0.00,5.3,22.28,4.304
1787507204.549,194.6,10.1,3.41,1.8,23.85,0.9,0.00,1.0,0.00,5.4,14.47,21.665,10.0,9.30,1.8,20.71,1.0,0.00,0.5,0.00,5.4,14.56,3.549
1787507206.474,196.6,10.0,9.32,1.8,21.81,0.9,0.00,1.0,0.00,5.3,20.26,21.032,10.0,6.94,1.8,24.07,1.0,0.00,1.0,0.00,5.3,22.43,2.772
1787507208.357,198.4,10.0,5.01,1.8,27.07,1.0,0.00,1.0,0.00,5.3,16.90,20.772,10.0,4.29,1.8,31.76,1.0,0.00,1.0,0.00,5.3,18.34,2.310
1787507210.267,200.4,10.0,7.72,1.8,10.83,1.0,0.00,1.0,0.00,5.3,15.10,19.998,10.0,5.73,1.8,13.95,1.0,0.00,1.0,0.00,5.3,15.78,1.410
1787507212.210,202.3,10.0,12.52,1.7,7.60,1.0,0.00,0.5,0.00,5.2,22.11,19.385,10.0,11.05,1.7,8.08,1.0,0.00,1.0,0.00,5.2,22.37,0.574
1787507214.063,204.2,10.0,12.24,1.8,27.79,1.0,0.00,1.0,0.00,5.4,18.07,18.683,10.0,6.88,1.3,0.00,1.0,0.00,1.0,0.00,5.4,18.35,0.071
1787507216.075,206.2,10.0,5.92,1.7,1.07,1.0,0.00,0.8,0.00,5.1,17.04,17.897,10.0,8.96,2.9,89.26,1.0,0.00,1.0,0.00,5.1,16.85,0.000
1787507218.014,208.1,10.0,11.82,1.7,22.52,1.0,0.00,1.0,0.00,5.1,20.56,17.242,10.0,7.38,4.0,92.53,1.0,0.00,1.0,0.00,5.1,24.18,0.000
1787507219.880,210.0,10.0,10.04,1.6,63.90,1.0,0.00,1.0,0.00,5.3,15.65,17.008,10.1,4.76,2.4,62.26,1.0,0.00,1.0,0.00,5.4,17.40,0.050
1787507221.911,212.0,10.0,4.51,1.0,0.00,1.0,0.00,0.5,0.00,5.0,26.92,16.509,10.0,21.38,2.6,29.39,1.0,0.00,1.0,0.00,5.0,26.17,15.172
1787507223.833,213.9,10.0,11.10,1.2,0.00,1.0,0.00,1.0,0.00,5.2,16.41,16.043,10.1,11.94,1.7,32.23,1.0,0.00,1.0,0.00,5.2,17.03,14.589
1787507225.763,215.9,9.9,11.56,1.5,130.31,1.0,0.00,1.0,0.00,5.1,23.44,15.425,10.0,9.27,1.9,18.89,1.0,0.00,1.0,0.00,5.1,23.29,13.696
1787507227.718,217.8,10.1,9.55,1.7,14.71,1.0,0.00,1.0,0.00,5.2,17.70,14.861,10.0,16.19,1.7,4.57,1.0,0.00,1.0,0.00,5.2,17.99,12.923
1787507229.637,219.7,10.0,6.34,2.2,70.27,1.0,0.00,1.0,0.00,5.3,14.24,14.068,10.0,7.03,1.8,13.19,1.0,0.00,1.0,0.00,5.3,14.17,12.125
1787507231.562,221.7,10.0,5.29,1.7,33.26,1.0,0.00,1.0,0.00,5.2,17.88,13.235,10.0,4.17,1.7,31.05,1.0,0.00,1.0,0.00,5.2,17.23,11.347
