wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m
1788343002.376,136.000,11.7,10.05,2.68,12.53,5.48,2.01,5.93,2.50,0.00,0.94,0.00,1.19,6.00,1.25,1.46,1.56,13.60,8.51,123.41,10.56,99.86,16.839,10.00,3.14,12.53,5.82,2.29,107.10,3.33,100.00,0.96,0.00,1.18,14.00,1.25,0.25,1.56,10.50,8.51,122.61,10.56,99.86,23.054
1788343003.691,137.000,13.0,10.00,2.35,12.91,8.07,1.91,31.09,2.50,0.00,0.95,0.00,1.19,6.00,1.23,10.76,1.60,14.97,8.13,130.72,10.56,99.86,16.322,10.00,1.23,12.89,8.08,1.85,45.74,2.50,0.00,0.93,0.00,1.25,26.00,1.23,9.97,1.60,12.36,8.07,131.36,10.56,99.86,21.983
1788343004.951,138.000,14.3,10.00,2.26,12.83,8.25,2.64,124.58,3.12,97.98,0.96,0.00,1.22,24.00,1.25,24.29,1.61,14.73,8.23,129.17,10.56,99.86,15.722,10.01,4.21,12.83,7.77,1.91,63.31,2.50,0.00,0.94,0.00,1.23,34.00,1.25,22.10,1.61,9.98,8.22,129.35,10.56,99.86,21.503
1788343006.203,139.000,15.5,10.00,1.77,12.58,6.02,2.64,123.57,3.13,97.98,0.96,0.00,1.24,10.00,1.25,0.16,1.59,6.80,8.52,123.86,10.56,99.86,15.069,10.00,4.77,12.58,6.02,2.82,123.59,3.33,100.00,0.97,0.00,1.20,10.00,1.25,0.57,1.59,4.99,8.52,123.63,10.56,99.86,21.148
1788343007.462,140.000,16.8,10.00,1.79,12.55,6.87,1.99,5.42,2.50,0.00,0.95,0.00,1.22,4.00,1.25,0.48,1.57,5.66,8.58,122.70,10.56,99.86,14.008,9.99,1.38,12.55,5.30,2.28,106.24,3.33,100.00,0.94,0.00,1.20,12.00,1.25,1.92,1.57,6.53,8.58,122.81,10.56,99.86,20.698
1788343008.761,141.000,18.1,10.00,7.19,12.78,7.68,1.96,1.36,2.50,0.00,0.96,0.00,1.21,0.00,1.25,38.17,1.59,19.14,8.40,125.54,10.56,99.86,13.497,10.01,2.31,12.78,5.07,1.96,2.87,2.50,0.00,0.97,0.00,1.19,8.00,1.25,15.90,1.59,11.47,8.40,125.46,10.56,99.86,20.148
1788343010.084,142.000,19.4,10.03,1.90,13.16,7.69,1.88,11.90,2.50,0.00,0.97,0.00,1.26,32.00,1.25,0.03,1.66,22.94,8.04,132.02,10.56,99.86,12.994,10.00,3.04,13.16,7.27,1.87,12.63,2.50,0.00,0.97,0.00,1.26,2.00,1.25,0.29,1.65,15.08,8.04,131.46,10.56,99.86,19.106
1788343011.343,143.000,20.6,10.01,5.04,12.78,9.06,1.97,10.44,2.50,0.00,0.97,0.00,1.28,24.00,1.25,0.16,1.62,32.17,8.43,125.66,10.56,99.86,12.500,10.01,1.84,12.76,7.07,1.96,10.21,2.50,0.00,0.97,0.00,1.24,12.00,1.25,2.66,1.62,27.78,8.43,125.17,10.56,99.86,18.549
1788343012.610,144.000,21.9,9.99,5.35,12.60,8.89,2.83,127.61,3.33,100.00,0.96,0.00,1.21,0.00,1.25,0.63,1.58,9.98,8.46,124.90,10.56,99.86,11.299,10.01,2.50,12.65,6.53,2.27,107.20,2.78,80.00,0.96,0.00,1.21,8.00,1.25,0.79,1.57,10.50,8.46,124.67,10.56,99.86,17.995
1788343013.897,145.000,23.2,10.01,1.90,12.83,6.41,2.83,124.81,3.75,94.28,0.97,0.00,1.23,8.00,1.25,0.09,1.59,3.27,8.36,126.34,10.56,99.86,10.635,10.02,1.92,12.83,6.51,2.22,113.19,2.78,80.00,0.98,0.00,1.23,22.00,1.25,0.12,1.59,1.89,8.35,126.28,10.56,99.86,17.393
1788343015.238,146.000,24.5,10.00,1.81,13.08,7.39,1.87,27.83,2.78,80.00,0.97,0.00,1.29,30.00,1.25,1.27,1.64,16.76,8.09,131.23,10.56,99.86,10.116,9.99,2.54,13.08,7.47,1.88,7.94,2.50,0.00,0.96,0.00,1.27,18.00,1.25,0.93,1.64,19.14,8.09,130.53,10.56,99.86,16.234
1788343016.505,147.000,25.8,10.02,1.62,13.03,6.93,1.97,3.66,2.50,0.00,0.96,0.00,1.29,30.00,1.25,1.46,1.64,17.99,8.39,125.77,10.56,99.86,9.624,10.00,1.99,13.05,7.16,1.94,7.63,2.50,0.00,0.97,0.00,1.27,16.00,1.25,2.38,1.64,18.57,8.39,125.21,10.56,99.86,15.634
1788343017.776,148.000,27.1,9.97,1.63,12.70,5.96,1.96,2.47,2.50,0.00,0.97,0.00,1.21,12.00,1.25,0.74,1.59,11.78,8.45,124.64,10.56,99.86,8.493,10.01,2.14,12.76,6.40,2.27,113.61,2.78,80.00,0.97,0.00,1.23,8.00,1.25,1.63,1.59,9.80,8.45,124.56,10.56,99.86,15.076
1788343019.077,149.000,28.4,10.02,2.44,12.89,7.67,1.95,5.49,2.50,0.00,0.97,0.00,1.24,8.00,1.25,0.55,1.60,11.47,8.32,126.98,10.56,99.86,7.967,10.00,3.50,12.89,6.20,2.78,120.92,3.75,94.28,0.96,0.00,1.23,6.00,1.25,0.55,1.60,13.60,8.32,126.98,10.56,99.86,14.476
1788343020.437,150.000,29.7,9.99,1.74,13.24,7.63,1.84,78.71,2.50,0.00,0.98,0.00,1.30,26.00,1.25,3.03,1.67,9.98,7.96,123.68,10.56,99.86,7.417,10.00,1.39,13.32,7.38,3.69,28.07,4.44,66.14,0.97,0.00,1.30,12.00,1.25,1.53,1.67,8.22,7.97,123.35,10.56,99.86,13.271
1788343021.728,151.000,31.0,10.00,4.36,13.27,8.13,2.01,32.02,2.50,0.00,0.98,0.00,1.32,12.00,1.25,2.29,1.67,8.22,8.16,120.26,10.56,99.86,6.846,10.00,1.56,13.27,8.43,3.35,103.65,4.44,66.14,0.96,0.00,1.28,20.00,1.25,1.23,1.67,8.22,8.17,119.63,10.56,99.86,12.621
1788343023.012,152.000,32.3,10.01,4.55,12.91,7.32,1.97,13.36,2.50,0.00,0.97,0.00,1.23,6.00,1.25,1.17,1.62,8.22,8.38,126.08,10.56,99.86,5.676,10.02,1.68,12.97,6.74,3.27,106.58,3.89,90.35,0.95,0.00,1.23,10.00,1.25,0.81,1.61,8.64,8.38,125.65,10.56,99.86,12.021
1788343024.303,153.000,33.6,10.00,0.65,12.97,5.83,1.96,15.30,2.50,0.00,0.97,0.00,1.25,4.00,1.25,0.63,1.60,3.77,8.32,127.23,10.56,99.86,5.156,10.00,1.84,12.94,6.37,2.24,119.40,3.12,97.98,0.95,0.00,1.23,6.00,1.24,1.26,1.59,3.27,8.31,127.12,10.56,99.86,11.567
1788343025.680,154.000,35.0,10.00,3.05,13.37,8.93,1.83,20.50,2.50,0.00,0.98,0.00,1.28,12.00,1.25,11.86,1.65,26.60,7.92,134.51,10.56,99.86,4.606,10.02,1.78,13.37,10.39,1.79,49.48,2.50,0.00,0.96,0.00,1.28,30.00,1.26,13.19,1.65,27.19,7.92,135.58,10.56,99.86,10.567
1788343026.990,155.000,36.3,10.00,3.44,13.49,8.68,1.85,23.82,2.50,0.00,0.97,0.00,1.31,14.00,1.25,0.91,1.69,18.18,7.98,133.76,10.56,99.86,3.593,10.00,1.02,13.49,10.12,1.97,19.79,2.50,0.00,0.96,0.00,1.30,20.00,1.25,0.25,1.69,19.60,7.98,134.68,10.56,99.86,10.017
1788343028.284,156.000,37.6,10.00,5.36,13.03,8.30,2.60,132.33,3.12,97.98,0.98,0.00,1.27,6.00,1.25,0.14,1.64,11.47,8.28,127.77,10.56,99.86,2.993,10.00,1.54,13.03,6.75,1.92,4.71,2.50,0.00,0.96,0.00,1.25,6.00,1.25,0.16,1.64,13.60,8.28,127.11,10.56,99.86,9.508
1788343029.601,157.000,38.9,9.97,0.89,13.05,8.64,3.83,8.79,4.38,69.99,0.97,0.00,1.26,0.00,1.24,3.32,1.63,6.80,8.19,128.98,10.56,99.86,2.295,10.00,5.51,13.08,8.40,1.93,15.55,2.50,0.00,0.97,0.00,1.26,2.00,1.25,2.70,1.63,8.22,8.19,128.57,10.56,99.86,8.576
1788343030.992,158.000,40.3,10.01,4.22,13.53,8.46,1.70,76.70,3.33,100.00,0.98,0.00,1.28,8.00,1.25,0.14,1.67,15.43,7.39,132.08,10.56,99.86,1.626,10.00,5.17,13.55,9.32,1.82,33.05,2.50,0.00,0.96,0.00,1.31,28.00,1.25,0.98,1.67,15.43,7.39,132.27,10.56,99.86,8.122
1788343032.313,159.000,41.6,10.01,5.87,13.53,7.73,1.83,115.15,2.50,0.00,0.99,0.00,1.34,24.00,1.25,4.07,1.69,12.36,7.84,127.30,10.56,99.86,0.566,10.00,2.55,13.58,6.99,1.88,9.93,2.50,0.00,0.97,0.00,1.32,20.00,1.25,10.50,1.70,11.47,7.84,127.53,10.56,99.86,7.676
1788343033.643,160.000,42.9,10.00,4.79,13.21,6.27,1.26,266.19,1.87,188.56,0.97,0.00,1.30,4.00,1.26,0.97,1.67,3.27,8.09,130.54,10.56,99.86,0.262,10.00,4.35,13.21,6.27,1.88,10.36,2.50,0.00,0.97,0.00,1.28,4.00,1.26,6.45,1.67,7.54,8.09,130.49,10.56,99.86,7.176
1788343034.964,161.000,44.3,10.02,5.85,13.27,8.85,0.95,0.00,1.87,188.56,0.97,0.00,1.30,4.00,1.25,39.52,1.66,13.20,8.06,131.17,10.56,99.86,0.171,9.99,1.92,13.24,7.39,1.89,12.14,2.50,0.00,0.97,0.00,1.30,16.00,1.25,28.54,1.66,3.27,8.06,130.93,10.56,99.86,6.160
1788343036.342,162.000,45.6,10.00,2.35,13.53,9.82,3.28,58.37,5.00,0.00,0.99,0.00,1.33,36.00,1.25,2.61,1.72,14.73,7.46,120.67,10.56,99.86,0.071,10.00,1.10,13.46,8.61,1.87,17.74,2.50,0.00,0.98,0.00,1.29,14.00,1.25,3.48,1.70,18.86,7.45,130.88,10.56,99.86,5.661
1788343037.665,163.000,47.0,10.00,1.76,13.49,7.78,3.77,63.07,5.00,0.00,0.97,0.00,1.34,32.00,1.25,1.01,1.70,17.99,7.89,117.22,10.56,99.86,0.050,10.00,0.91,13.46,8.31,1.86,26.39,2.50,0.00,0.97,0.00,1.33,6.00,1.25,2.13,1.70,18.86,7.89,126.06,10.56,99.86,5.211
1788343038.999,164.000,48.3,10.40,22.61,13.72,16.45,3.24,98.70,4.44,66.14,1.56,379.27,1.73,289.45,1.25,2.59,1.65,4.99,8.04,132.11,10.56,99.86,23.994,9.99,2.23,13.35,6.43,1.88,10.41,2.50,0.00,0.97,0.00,1.29,2.00,1.26,3.89,1.66,5.66,8.04,131.84,10.56,99.86,4.130
1788343040.344,165.000,49.6,10.39,22.69,13.78,16.25,3.07,108.99,3.89,90.35,1.52,395.22,1.75,285.79,1.25,0.43,1.68,7.54,7.95,133.15,10.56,99.86,23.948,10.00,2.29,13.32,7.71,1.85,15.70,2.50,0.00,0.97,0.00,1.31,14.00,1.25,0.02,1.68,7.54,7.96,132.86,10.56,99.86,3.650
1788343041.751,166.000,51.1,9.92,3.31,13.69,8.47,2.62,140.21,3.89,90.35,0.95,0.00,1.31,26.00,1.25,0.21,1.70,8.64,7.86,134.53,10.56,99.86,23.149,9.99,1.46,13.75,9.92,2.11,116.90,2.78,80.00,0.96,0.00,1.32,12.00,1.25,0.33,1.70,8.64,7.86,134.17,10.56,99.86,3.171
1788343043.078,167.000,52.4,10.00,4.80,13.69,9.15,1.82,14.62,2.78,80.00,0.97,0.00,1.32,20.00,1.24,8.71,1.70,24.94,7.80,136.02,10.56,99.86,22.586,9.97,1.70,13.66,9.66,2.43,121.79,3.12,97.98,0.98,0.00,1.33,26.00,1.23,6.39,1.70,25.37,7.80,135.55,10.56,99.86,1.919
1788343044.425,168.000,53.7,10.01,1.53,13.49,6.58,1.88,2.73,2.50,0.00,0.96,0.00,1.28,4.00,1.26,6.53,1.67,14.97,8.01,132.22,10.56,99.86,22.124,10.02,3.64,13.40,8.52,1.88,10.23,2.78,80.00,0.97,0.00,1.29,2.00,1.26,6.93,1.67,16.97,8.01,132.07,10.56,99.86,1.311
1788343045.789,169.000,55.1,10.01,1.63,13.58,6.46,1.58,127.75,2.22,86.60,0.96,0.00,1.32,10.00,1.25,1.35,1.69,5.66,7.89,134.04,10.56,99.86,21.295,10.00,2.73,13.61,9.56,1.84,16.11,2.50,0.00,0.98,0.00,1.32,14.00,1.25,1.35,1.69,3.77,7.89,134.15,10.56,99.86,0.745
1788343047.183,170.000,56.5,9.93,3.51,13.75,7.47,1.84,6.23,2.50,0.00,0.94,0.00,1.30,4.00,1.25,1.61,1.70,4.99,7.84,135.20,10.56,99.86,20.898,9.92,3.77,13.72,10.29,1.56,136.51,2.22,86.60,0.97,0.00,1.34,18.00,1.25,2.75,1.70,4.99,7.84,135.14,10.56,99.86,0.262
1788343048.525,171.000,57.8,10.00,4.99,13.72,9.06,1.81,17.97,2.50,0.00,0.96,0.00,1.30,4.00,1.25,1.74,1.72,20.40,7.79,136.33,10.56,99.86,20.456,10.02,4.32,13.69,9.15,1.03,138.06,1.67,163.30,0.97,0.00,1.34,16.00,1.25,3.85,1.72,18.57,7.79,136.02,10.56,99.86,0.171
1788343049.891,172.000,59.2,10.00,1.18,13.58,9.51,1.86,7.64,2.50,0.00,0.96,0.00,1.30,0.00,1.25,0.66,1.71,22.63,7.90,134.24,10.56,99.86,20.006,10.02,3.80,13.66,8.70,3.60,0.45,1.87,471.40,0.97,0.00,1.31,2.00,1.25,0.22,1.71,20.74,7.90,134.12,10.56,99.86,0.100
1788343051.256,173.000,60.6,10.00,1.03,13.61,8.72,1.82,9.96,2.50,0.00,0.96,0.00,1.31,2.00,1.25,4.07,1.69,11.31,7.79,135.87,10.56,99.86,18.956,10.00,3.65,13.64,8.64,3.64,7.84,5.00,0.00,0.97,0.00,1.34,12.00,1.25,4.64,1.69,10.50,7.79,135.92,10.56,99.86,0.071
1788343052.671,174.000,62.0,10.00,0.88,13.83,7.92,1.82,8.52,2.50,0.00,0.94,0.00,1.31,2.00,1.25,1.08,1.73,15.43,7.75,136.37,10.56,99.86,18.449,10.16,27.14,14.08,19.35,3.12,100.95,4.44,66.14,1.53,365.70,1.84,280.06,1.25,1.00,1.74,14.24,7.68,137.90,10.56,99.86,27.643
1788343054.023,175.000,63.3,10.01,1.68,13.95,7.46,1.80,16.52,2.50,0.00,0.96,0.00,1.32,6.00,1.25,2.35,1.73,9.43,7.68,137.76,10.56,99.86,17.943,10.16,27.21,13.95,19.71,2.40,249.81,3.33,152.75,1.48,384.57,1.78,292.73,1.25,0.20,1.73,11.47,7.68,137.91,10.56,99.86,27.572
1788343055.395,176.000,64.7,9.99,2.47,13.61,8.16,1.83,12.76,2.50,0.00,0.97,0.00,1.33,2.00,1.25,1.75,1.70,5.66,7.84,135.30,10.56,99.86,16.937,9.99,5.22,13.55,9.19,3.14,97.05,4.37,69.99,0.94,0.00,1.74,301.70,1.25,1.87,1.70,5.66,7.84,135.26,10.56,99.86,27.315
1788343056.774,177.000,66.1,10.01,1.97,13.72,9.39,1.82,9.26,2.50,0.00,0.96,0.00,1.33,2.00,1.25,2.39,1.71,8.22,7.88,134.51,10.56,99.86,16.484,9.92,5.54,13.80,8.87,2.08,106.75,3.33,100.00,0.96,0.00,1.31,6.00,1.25,8.21,1.72,10.50,7.88,134.64,10.56,99.86,26.339
1788343058.186,178.000,67.5,9.99,3.62,13.89,9.55,1.82,6.57,2.50,0.00,0.96,0.00,1.32,10.00,1.25,2.42,1.73,6.80,7.75,136.50,10.56,99.86,15.984,9.93,6.67,13.98,9.45,1.79,3.34,2.50,0.00,0.96,0.00,1.31,2.00,1.25,2.05,1.74,6.53,7.76,136.73,10.56,99.86,25.915
1788343059.561,179.000,68.9,10.00,3.66,13.86,9.14,2.37,147.28,3.12,97.98,0.97,0.00,1.37,12.00,1.25,0.20,1.74,11.47,7.58,139.40,10.56,99.86,14.976,10.01,7.26,13.92,10.41,1.78,5.80,2.50,0.00,0.95,0.00,1.34,16.00,1.25,3.24,1.74,7.54,7.58,139.77,10.56,99.86,25.462
1788343060.946,180.000,70.3,10.01,0.94,13.80,8.39,2.42,137.30,3.13,97.98,0.99,0.00,1.34,0.00,1.25,1.78,1.76,5.66,7.77,136.30,10.56,99.86,14.434,9.94,5.78,13.78,8.89,1.82,5.98,2.50,0.00,0.95,0.00,1.32,10.00,1.26,3.03,1.75,5.66,7.77,136.21,10.56,99.86,24.779
1788343062.345,181.000,71.7,10.00,4.37,13.95,7.54,1.79,5.00,2.50,0.00,0.95,0.00,1.35,4.00,1.25,5.26,1.73,4.99,7.67,137.61,10.56,99.86,13.926,9.92,6.24,13.83,9.04,1.80,11.89,2.50,0.00,0.96,0.00,1.33,6.00,1.25,4.73,1.73,1.89,7.67,138.13,10.56,99.86,24.279
1788343063.769,182.000,73.1,10.01,6.20,14.14,8.28,2.38,141.06,3.13,97.98,0.99,0.00,1.36,26.00,1.25,0.59,1.76,10.50,7.42,145.36,10.56,99.86,12.826,10.01,5.49,14.17,9.93,1.72,33.94,2.50,0.00,0.94,0.00,1.33,8.00,1.25,1.16,1.76,8.64,7.41,145.80,10.56,99.86,23.729
1788343065.157,183.000,74.5,10.00,5.03,14.06,8.77,1.78,12.91,2.78,80.00,0.97,0.00,1.39,10.00,1.25,0.34,1.76,8.64,7.57,141.67,10.56,99.86,12.422,10.00,2.87,14.20,9.64,1.77,47.40,2.50,0.00,0.92,0.00,1.33,8.00,1.25,0.42,1.76,5.66,7.57,141.34,10.56,99.86,23.342
1788343066.563,184.000,75.9,9.99,1.49,13.89,7.93,1.78,11.68,2.50,0.00,0.98,0.00,1.35,4.00,1.25,1.27,1.75,6.80,7.64,138.76,10.56,99.86,11.413,9.92,8.60,13.89,8.64,1.78,12.82,2.50,0.00,0.95,0.00,1.31,2.00,1.25,0.65,1.76,4.99,7.64,137.91,10.56,99.86,22.412
1788343067.981,185.000,77.3,10.00,2.47,14.17,7.27,1.77,5.05,2.50,0.00,0.97,0.00,1.38,10.00,1.25,1.41,1.76,8.22,7.62,138.89,10.56,99.86,11.067,9.98,5.92,14.14,8.82,1.79,12.05,2.50,0.00,0.96,0.00,1.35,20.00,1.25,1.05,1.76,17.99,7.62,138.52,10.56,99.86,21.954
1788343069.412,186.000,78.7,10.00,1.28,14.37,8.17,1.79,5.33,2.50,0.00,0.96,0.00,1.36,20.00,1.25,0.91,1.76,8.22,7.00,142.00,10.56,99.86,10.622,10.02,3.50,14.23,11.54,1.75,16.72,2.50,0.00,0.93,0.00,1.35,20.00,1.25,1.27,1.77,14.97,7.00,141.41,10.56,99.86,21.224
1788343070.826,187.000,80.1,10.00,1.15,14.29,9.17,1.74,21.80,2.50,0.00,0.97,0.00,1.39,16.00,1.25,1.46,1.78,16.11,7.52,141.84,10.56,99.86,9.708,9.99,5.02,14.14,10.75,1.76,16.17,2.50,0.00,0.96,0.00,1.33,32.00,1.25,1.62,1.78,12.36,7.53,142.03,10.56,99.86,20.748
1788343072.249,188.000,81.6,10.00,1.88,14.08,9.24,1.76,6.90,2.50,0.00,0.97,0.00,1.36,0.00,1.25,0.86,1.78,15.08,7.52,140.29,10.56,99.86,9.309,10.00,5.66,14.26,10.23,1.75,6.90,2.50,0.00,0.96,0.00,1.32,28.00,1.25,3.05,1.78,13.20,7.52,140.94,10.56,99.86,20.414
1788343073.659,189.000,83.0,10.02,1.59,14.08,8.32,1.75,12.32,2.50,0.00,0.99,0.00,1.39,14.00,1.25,1.19,1.78,16.11,7.53,140.55,10.56,99.86,8.892,10.01,5.00,14.29,10.98,1.75,17.30,2.50,0.00,0.93,0.00,1.35,12.00,1.25,1.26,1.77,14.24,7.53,140.59,10.56,99.86,19.433
1788343075.109,190.000,84.4,10.00,2.90,14.43,9.80,1.75,7.11,2.50,0.00,0.97,0.00,1.39,6.00,1.25,0.74,1.77,14.24,7.48,142.99,10.56,99.86,8.122,10.00,6.32,14.29,11.49,2.30,128.18,3.12,97.98,0.95,0.00,1.35,10.00,1.24,0.75,1.78,15.43,7.48,142.61,10.56,99.86,18.877
1788343076.539,191.000,85.8,10.00,2.91,14.49,10.29,1.74,7.60,2.50,0.00,0.97,0.00,1.40,0.00,1.25,0.57,1.82,9.43,7.51,142.61,10.56,99.86,7.676,10.06,5.86,14.37,11.82,2.89,116.20,3.89,90.35,0.97,0.00,1.36,6.00,1.25,2.04,1.81,11.78,7.50,142.37,10.56,99.86,18.324
1788343077.976,192.000,87.3,10.00,0.94,14.34,8.03,1.75,4.79,2.50,0.00,0.97,0.00,1.38,14.00,1.25,0.19,1.81,17.28,7.53,142.07,10.56,99.86,6.776,9.95,8.35,14.43,9.38,1.75,7.09,3.33,100.00,0.94,0.00,1.37,4.00,1.24,0.62,1.81,16.76,7.53,141.82,10.56,99.86,17.307
1788343079.385,193.000,88.7,10.00,1.24,14.26,8.24,1.75,7.55,2.50,0.00,0.97,0.00,1.40,4.00,1.25,0.22,1.79,17.28,7.60,140.58,10.56,99.86,6.326,10.01,8.39,14.29,9.47,1.75,11.62,2.50,0.00,0.95,0.00,1.35,10.00,1.25,0.58,1.78,17.99,7.60,140.67,10.56,99.86,16.826
1788343080.863,194.000,90.2,10.00,1.02,14.31,9.47,1.71,29.24,2.50,0.00,0.97,0.00,1.40,4.00,1.25,0.39,1.80,24.73,7.40,144.40,10.56,99.86,5.910,10.03,6.60,14.46,13.09,1.70,31.95,2.50,0.00,0.96,0.00,1.36,14.00,1.25,3.11,1.80,24.51,7.40,144.42,10.56,99.86,16.410
1788343082.306,195.000,91.6,10.00,2.83,14.65,9.62,1.75,12.22,2.50,0.00,0.97,0.00,1.41,4.00,1.25,6.49,1.84,18.18,7.56,141.54,10.56,99.86,5.000,10.04,7.77,14.56,13.04,1.40,161.26,2.22,86.60,0.96,0.00,1.40,8.00,1.25,8.37,1.83,21.25,7.56,141.44,10.56,99.86,15.740
1788343083.755,196.000,93.1,10.00,0.82,14.34,9.04,1.72,7.49,2.50,0.00,0.96,0.00,1.40,4.00,1.25,0.90,1.81,3.27,7.51,142.37,10.56,99.86,4.550,9.96,5.89,14.43,10.14,1.72,9.76,2.22,86.60,0.96,0.00,1.38,2.00,1.25,9.92,1.82,3.77,7.51,142.27,10.56,99.86,15.433
1788343085.172,197.000,94.5,9.99,0.78,14.34,8.91,2.11,138.05,2.78,80.00,0.97,0.00,1.37,8.00,1.25,1.94,1.80,6.80,7.54,140.23,10.56,99.86,3.606,10.01,4.85,14.40,9.39,1.75,8.30,2.50,0.00,0.97,0.00,1.39,0.00,1.26,1.03,1.80,11.47,7.55,140.21,10.56,99.86,14.598
1788343086.667,198.000,96.0,10.00,1.53,14.59,9.26,1.70,36.05,2.78,80.00,0.98,0.00,1.42,18.00,1.25,0.19,1.82,13.06,7.32,146.66,10.56,99.86,3.191,10.03,5.86,14.71,11.79,2.27,159.53,3.12,97.98,0.96,0.00,1.42,18.00,1.26,1.85,1.83,16.76,7.32,146.14,10.56,99.86,14.158
1788343088.108,199.000,97.4,9.97,1.88,14.68,10.63,2.08,133.47,2.78,80.00,0.98,0.00,1.45,8.00,1.25,3.17,1.82,12.36,7.49,142.95,10.56,99.86,2.583,10.01,4.61,14.68,11.67,2.32,144.39,3.33,100.00,0.97,0.00,1.43,16.00,1.25,7.73,1.83,13.60,7.49,142.76,10.56,99.86,13.636
1788343089.554,200.000,98.9,10.01,3.62,14.46,10.84,1.73,10.95,2.78,80.00,0.97,0.00,1.42,2.00,1.25,3.85,1.81,6.80,7.46,143.38,10.56,99.86,1.452,9.87,6.32,14.34,8.91,1.73,12.81,2.78,80.00,0.98,0.00,1.40,2.00,1.25,9.18,1.81,0.00,7.46,143.34,10.56,99.86,12.525
1788343091.027,201.000,100.3,10.01,1.06,14.68,11.77,1.72,14.93,2.50,0.00,0.98,0.00,1.41,4.00,1.25,0.70,1.79,8.22,7.52,142.05,10.56,99.86,0.886,10.01,8.72,14.68,10.79,1.73,5.27,2.50,0.00,0.96,0.00,1.38,12.00,1.24,3.23,1.79,9.43,7.51,142.16,10.56,99.86,11.959
1788343092.514,202.000,101.8,9.98,0.84,14.92,12.37,1.32,158.56,2.22,86.60,0.97,0.00,1.45,8.00,1.24,7.14,1.85,26.73,7.14,149.28,10.56,99.86,0.283,10.02,9.95,14.98,13.50,1.67,24.85,2.50,0.00,0.98,0.00,1.45,24.00,1.11,96.31,1.72,30.35,7.17,148.85,10.56,99.86,10.969
1788343093.987,203.000,103.3,10.01,1.57,14.80,9.76,1.16,0.00,1.88,94.28,0.98,0.00,1.43,4.00,1.26,4.75,1.85,12.36,7.39,144.50,10.56,99.86,0.212,10.02,8.99,14.86,13.58,1.71,11.18,2.50,0.00,0.97,0.00,1.40,2.00,1.26,13.36,1.74,40.84,7.40,144.87,10.56,99.86,10.595
1788343095.435,204.000,104.7,9.99,1.06,14.62,8.49,3.43,3.22,1.67,565.69,0.97,0.00,1.43,4.00,1.25,0.23,1.83,16.76,7.39,144.84,10.56,99.86,0.050,10.01,3.90,14.74,10.48,1.69,18.60,2.50,0.00,0.96,0.00,1.42,10.00,1.25,1.28,1.85,12.36,7.40,144.59,10.56,99.86,10.144
1788343096.969,205.000,106.3,10.00,1.11,14.83,11.96,3.28,34.20,5.00,0.00,0.97,0.00,1.42,0.00,1.25,0.53,1.79,12.36,7.11,150.26,10.56,99.86,0.050,10.01,8.89,14.98,12.74,1.64,54.08,2.50,0.00,0.96,0.00,1.40,12.00,1.24,10.82,1.82,8.22,7.13,150.54,10.56,99.86,9.436
1788343098.442,206.000,107.7,10.00,1.17,15.07,12.32,3.25,32.99,5.00,0.00,0.98,0.00,1.50,32.00,1.11,104.63,1.74,29.93,7.08,151.03,10.56,99.86,0.050,10.00,9.28,15.03,13.16,1.62,50.47,2.50,0.00,0.96,0.00,1.46,16.00,1.13,90.30,1.75,32.17,7.08,151.73,10.56,99.86,9.036
1788343099.937,207.000,109.2,10.23,24.98,15.09,16.48,1.68,246.02,3.33,152.75,1.57,430.14,1.97,273.41,1.24,2.06,1.86,6.80,7.28,147.33,10.56,99.86,27.618,9.96,6.75,14.77,9.91,1.66,13.12,2.50,0.00,0.96,0.00,1.45,14.00,1.25,19.63,1.85,13.60,7.28,147.13,10.56,99.86,8.136
