wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m
1788343101.378,208.000,110.7,9.97,6.61,15.04,16.69,3.44,4.94,3.75,149.07,0.94,0.00,1.93,282.28,1.25,0.06,1.84,19.87,7.45,143.60,10.56,99.86,27.506,10.00,3.18,14.77,8.53,1.69,22.06,2.50,0.00,0.97,0.00,1.43,22.00,1.27,7.11,1.85,11.78,7.45,143.54,10.56,99.86,7.636
1788343102.913,209.000,112.2,10.03,5.94,14.80,11.57,1.64,32.82,3.33,100.00,0.96,0.00,1.43,24.00,1.25,1.35,1.85,22.23,7.12,151.11,10.56,99.86,26.643,10.01,2.58,14.77,10.55,1.98,153.29,2.78,80.00,0.97,0.00,1.47,42.00,1.25,0.28,1.86,24.51,7.12,151.45,10.56,99.86,6.686
1788343104.396,210.000,113.7,10.01,7.50,15.03,12.46,1.70,10.82,2.50,0.00,0.95,0.00,1.44,20.00,1.25,1.94,1.88,12.36,7.30,146.68,10.56,99.86,26.148,10.00,2.62,15.03,10.61,2.27,139.70,3.33,100.00,0.97,0.00,1.49,34.00,1.25,0.20,1.91,14.73,7.30,146.24,10.56,99.86,6.186
1788343105.861,211.000,115.2,10.03,7.60,14.86,10.72,1.69,9.05,2.50,0.00,0.93,0.00,1.40,4.00,1.25,9.54,1.86,13.60,7.33,145.92,10.56,99.86,25.653,10.01,3.91,14.86,9.46,2.82,114.67,3.75,94.28,0.97,0.00,1.43,2.00,1.25,2.36,1.87,14.24,7.32,145.86,10.56,99.86,5.227
1788343107.324,212.000,116.6,10.00,2.45,14.71,8.20,1.72,3.85,2.50,0.00,0.96,0.00,1.37,4.00,1.25,0.91,1.84,7.54,7.44,143.66,10.56,99.86,24.841,10.01,3.10,14.65,8.66,1.71,7.20,2.78,80.00,0.97,0.00,1.42,4.00,1.26,3.28,1.84,20.74,7.44,143.46,10.56,99.86,4.777
1788343108.888,213.000,118.2,9.99,6.35,15.09,8.43,1.63,37.14,2.50,0.00,0.93,0.00,1.46,42.00,1.25,2.13,1.89,14.24,7.06,152.55,10.56,99.86,24.510,10.02,2.41,15.15,9.28,1.64,47.18,2.50,0.00,0.98,0.00,1.48,8.00,1.11,100.17,1.73,42.62,7.04,151.42,10.56,99.86,4.046
1788343110.393,214.000,119.7,10.00,2.44,15.37,9.41,1.67,20.04,2.50,0.00,0.96,0.00,1.42,10.00,1.25,3.83,1.90,7.54,7.14,149.38,10.56,99.86,23.710,9.99,3.32,15.43,8.91,1.65,4.27,2.50,0.00,0.97,0.00,1.46,0.00,1.25,0.10,1.77,47.59,7.14,149.50,10.56,99.86,3.692
1788343111.866,215.000,121.2,9.99,1.47,15.01,9.47,1.68,3.26,2.50,0.00,0.95,0.00,1.42,14.00,1.25,4.34,1.85,16.76,7.30,145.88,10.56,99.86,23.272,10.00,3.26,14.95,7.92,1.68,3.37,2.50,0.00,0.98,0.00,1.48,8.00,1.25,0.13,1.88,13.20,7.29,146.07,10.56,99.86,3.246
1788343113.422,216.000,122.7,9.98,0.79,15.15,11.11,1.69,8.01,2.50,0.00,0.94,0.00,1.46,36.00,1.25,1.99,1.85,16.76,7.18,148.61,10.56,99.86,22.392,10.00,4.12,15.12,10.37,1.66,29.22,2.50,0.00,0.97,0.00,1.44,10.00,1.25,0.27,1.83,10.50,7.18,148.69,10.56,99.86,2.101
1788343114.948,217.000,124.3,9.96,7.94,15.37,12.56,1.58,30.83,2.50,0.00,0.96,0.00,1.48,26.00,1.11,106.77,1.78,44.58,6.85,156.67,10.56,99.86,22.054,9.95,6.02,15.40,10.31,1.59,9.95,2.50,0.00,0.97,0.00,1.48,10.00,1.11,112.37,1.77,46.07,6.85,156.33,10.56,99.86,1.563
1788343116.434,218.000,125.7,10.00,12.54,15.15,11.54,1.65,18.55,2.50,0.00,0.95,0.00,1.45,10.00,1.25,2.20,1.90,1.89,7.23,148.39,10.56,99.86,21.663,10.01,14.17,15.12,12.68,1.67,6.85,2.50,0.00,0.97,0.00,1.48,14.00,1.22,28.19,1.75,45.88,7.22,148.08,10.56,99.86,0.504
1788343117.914,219.000,127.2,10.00,7.63,14.74,11.24,1.69,6.67,2.50,0.00,0.96,0.00,1.41,10.00,1.25,0.26,1.85,11.78,7.31,146.59,10.56,99.86,20.864,9.98,3.36,14.71,13.41,1.67,5.26,2.50,0.00,0.97,0.00,1.45,2.00,1.14,79.64,1.70,25.92,7.31,146.03,10.56,99.86,0.141
1788343119.507,220.000,128.8,10.00,6.56,15.34,13.90,1.60,34.23,2.50,0.00,0.96,0.00,1.47,20.00,1.11,102.24,1.78,56.79,6.90,155.56,10.56,99.86,20.444,10.00,6.00,15.34,11.96,3.14,15.01,3.12,240.00,0.97,0.00,1.52,32.00,1.11,100.35,1.76,39.24,6.90,155.25,10.56,99.86,0.050
1788343121.029,221.000,130.3,10.01,10.58,15.69,17.24,1.65,8.90,2.50,0.00,0.95,0.00,1.48,14.00,1.24,6.23,1.77,52.90,7.14,150.21,10.56,99.86,19.595,10.01,9.88,15.66,14.88,3.31,8.07,5.00,0.00,0.97,0.00,1.50,27.19,1.25,1.27,1.79,44.34,7.14,149.80,10.56,99.86,0.050
1788343122.513,222.000,131.8,9.96,10.63,15.06,17.24,1.67,1.37,2.50,0.00,0.96,0.00,1.45,2.00,1.26,6.27,1.91,6.53,7.25,147.84,10.56,99.86,19.177,10.48,24.79,15.59,20.67,2.79,116.73,4.44,66.14,0.92,0.00,1.43,8.00,1.25,10.96,1.87,13.06,7.25,147.27,10.56,99.86,15.270
1788343124.121,223.000,133.4,9.94,7.62,15.27,17.17,2.02,136.48,2.78,80.00,0.94,0.00,1.43,0.00,1.25,2.09,1.88,19.14,7.22,148.50,10.56,99.86,18.131,10.46,22.18,15.91,19.44,2.65,123.50,3.89,90.35,0.96,0.00,1.42,2.00,1.11,105.69,1.79,31.04,7.22,147.85,10.56,99.86,15.102
1788343125.701,224.000,135.0,10.00,7.88,16.05,16.63,1.51,38.63,2.78,80.00,0.94,0.00,1.53,48.00,1.00,0.00,1.74,40.92,6.55,165.52,10.56,99.86,17.747,10.00,3.11,16.11,13.63,2.02,188.30,3.33,100.00,0.95,0.00,1.52,46.30,1.00,11.51,1.70,19.14,6.55,164.83,10.56,99.86,14.307
1788343127.216,225.000,136.5,10.02,6.87,15.53,15.08,1.62,10.37,2.50,0.00,0.95,0.00,1.52,40.13,1.24,1.66,1.77,41.99,6.00,151.32,9.44,99.83,16.885,10.00,4.04,15.59,11.34,1.63,2.22,2.50,0.00,0.97,0.00,1.52,43.86,1.25,0.32,1.82,39.73,4.91,284.31,8.33,160.00,13.809
1788343128.708,226.000,138.0,10.03,4.91,15.03,13.56,1.67,6.93,2.50,0.00,0.95,0.00,1.45,12.00,1.25,0.17,1.87,8.22,6.69,148.18,9.44,99.83,16.507,10.00,2.55,15.07,7.76,1.65,3.93,2.50,0.00,0.97,0.00,1.45,2.00,1.25,4.77,1.88,17.99,7.36,147.06,8.33,160.00,12.782
1788343130.342,227.000,139.6,10.00,5.58,15.66,13.65,1.60,30.66,2.50,0.00,0.97,0.00,1.52,34.00,1.11,98.05,1.82,32.71,6.76,158.48,10.56,99.86,15.784,10.01,2.61,15.69,11.80,1.57,34.65,2.50,0.00,0.94,0.00,1.50,22.00,1.12,98.55,1.84,40.84,6.76,158.28,10.56,99.86,12.269
1788343131.896,228.000,141.2,10.01,6.44,16.11,14.58,1.58,12.13,2.50,0.00,0.97,0.00,1.51,28.53,1.11,94.43,1.83,34.92,6.82,157.43,10.56,99.86,15.478,9.99,2.41,16.08,14.04,1.56,21.71,2.50,0.00,0.97,0.00,1.54,19.96,1.00,2.40,1.71,56.66,6.82,156.64,10.56,99.86,11.393
1788343133.410,229.000,142.7,10.03,6.12,15.27,12.80,1.64,4.59,2.50,0.00,0.96,0.00,1.49,2.00,1.12,96.58,1.79,45.37,7.15,149.84,10.56,99.86,14.742,10.00,1.49,15.40,11.39,1.64,2.83,2.50,0.00,0.97,0.00,1.51,25.92,1.25,0.97,1.78,58.09,7.15,149.41,10.56,99.86,10.973
1788343134.957,230.000,144.3,10.04,3.81,15.46,11.36,2.17,153.24,3.12,97.98,0.95,0.00,1.47,10.00,1.25,3.92,1.90,16.76,7.06,151.32,10.56,99.86,14.295,10.00,1.39,15.31,9.54,1.63,19.72,2.50,0.00,0.95,0.00,1.49,12.00,1.25,0.10,1.91,9.98,7.06,151.36,10.56,99.86,10.033
1788343136.586,231.000,145.9,10.04,2.11,16.01,13.08,2.04,170.84,3.33,100.00,0.98,0.00,1.53,38.96,1.00,5.49,1.74,50.63,6.62,162.02,10.56,99.86,13.231,10.00,2.87,16.05,12.35,1.55,22.60,2.50,0.00,0.97,0.00,1.51,17.99,1.00,0.00,1.70,39.91,6.63,161.81,10.56,99.86,9.567
1788343138.120,232.000,147.4,10.00,2.34,15.75,13.73,1.61,16.17,2.78,80.00,0.96,0.00,1.52,40.13,1.25,1.72,1.78,41.61,7.10,151.24,10.56,99.86,12.733,10.01,1.28,15.78,11.85,1.63,7.17,2.50,0.00,0.97,0.00,1.53,17.99,1.25,0.08,1.84,39.73,7.10,150.66,10.56,99.86,8.618
1788343139.667,233.000,149.0,10.00,1.73,15.56,12.81,1.63,15.48,2.50,0.00,0.98,0.00,1.50,2.00,1.25,1.88,1.90,8.22,7.05,151.99,10.56,99.86,11.677,10.00,1.88,15.40,10.62,1.63,17.58,2.50,0.00,0.96,0.00,1.47,2.00,1.25,0.39,1.91,8.64,7.05,151.38,10.56,99.86,8.174
1788343141.325,234.000,150.6,10.00,1.20,16.03,12.84,1.59,25.06,2.50,0.00,0.96,0.00,1.52,12.36,1.11,98.21,1.83,41.48,6.75,159.39,10.56,99.86,11.181,10.00,4.51,16.06,13.11,1.59,27.10,2.50,0.00,0.98,0.00,1.52,16.76,1.11,100.08,1.80,36.81,6.75,159.25,10.56,99.86,7.219
1788343142.879,235.000,152.2,10.01,6.26,16.03,13.56,1.55,41.29,2.50,0.00,0.99,0.00,1.57,1.89,1.11,97.20,1.74,43.37,6.71,160.24,10.56,99.86,10.354,10.01,4.56,16.10,12.61,2.07,176.20,3.12,97.98,0.97,0.00,1.56,16.76,1.11,99.89,1.75,45.37,6.71,159.84,10.56,99.86,6.810
1788343144.417,236.000,153.7,10.00,6.05,15.34,11.96,1.94,150.64,2.78,80.00,0.98,0.00,1.54,16.97,1.26,2.64,1.91,8.22,7.02,152.67,10.56,99.86,9.903,10.00,0.99,15.53,11.09,2.15,155.30,3.13,97.98,0.96,0.00,1.53,21.00,1.25,0.09,1.95,3.27,7.02,152.37,10.56,99.86,6.045
1788343146.045,237.000,155.4,10.00,2.71,15.88,12.23,1.92,154.49,2.78,80.00,0.97,0.00,1.51,22.23,1.11,101.77,1.84,41.35,6.76,159.15,10.56,99.86,9.165,10.00,25.79,15.78,15.74,1.54,37.28,2.50,0.00,0.96,0.00,1.51,0.00,1.11,99.88,1.79,55.07,6.65,159.00,10.56,99.86,5.772
1788343147.677,238.000,157.0,10.00,0.53,16.46,14.02,1.50,25.94,2.50,0.00,0.97,0.00,1.60,18.57,1.00,0.00,1.76,45.25,6.67,162.72,10.56,99.86,8.265,9.99,1.34,16.46,15.54,1.51,21.23,2.50,0.00,0.97,0.00,1.58,23.55,1.11,100.96,1.76,51.33,6.74,158.36,10.56,99.86,4.993
1788343149.236,239.000,158.5,9.99,5.13,15.98,13.27,1.61,15.17,2.50,0.00,0.97,0.00,1.58,24.07,1.25,0.95,1.85,41.99,6.93,153.93,10.56,99.86,7.815,10.01,2.66,15.82,11.47,1.61,12.12,2.50,0.00,0.96,0.00,1.58,25.37,1.25,0.15,1.94,6.80,6.93,153.90,10.56,99.86,4.557
1788343150.827,240.000,160.1,10.00,2.43,15.75,11.35,1.57,20.61,2.50,0.00,0.96,0.00,1.53,21.42,1.11,99.98,1.80,54.78,6.82,156.97,10.56,99.86,6.915,10.00,1.20,15.66,11.74,1.61,12.82,2.50,0.00,0.97,0.00,1.52,19.14,1.25,0.12,1.95,7.54,6.82,156.64,10.56,99.86,3.642
1788343152.481,241.000,161.8,10.00,3.54,16.29,11.94,1.50,2.17,2.50,0.00,0.97,0.00,1.55,22.23,1.00,0.00,1.74,45.25,6.54,164.18,10.56,99.86,6.486,10.01,1.69,16.36,14.12,1.51,3.72,2.50,0.00,0.97,0.00,1.58,4.99,1.00,0.00,1.74,47.59,6.54,163.95,10.56,99.86,2.810
1788343154.042,242.000,163.3,10.00,6.47,16.13,12.92,1.58,16.96,2.50,0.00,0.96,0.00,1.55,8.64,1.25,0.84,1.85,47.25,6.91,154.80,10.56,99.86,5.630,9.99,10.17,16.10,14.21,1.56,21.58,2.50,0.00,0.99,0.00,1.59,6.80,1.11,101.71,1.72,42.62,6.92,153.76,10.56,99.86,2.315
1788343155.626,243.000,164.9,10.00,6.41,15.72,13.42,1.59,9.42,2.50,0.00,0.96,0.00,1.53,11.47,1.25,1.36,1.98,0.00,6.92,154.61,10.56,99.86,5.227,10.01,0.82,15.59,12.67,1.59,5.66,2.50,0.00,0.97,0.00,1.55,22.23,1.25,4.05,1.93,9.43,6.91,154.38,10.56,99.86,1.237
1788343157.283,244.000,166.6,10.00,5.26,16.23,12.88,1.52,18.10,2.50,0.00,0.97,0.00,1.55,16.76,1.11,99.49,1.85,52.80,6.59,162.61,10.56,99.86,4.561,10.00,1.95,16.36,13.50,1.52,23.03,2.50,0.00,0.97,0.00,1.52,16.44,1.11,102.17,1.84,43.20,6.59,162.29,10.56,99.86,0.764
1788343158.890,245.000,168.2,10.03,5.49,16.39,12.88,1.51,11.85,2.50,0.00,0.97,0.00,1.60,13.20,1.11,99.41,1.76,47.10,6.65,160.98,10.56,99.86,4.155,10.00,1.59,16.46,13.06,1.22,165.70,2.22,86.60,0.97,0.00,1.59,23.17,1.00,0.00,1.66,6.53,6.65,160.96,10.56,99.86,0.341
1788343160.487,246.000,169.8,10.00,5.38,16.11,13.24,1.57,16.27,2.50,0.00,0.98,0.00,1.57,19.87,1.25,0.74,1.98,1.89,6.82,157.31,10.56,99.86,3.418,10.01,5.78,16.06,12.00,1.28,164.22,1.88,94.28,0.97,0.00,1.58,26.73,1.25,0.64,1.85,50.00,6.81,156.83,10.56,99.86,0.200
1788343162.141,247.000,171.4,10.00,4.92,16.29,12.43,1.55,8.92,2.50,0.00,0.97,0.00,1.59,15.43,1.00,0.00,1.73,52.49,6.65,161.27,10.56,99.86,2.532,10.01,1.37,16.29,10.61,2.04,161.11,3.12,97.98,0.97,0.00,1.57,21.75,1.00,0.26,1.74,51.33,6.65,161.01,10.56,99.86,0.191
1788343163.803,248.000,173.1,10.03,6.60,16.57,13.22,1.50,3.16,2.50,0.00,0.97,0.00,1.62,4.99,1.00,0.00,1.67,21.42,6.51,166.79,10.56,99.86,1.959,9.98,3.37,16.53,12.25,2.33,150.00,3.75,94.28,0.97,0.00,1.61,11.47,1.00,0.00,1.67,18.18,6.51,166.44,10.56,99.86,0.050
1788343165.387,249.000,174.7,10.06,6.20,16.33,13.32,1.55,19.14,2.50,0.00,0.97,0.00,1.58,16.11,1.11,104.61,1.75,47.37,6.83,157.03,10.56,99.86,0.966,10.01,2.43,16.39,13.96,2.11,157.53,3.33,100.00,0.99,0.00,1.60,11.78,1.11,101.82,1.76,42.83,6.82,156.49,10.56,99.86,0.050
1788343167.006,250.000,176.3,10.00,3.86,15.91,11.64,1.56,14.61,2.50,0.00,0.97,0.00,1.54,4.99,1.00,0.32,1.71,52.56,6.73,159.36,10.56,99.86,0.483,10.21,25.87,16.23,17.66,2.60,127.42,3.75,94.28,0.99,0.00,1.59,9.80,1.11,100.43,1.82,56.66,6.72,159.29,10.56,99.86,24.497
1788343168.735,251.000,178.0,10.00,6.07,16.84,13.43,1.17,160.97,2.22,86.60,0.97,0.00,1.61,27.78,1.00,0.00,1.69,11.78,6.45,169.05,10.56,99.86,0.050,10.01,4.63,16.98,17.95,2.90,5.75,3.89,90.35,0.96,0.00,1.59,9.98,0.98,0.00,1.66,25.92,6.44,168.65,10.56,99.86,24.252
1788343170.328,252.000,179.6,10.01,6.00,16.70,13.87,3.08,15.59,4.29,74.54,0.98,0.00,1.62,26.40,1.11,95.36,1.79,37.67,6.59,163.05,10.56,99.86,0.050,10.00,4.45,16.67,13.79,2.00,154.18,3.75,94.28,0.96,0.00,1.61,19.14,1.01,0.00,1.67,21.75,6.59,162.13,10.56,99.86,23.464
1788343171.971,253.000,181.3,10.00,0.84,16.26,12.20,3.07,7.74,5.00,0.00,0.98,0.00,1.59,16.76,1.00,3.10,1.74,48.33,6.63,161.73,10.56,99.86,0.050,10.01,1.46,16.16,12.49,1.52,17.73,2.50,0.00,0.96,0.00,1.56,17.99,1.00,4.68,1.64,8.22,6.63,160.81,10.56,99.86,22.566
1788343173.654,254.000,183.0,10.57,21.18,17.35,16.44,2.51,140.81,4.44,66.14,1.08,106.22,1.74,69.77,1.00,2.59,1.67,18.18,6.56,165.90,10.56,99.86,15.340,10.00,0.93,16.70,12.67,1.50,27.35,2.50,0.00,0.96,0.00,1.58,21.75,1.00,2.25,1.67,13.06,6.56,165.84,10.56,99.86,22.141
1788343175.312,255.000,184.6,9.97,2.27,17.17,16.92,2.35,153.85,3.89,90.35,0.97,0.00,1.76,67.28,1.00,2.54,1.67,17.99,6.59,165.34,10.56,99.86,14.880,9.96,1.73,16.70,12.55,1.50,42.42,2.50,0.00,0.96,0.00,1.61,26.40,1.00,2.07,1.68,14.24,6.59,165.02,10.56,99.86,21.272
1788343176.963,256.000,186.3,10.00,2.46,16.60,14.07,1.54,9.20,3.33,100.00,0.96,0.00,1.58,26.13,1.11,85.37,1.76,44.34,6.66,161.17,10.56,99.86,14.418,10.00,3.94,16.53,13.81,1.56,16.10,2.50,0.00,0.96,0.00,1.59,27.78,1.11,90.70,1.76,38.96,6.66,160.89,10.56,99.86,20.777
