wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m
1787411990.729,21.7,10.0,0.65,2.5,5.15,1.0,0.00,1.2,0.00,7.5,3.91,21.045
1787411992.027,23.0,10.0,1.18,2.5,28.97,1.0,0.00,1.3,0.00,7.6,12.54,20.603
1787411993.323,24.3,10.0,2.19,2.6,20.56,1.0,0.00,1.2,1.27,7.9,10.10,19.512
1787411994.661,25.6,10.0,0.90,2.5,34.22,1.0,0.00,1.2,0.00,7.6,14.45,19.096
1787411995.899,26.9,10.0,0.76,2.7,11.99,1.0,0.00,1.2,0.23,8.0,9.53,18.587
1787411997.159,28.1,10.0,0.54,2.6,4.03,1.0,0.00,1.2,0.00,7.9,8.19,18.137
1787411998.427,29.4,10.0,0.83,2.6,9.11,1.0,0.00,1.3,0.00,7.9,8.69,17.089
1787411999.743,30.7,10.0,2.55,2.5,10.25,1.0,0.00,1.3,1.04,7.5,11.56,16.639
1787412000.987,32.0,10.0,0.78,2.6,14.61,1.0,0.00,1.2,0.00,7.9,14.25,16.162
1787412002.233,33.2,10.0,0.72,2.7,5.25,1.0,0.00,1.3,0.39,8.1,4.59,15.624
1787412003.490,34.5,10.0,1.05,2.7,23.12,1.0,0.00,1.2,0.00,6.9,71.76,15.055
1787412004.776,35.8,10.0,1.11,2.6,4.81,1.0,0.00,1.2,1.39,7.8,9.92,13.889
1787412006.086,37.1,10.0,1.77,2.5,15.47,1.0,0.00,1.2,0.26,7.7,8.55,13.336
