timestamp,name,cpu_perc,mem_usage,net_io,block_io,pids
1787411966.903447372,panther_controller,33.29%,83.25MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411967.942098110,panther_controller,35.15%,83.86MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411969.948401982,panther_controller,36.44%,84.55MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411971.954589789,panther_controller,36.55%,84.44MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411973.960447033,panther_controller,41.41%,84.43MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411975.965610084,panther_controller,41.41%,84.79MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411977.972437240,panther_controller,37.23%,84.7MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411979.978266763,panther_controller,37.44%,84.72MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411981.984139903,panther_controller,39.54%,84.98MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411983.990504717,panther_controller,39.29%,85.15MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411985.995978588,panther_controller,39.00%,85.11MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411988.001268988,panther_controller,39.83%,85.03MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411990.008145453,panther_controller,40.36%,85.25MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411992.013209915,panther_controller,41.90%,85.35MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411994.019036258,panther_controller,39.95%,85.21MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411996.025255167,panther_controller,41.04%,85.12MiB / 31.05GiB,0B / 0B,0B / 963kB,55
1787411998.030319101,panther_controller,42.84%,85.48MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412000.036491940,panther_controller,41.09%,85.71MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412002.042182096,panther_controller,41.09%,85.66MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412004.048217809,panther_controller,43.31%,86MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412006.054233171,panther_controller,40.78%,85.62MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412008.060085386,panther_controller,40.19%,85.88MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412010.065930871,panther_controller,41.93%,86.23MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412012.071938757,panther_controller,40.28%,85.97MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412014.078266374,panther_controller,41.12%,86.32MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412016.084074746,panther_controller,38.20%,86.19MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412018.089534811,panther_controller,38.01%,86.54MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412020.096868665,panther_controller,38.66%,86.59MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412022.102324051,panther_controller,39.34%,86.56MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412024.108687449,panther_controller,39.24%,86.53MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412026.114797355,panther_controller,43.06%,86.71MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412028.120574210,panther_controller,41.58%,86.61MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412030.126682733,panther_controller,37.83%,86.8MiB / 31.05GiB,0B / 0B,0B / 971kB,55
1787412032.132567802,panther_controller,39.71%,87MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412034.138661126,panther_controller,37.81%,86.94MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412036.143965866,panther_controller,36.83%,86.84MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412038.150326560,panther_controller,40.39%,86.94MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412040.155767761,panther_controller,37.77%,87.23MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412042.162397385,panther_controller,39.57%,87.08MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412044.167522556,panther_controller,36.12%,87.17MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412046.173226826,panther_controller,38.50%,87.25MiB / 31.05GiB,0B / 0B,0B / 979kB,55
1787412048.178940208,panther_controller,38.60%,87.18MiB / 31.05GiB,0B / 0B,0B / 979kB,55
