wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/path_length_m,panther3/cmd_vel_nav_hz,panther3/cmd_vel_nav_jitter_ms,panther3/amcl_pose_hz,panther3/amcl_pose_jitter_ms,panther3/plan_hz,panther3/plan_jitter_ms,panther3/local_costmap_hz,panther3/local_costmap_jitter_ms,panther3/velodyne_filtered_hz,panther3/velodyne_filtered_jitter_ms,panther3/path_length_m
1787756998.359,27.2,10.0,11.04,0.9,0.00,1.0,0.00,0.5,0.00,3.3,59.07,20.748,10.0,23.23,1.1,0.00,1.0,0.00,0.6,0.00,3.3,66.40,0.312,10.0,22.41,0.5,0.00,1.0,0.00,0.5,0.00,3.3,61.33,0.191
1787757000.494,29.4,10.0,5.40,1.7,57.10,1.0,0.00,1.0,0.00,5.0,24.07,20.197,10.0,24.78,0.5,0.00,1.0,0.00,0.5,0.00,5.0,25.74,0.050,10.0,4.15,0.5,0.00,1.0,0.00,1.0,0.00,5.0,24.68,0.071
1787757002.535,31.4,10.0,16.54,1.7,22.85,1.0,0.00,0.8,0.00,5.1,26.99,19.527,10.0,5.73,3.8,79.80,1.0,0.00,1.0,0.00,5.1,27.26,0.050,10.1,5.97,4.5,49.50,1.0,0.00,0.8,0.00,5.1,26.48,0.050
1787757005.340,34.2,10.0,19.72,1.0,0.00,1.0,0.00,0.6,0.00,3.5,48.05,19.077,10.0,10.13,1.7,91.81,1.0,0.00,0.5,0.00,3.5,46.43,0.000,10.0,9.39,1.6,37.31,1.0,0.00,0.6,0.00,3.5,45.18,0.000
1787757007.375,36.3,10.0,15.63,1.6,25.57,1.0,0.00,0.5,0.00,4.9,34.11,18.490,10.1,29.72,1.3,0.00,1.8,0.00,0.8,0.00,4.9,33.08,23.774,10.1,29.91,1.4,75.06,1.4,335.48,1.0,0.00,4.9,34.64,24.021
1787757009.725,38.6,10.0,18.78,1.4,30.76,0.9,0.00,0.5,0.00,4.0,57.51,17.534,10.0,17.01,2.1,49.82,1.0,0.00,0.8,0.00,4.0,58.92,23.692,10.0,3.47,1.9,104.38,1.0,0.00,0.5,0.00,4.0,58.07,23.927
1787757012.226,41.1,10.0,12.53,1.4,0.00,1.0,0.00,0.5,0.00,4.2,35.61,16.984,10.1,12.86,1.4,11.38,1.0,0.00,0.7,0.00,4.3,38.72,23.000,10.2,19.61,1.0,0.00,1.0,0.00,0.5,0.00,4.2,36.07,23.386
1787757014.220,43.1,10.0,8.72,1.7,19.30,1.0,0.00,1.0,0.00,5.0,33.22,16.284,9.9,6.62,1.8,35.14,1.0,0.00,0.5,0.00,5.0,39.38,22.207,10.0,7.33,1.4,104.24,1.0,0.00,1.0,0.00,5.0,37.01,22.612
1787757016.953,45.8,10.0,9.75,1.1,0.00,1.0,0.00,0.5,0.00,3.3,53.48,15.540,10.0,9.27,1.0,0.00,1.0,0.00,0.5,0.00,3.3,53.50,21.740,9.9,8.61,0.9,0.00,1.0,0.00,0.5,0.00,3.3,58.38,22.107
1787757019.156,48.0,10.0,5.90,1.7,95.98,1.0,0.00,0.8,0.00,4.6,36.84,14.827,10.1,5.93,1.6,3.60,0.9,0.00,0.8,0.00,4.7,41.98,21.143,10.0,11.66,1.6,5.03,1.0,0.00,0.8,0.00,4.6,37.40,21.656
1787757021.334,50.2,10.0,4.46,1.6,0.25,1.0,0.00,0.5,0.00,4.6,30.53,14.127,10.0,17.34,1.6,64.50,1.0,0.00,0.8,0.00,4.6,32.64,20.383,10.0,6.73,1.6,3.35,0.5,0.00,0.5,0.00,4.6,30.68,21.106
1787757024.159,53.0,10.0,10.95,1.2,94.15,1.0,0.00,0.5,0.00,3.5,37.68,13.327,10.0,15.53,1.1,0.00,1.0,0.00,0.7,0.00,3.5,36.57,19.583,10.0,5.55,1.2,82.66,1.0,0.00,0.5,0.00,3.5,36.53,20.398
1787757026.215,55.1,10.0,5.45,1.7,50.59,1.0,0.00,0.8,0.00,5.1,19.69,12.574,10.0,11.28,1.7,21.37,1.0,0.00,1.0,0.00,5.1,19.63,19.008,10.0,12.28,1.7,47.57,1.0,0.00,0.8,0.00,5.1,20.68,19.748
1787757028.765,57.6,10.1,20.03,1.3,7.92,1.0,0.00,0.7,0.00,3.9,33.85,12.027,9.9,14.78,1.3,0.00,1.0,0.00,0.5,0.00,3.9,36.34,18.508,10.0,12.20,1.3,10.22,1.0,0.00,0.7,0.00,3.9,37.70,18.848
1787757031.268,60.2,10.0,14.96,1.3,76.63,1.0,0.00,0.8,0.00,4.2,48.17,11.474,10.0,12.04,1.5,12.67,1.0,0.00,0.5,0.00,4.2,49.63,17.790,9.8,10.83,1.3,75.55,1.0,0.00,0.8,0.00,4.2,48.62,18.301
1787757033.459,62.3,10.0,19.07,1.9,83.29,1.0,0.00,0.9,0.00,4.4,24.93,10.336,10.0,5.40,1.4,4.54,1.0,0.00,0.8,0.00,4.4,27.78,17.143,10.0,2.69,1.7,76.42,1.0,0.00,0.5,0.00,4.4,25.81,17.487
1787757036.223,65.1,10.0,22.53,1.4,156.32,1.0,0.00,0.6,0.00,3.4,33.37,9.686,10.0,24.17,1.1,0.00,1.0,0.00,0.5,0.00,3.4,19.97,16.281,10.0,16.56,1.6,10.12,1.0,0.00,0.5,0.00,3.4,21.45,16.637
1787757038.345,67.2,10.0,20.05,1.6,7.80,1.0,0.00,0.5,0.00,4.7,27.05,9.036,10.0,8.56,1.6,18.53,1.0,0.00,0.8,0.00,4.7,26.13,15.625,10.0,7.04,1.6,15.36,1.0,0.00,0.8,0.00,4.7,26.05,16.005
1787757040.753,69.6,10.0,17.32,1.4,52.66,1.0,0.00,0.5,0.00,4.0,43.58,8.133,10.1,16.45,1.4,4.38,1.0,0.00,0.5,0.00,4.1,44.78,15.063,10.0,2.56,1.4,1.60,1.0,0.00,0.8,0.00,4.0,45.04,15.334
1787757043.346,72.2,10.0,7.55,1.3,77.53,1.0,0.00,0.7,0.00,4.0,31.80,7.583,9.9,12.49,1.3,0.00,1.0,0.00,0.5,0.00,4.0,32.66,14.303,10.3,18.92,1.3,0.00,1.0,0.00,0.7,0.00,4.0,32.52,14.534
1787757045.525,74.4,10.0,6.24,1.5,49.26,1.0,0.00,0.8,0.00,4.4,33.09,6.983,9.9,15.74,1.4,62.84,1.0,0.00,0.8,0.00,4.4,34.45,13.689,10.0,13.08,1.4,59.68,1.0,0.00,0.5,0.00,4.4,33.93,13.934
1787757048.342,77.2,10.0,20.48,1.0,0.00,1.0,0.00,0.6,0.00,3.1,33.89,6.250,10.0,21.43,1.1,0.00,1.0,0.00,0.5,0.00,3.1,23.59,13.186,10.0,2.67,1.1,0.00,0.5,0.00,0.5,0.00,3.1,31.05,13.384
1787757050.611,79.5,10.0,10.44,1.5,42.94,1.0,0.00,0.8,0.00,4.4,32.28,5.726,10.0,16.13,1.5,29.76,1.0,0.00,0.8,0.00,4.4,31.96,12.496,10.0,15.45,1.5,21.08,1.0,0.00,0.5,0.00,4.4,33.94,12.634
1787757052.897,81.8,9.9,15.30,1.6,42.41,1.0,0.00,0.5,0.00,4.8,15.23,4.797,10.1,4.57,1.5,12.06,1.0,0.00,0.8,0.00,4.8,19.19,11.798,10.0,3.29,1.5,4.19,1.0,0.00,0.8,0.00,4.8,16.48,11.972
1787757055.702,84.6,10.0,13.89,1.2,47.09,1.0,0.00,0.5,0.00,3.6,46.82,4.234,10.0,17.62,1.5,134.89,1.0,0.00,0.5,0.00,3.7,46.32,11.003,10.0,19.62,1.2,0.00,1.0,0.00,0.6,0.00,3.6,47.53,11.217
1787757057.935,86.8,10.0,16.02,1.6,21.47,1.0,0.00,0.8,0.00,4.6,27.43,3.584,10.0,18.04,1.7,107.24,1.0,0.00,0.5,0.00,4.6,29.31,10.327,10.0,3.71,1.5,33.24,1.0,0.00,0.8,0.00,4.6,26.47,10.612
1787757060.709,89.6,9.9,18.15,1.7,5.02,1.0,0.00,0.5,0.00,3.1,73.39,2.769,10.0,21.47,1.1,0.00,1.0,0.00,0.5,0.00,3.1,61.18,9.735,10.0,6.45,1.0,0.00,0.5,0.00,0.5,0.00,3.1,69.71,9.991
1787757063.129,92.0,10.0,16.03,1.5,0.00,1.0,0.00,0.9,0.00,4.1,37.94,2.135,10.2,13.54,1.5,0.00,1.0,0.00,0.7,0.00,4.1,37.58,8.970,10.0,4.45,1.4,90.43,1.0,0.00,0.5,0.00,4.1,37.18,9.188
1787757065.401,94.3,10.0,17.17,1.5,12.50,1.0,0.00,0.8,0.00,4.7,21.94,1.039,10.0,13.01,1.1,0.00,1.0,0.00,0.8,0.00,4.7,21.37,8.356,10.0,5.64,1.6,39.13,1.0,0.00,0.5,0.00,4.7,21.65,8.644
1787757068.297,97.2,10.0,7.63,0.9,0.00,1.0,0.00,0.5,0.00,3.3,26.35,0.524,10.2,13.29,1.1,50.65,1.0,0.00,0.6,0.00,3.3,27.88,7.817,10.0,8.42,1.1,41.41,1.0,0.00,0.5,0.00,3.4,28.56,8.005
1787757070.413,99.3,10.3,23.99,0.5,0.00,0.5,0.00,0.5,0.00,4.9,31.06,0.100,10.2,21.71,1.6,7.72,1.0,0.00,0.5,0.00,4.9,33.07,7.167,10.0,2.49,1.6,5.91,1.0,0.00,0.8,0.00,4.9,33.33,7.422
1787757073.308,102.2,10.0,5.62,2.3,84.06,1.0,0.00,0.5,0.00,3.1,54.59,0.071,10.0,10.55,1.2,0.00,1.0,0.00,0.5,0.00,3.1,48.91,6.446,10.1,7.18,1.2,0.00,1.0,0.00,0.6,0.00,3.1,45.56,6.657
1787757075.697,104.6,10.0,5.39,2.5,110.81,1.0,0.00,0.8,0.00,4.4,26.76,0.000,10.0,10.58,1.5,31.76,1.0,0.00,0.8,0.00,4.4,26.97,5.876,10.1,15.87,1.5,30.91,1.0,0.00,0.5,0.00,4.4,27.67,6.126
1787757078.037,106.9,9.7,34.02,0.8,0.00,1.1,0.00,0.7,0.00,4.2,42.23,23.759,10.0,12.69,1.3,77.92,1.0,0.00,0.7,0.00,4.2,68.89,5.226,10.1,7.90,1.4,60.68,1.0,0.00,0.5,0.00,4.2,53.73,5.416
1787757080.844,109.7,9.9,25.31,1.8,1.86,1.0,0.00,0.7,0.00,3.5,64.62,23.618,10.1,11.90,1.2,0.00,1.0,0.00,0.5,0.00,3.5,63.78,4.476,10.2,15.97,1.2,0.00,1.0,0.00,0.5,0.00,3.5,62.75,4.711
1787757082.949,111.8,10.0,24.06,1.9,120.99,1.0,0.00,0.5,0.00,4.8,26.46,23.111,10.1,4.03,1.6,45.25,1.0,0.00,0.5,0.00,4.9,28.12,3.843,10.0,7.73,1.6,43.20,1.0,0.00,1.0,0.00,4.8,25.79,4.080
1787757086.029,114.9,10.0,8.88,0.5,0.00,1.0,0.00,0.5,0.00,2.9,102.09,22.278,10.0,33.63,1.4,143.32,1.0,0.00,0.5,0.00,2.9,105.92,3.043,9.9,8.51,0.8,0.00,1.0,0.00,0.5,0.00,2.9,102.43,3.450
1787757088.339,117.2,10.0,22.66,1.6,38.65,0.9,0.00,0.8,0.00,4.4,45.71,21.743,10.0,20.97,1.8,46.21,1.0,0.00,0.8,0.00,4.4,46.86,2.381,10.0,3.33,2.2,68.63,1.0,0.00,0.8,0.00,4.4,46.97,2.845
1787757090.849,119.7,10.0,3.44,1.3,0.00,0.9,0.00,0.5,0.00,3.8,50.84,21.101,10.1,7.14,1.3,106.49,1.0,0.00,0.8,0.00,3.9,50.67,1.311,10.1,8.22,1.3,107.87,1.0,0.00,0.8,0.00,3.8,51.55,1.876
