wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m
1787506256.666,36.2,10.0,1.40,2.9,15.05,1.0,0.00,1.4,99.62,8.7,8.57,7.777
1787506257.849,37.4,10.0,1.72,2.8,15.80,1.0,0.00,1.7,0.00,8.5,8.56,7.124
1787506259.027,38.5,10.0,1.48,2.8,18.64,0.5,0.00,1.2,0.04,8.5,13.60,6.618
1787506260.157,39.7,10.0,1.27,3.4,56.88,1.0,0.00,1.7,0.12,8.6,12.34,5.184
1787506261.330,40.8,10.0,1.06,3.5,56.28,1.0,0.00,1.7,0.26,8.6,9.15,4.491
1787506262.512,42.0,10.0,1.05,3.9,43.07,1.0,0.00,1.2,0.00,8.4,12.07,3.853
1787506263.685,43.2,10.0,1.10,2.8,16.34,1.0,0.00,1.4,99.89,8.4,10.79,3.254
1787506264.823,44.3,10.0,1.64,3.3,53.02,1.0,0.00,1.7,1.97,8.7,11.44,2.498
1787506265.962,45.5,10.0,1.75,2.9,0.97,1.0,0.00,1.7,0.49,8.8,1.34,1.849
1787506267.122,46.6,10.0,1.09,2.9,14.64,1.0,0.00,1.7,0.35,8.7,5.35,1.109
1787506268.325,47.8,10.0,1.93,2.4,131.85,1.0,0.00,1.4,97.86,8.4,12.43,0.050
1787506269.484,49.0,10.0,1.58,2.1,251.68,1.0,0.00,1.4,97.19,8.4,12.66,0.050
1787506270.630,50.1,10.0,1.98,6.7,53.00,1.0,0.00,1.7,3.49,8.7,5.66,0.071
1787506271.784,51.3,10.5,21.77,5.0,75.92,1.0,0.00,1.7,0.14,8.7,1.30,0.050
1787506272.971,52.5,10.7,22.21,4.2,135.93,1.3,288.49,1.4,100.06,8.5,9.82,23.649
1787506274.166,53.7,10.0,0.85,4.8,80.26,1.0,0.00,1.4,99.29,8.5,5.79,23.177
1787506275.340,54.8,10.0,0.79,2.4,60.77,1.0,0.00,1.7,0.03,8.5,7.78,22.633
1787506276.496,56.0,10.0,1.30,2.3,52.83,1.0,0.00,1.7,0.21,8.7,2.50,22.040
1787506277.673,57.2,10.0,1.27,3.3,61.65,1.0,0.00,1.7,0.29,8.6,11.11,21.646
1787506278.836,58.3,10.0,0.84,2.9,20.55,1.0,0.00,1.7,1.27,8.5,11.18,21.100
1787506280.061,59.6,10.0,1.19,2.8,10.58,1.0,0.00,1.4,99.64,8.3,10.63,20.483
1787506281.216,60.7,10.0,0.97,2.8,11.12,1.0,0.00,1.4,100.78,8.5,6.91,19.249
1787506282.379,61.9,10.0,0.58,2.7,45.69,1.0,0.00,1.7,1.87,8.6,1.56,18.775
1787506283.557,63.1,10.0,0.91,2.8,8.05,1.0,0.00,1.7,2.20,8.5,4.91,18.332
1787506284.767,64.3,10.0,0.96,2.8,13.35,1.0,0.00,1.7,1.19,8.5,5.11,17.793
1787506285.980,65.5,10.0,1.57,2.7,15.62,1.0,0.00,1.2,0.76,8.1,14.10,17.241
1787506287.144,66.6,10.0,2.00,2.8,12.30,1.0,0.00,1.7,0.38,8.4,11.39,16.639
1787506288.327,67.8,10.0,1.40,2.8,8.60,1.0,0.00,1.4,100.54,8.5,5.05,16.076
1787506289.497,69.0,10.0,1.54,2.8,7.66,1.0,0.00,1.7,0.00,8.5,5.02,14.756
1787506290.815,70.3,10.0,1.55,3.0,51.82,1.0,0.00,1.4,100.50,7.8,17.76,14.247
1787506291.987,71.5,10.0,1.34,3.7,39.95,1.0,0.00,1.4,98.18,8.1,14.77,13.597
1787506293.163,72.7,10.0,1.10,3.3,57.41,1.0,0.00,1.7,0.40,8.5,1.68,12.944
1787506294.373,73.9,10.0,1.49,2.8,14.27,1.0,0.00,1.4,103.32,8.3,8.88,12.394
1787506295.575,75.1,10.0,1.31,2.8,8.24,0.5,0.00,1.7,2.14,8.4,7.56,11.850
1787506296.794,76.3,10.0,1.41,2.7,17.62,1.0,0.00,1.2,3.59,8.2,11.89,10.684
1787506297.970,77.5,10.0,1.41,2.8,2.97,1.0,0.00,1.7,0.18,8.5,1.56,10.050
1787506299.165,78.7,10.0,0.85,2.8,17.48,1.0,0.00,1.4,99.96,8.4,6.67,9.422
1787506300.357,79.9,10.0,0.55,2.3,66.75,1.0,0.00,1.7,2.61,8.4,6.79,8.834
1787506301.584,81.1,10.0,0.98,2.3,52.56,1.0,0.00,1.4,94.88,8.1,12.87,8.403
1787506302.779,82.3,10.0,1.06,2.7,7.47,0.5,0.00,1.4,100.52,8.2,12.59,7.967
1787506303.975,83.5,10.0,0.84,2.8,2.67,1.0,0.00,1.7,0.03,8.5,1.49,6.796
1787506305.166,84.7,10.0,0.81,2.8,8.46,1.0,0.00,1.4,100.34,8.3,9.51,6.176
1787506306.402,85.9,10.0,0.48,2.9,31.42,1.0,0.00,1.4,99.74,8.2,7.41,5.563
1787506307.662,87.2,10.0,0.54,3.0,62.38,1.0,0.00,1.2,0.24,7.9,14.17,4.964
1787506308.850,88.4,10.0,0.65,2.7,21.17,1.0,0.00,1.7,0.02,8.2,13.14,4.393
1787506310.080,89.6,10.0,1.04,2.7,19.38,1.0,0.00,1.4,99.98,8.2,10.35,3.236
1787506311.281,90.8,10.0,0.85,3.6,53.78,1.0,0.00,1.4,100.24,8.4,2.21,2.465
1787506312.563,92.1,10.0,0.86,3.8,43.03,1.0,0.00,1.2,2.48,8.0,15.30,1.778
1787506313.793,93.3,10.0,1.15,2.7,20.51,1.0,0.00,1.2,0.00,8.0,16.75,1.169
1787506315.014,94.5,10.0,1.94,2.5,59.87,1.0,0.00,1.3,0.30,8.3,15.32,0.545
1787506316.214,95.7,10.0,1.89,1.3,65.76,1.0,0.00,1.7,0.00,8.3,15.35,0.100
1787506317.460,97.0,10.0,1.37,4.0,133.90,1.0,0.00,1.3,0.15,8.1,10.85,0.071
1787506318.717,98.2,10.0,1.03,5.2,62.61,1.0,0.00,1.3,0.41,7.9,17.10,0.071
1787506319.918,99.4,10.7,22.33,3.1,93.70,1.6,395.46,1.7,0.00,8.2,13.28,24.040
1787506321.157,100.7,10.7,22.85,3.3,97.84,1.6,400.15,1.2,2.23,8.1,9.32,23.998
1787506322.397,101.9,10.0,1.53,3.1,113.36,1.0,0.00,1.2,0.00,8.1,10.71,23.715
1787506323.647,103.2,10.0,2.32,2.0,25.97,1.0,0.00,1.3,0.37,8.0,14.77,22.657
1787506324.892,104.4,10.0,3.45,2.0,19.10,1.0,0.00,1.2,0.00,7.9,13.35,22.195
1787506326.135,105.6,10.0,3.47,2.2,59.33,1.0,0.00,1.3,0.00,8.1,7.22,21.774
1787506327.358,106.9,10.0,4.06,2.5,54.72,1.0,0.00,1.2,0.38,8.2,2.04,21.395
1787506328.649,108.2,10.0,3.67,2.4,47.11,1.0,0.00,1.3,0.00,7.9,12.54,20.998
1787506329.881,109.4,10.0,3.75,2.7,15.38,1.0,0.00,1.3,0.70,8.0,8.91,19.898
1787506331.144,110.6,10.0,3.53,2.7,15.69,1.0,0.00,1.3,0.00,8.0,12.18,19.355
1787506332.367,111.9,10.0,1.73,2.7,16.94,1.0,0.00,1.2,0.63,8.0,10.58,18.798
1787506333.636,113.1,10.0,2.88,2.7,14.11,1.0,0.00,1.2,0.00,8.0,8.24,18.201
1787506334.907,114.4,10.0,5.11,2.7,15.45,1.0,0.00,1.3,0.00,8.0,8.66,17.587
1787506336.184,115.7,10.0,4.83,2.6,13.67,1.0,0.00,1.3,1.88,7.8,16.48,16.437
1787506337.409,116.9,10.0,3.17,2.6,13.39,1.0,0.00,1.3,0.00,8.0,11.51,15.787
1787506338.676,118.2,10.0,4.58,2.7,10.67,1.0,0.00,1.3,2.75,8.0,13.87,15.184
1787506339.929,119.4,10.0,4.47,2.6,12.71,1.0,0.00,1.2,0.00,7.9,16.55,14.642
1787506341.186,120.7,10.0,4.73,2.7,31.96,0.5,0.00,1.3,4.12,8.0,15.75,14.126
1787506342.466,122.0,10.0,3.97,2.7,25.75,1.0,0.00,1.3,0.00,8.0,12.71,13.126
1787506343.728,123.2,10.0,4.09,2.7,2.22,1.0,0.00,1.2,0.00,8.1,2.28,12.626
1787506344.996,124.5,10.0,5.47,2.6,13.88,1.0,0.00,1.3,0.65,7.8,9.35,12.176
1787506346.270,125.8,10.0,5.54,2.6,13.10,1.0,0.00,1.3,0.00,7.8,9.41,11.571
1787506347.544,127.0,10.0,4.21,2.6,17.19,1.0,0.00,1.3,0.11,7.8,12.13,10.523
1787506348.801,128.3,10.0,3.11,2.7,2.98,1.0,0.00,1.2,0.00,8.0,2.48,9.967
1787506350.140,129.6,10.0,2.77,2.5,21.85,1.0,0.00,1.3,0.00,7.6,18.92,9.458
1787506351.377,130.9,10.0,2.76,2.6,18.51,1.0,0.00,1.2,1.59,7.9,14.57,8.928
1787506352.656,132.2,10.0,1.99,2.6,15.59,1.0,0.00,1.2,0.00,7.9,9.36,8.022
1787506353.907,133.4,10.0,1.45,2.6,8.49,1.0,0.00,1.2,0.52,7.9,6.58,7.572
1787506355.237,134.7,10.0,1.72,2.6,15.83,1.0,0.00,1.3,0.00,7.6,14.47,7.122
1787506356.482,136.0,10.0,2.33,2.6,13.54,1.0,0.00,1.2,0.36,7.9,13.47,6.622
1787506357.812,137.3,10.0,4.43,2.5,19.76,1.0,0.00,1.3,2.40,7.7,10.96,5.592
1787506359.077,138.6,10.1,2.91,2.6,14.53,1.0,0.00,1.2,0.00,7.8,7.16,5.107
1787506360.359,139.9,10.0,2.12,2.6,8.90,1.0,0.00,1.2,1.00,7.8,7.80,4.592
1787506361.651,141.2,10.0,2.72,2.6,15.84,1.0,0.00,1.3,0.00,7.8,11.40,4.092
1787506362.966,142.5,10.0,1.27,2.6,16.95,1.0,0.00,1.2,0.00,7.8,6.49,3.250
1787506364.242,143.7,10.0,3.46,3.3,67.71,1.0,0.00,1.2,4.90,7.6,12.37,2.589
1787506365.541,145.0,10.0,2.95,2.6,12.57,1.0,0.00,1.3,0.00,7.7,8.28,1.909
1787506366.853,146.4,10.0,2.50,2.5,19.90,1.0,0.00,1.3,2.79,7.6,14.89,1.311
1787506368.141,147.6,10.0,2.13,2.2,122.76,1.0,0.00,1.2,1.12,7.9,1.93,0.333
1787506369.466,149.0,10.0,2.03,1.0,0.00,1.0,0.00,1.2,0.00,7.6,11.91,0.212
1787506370.755,150.3,10.0,1.84,1.7,477.69,1.0,0.00,1.3,1.76,7.7,11.23,0.121
1787506372.071,151.6,10.0,2.12,5.2,61.98,0.5,0.00,1.2,0.00,7.6,15.29,0.050
1787506373.338,152.8,10.5,21.76,3.7,46.14,1.0,0.00,1.3,0.00,7.9,2.22,0.071
1787506374.670,154.2,10.7,21.93,3.5,103.57,1.5,400.34,1.3,1.26,7.6,15.10,27.526
1787506375.991,155.5,10.0,1.69,3.6,51.44,1.0,0.00,1.3,0.00,7.6,14.91,27.142
1787506377.288,156.8,10.0,1.21,1.9,23.67,1.0,0.00,1.2,0.20,7.5,15.82,26.589
1787506378.556,158.1,10.0,1.42,2.1,55.85,0.5,0.00,1.3,0.70,7.9,1.29,26.077
1787506379.865,159.4,10.0,1.15,2.2,60.05,0.9,0.00,1.2,0.00,7.7,19.48,25.123
1787506381.152,160.7,10.0,1.39,2.6,5.37,1.0,0.00,1.3,2.72,8.0,10.19,24.727
1787506382.487,162.0,10.0,0.99,2.5,16.77,1.0,0.00,1.3,0.00,7.6,15.29,24.241
1787506383.761,163.3,10.0,1.61,2.6,0.70,0.5,0.00,1.3,0.00,7.9,5.57,23.804
1787506385.110,164.6,10.0,0.68,2.5,28.28,0.9,0.00,1.2,8.53,7.5,14.69,22.702
1787506386.422,165.9,10.0,1.20,2.5,26.02,1.0,0.00,1.3,0.00,7.4,14.55,22.193
1787506387.768,167.3,10.0,0.77,2.5,15.70,1.0,0.00,1.2,0.00,7.5,9.86,21.746
1787506389.046,168.6,10.0,1.91,2.4,59.44,0.5,0.00,1.3,0.86,7.7,8.01,21.328
1787506390.363,169.9,10.0,1.23,2.1,46.59,1.0,0.00,1.3,0.00,7.7,8.59,20.445
1787506391.681,171.2,10.0,1.54,2.5,8.20,1.0,0.00,1.2,1.38,7.5,7.63,19.973
1787506393.033,172.5,10.0,1.32,2.5,12.65,1.0,0.00,1.2,0.35,7.5,11.06,19.557
1787506394.328,173.8,10.0,1.55,2.5,10.94,1.0,0.00,1.3,0.00,7.7,7.41,18.377
1787506395.645,175.1,10.0,1.57,2.5,7.07,1.0,0.00,1.2,3.94,7.6,10.04,17.847
1787506396.984,176.5,10.0,1.25,2.5,17.89,1.0,0.00,1.2,0.78,7.5,12.42,17.447
1787506398.380,177.9,10.0,0.96,2.3,18.69,0.5,0.00,1.3,0.00,7.3,16.58,17.057
1787506399.679,179.2,10.0,1.00,2.3,61.54,1.0,0.00,1.3,1.67,7.6,10.80,16.236
1787506401.025,180.5,10.0,1.00,1.9,21.38,1.0,0.00,1.2,0.29,7.5,12.18,15.825
1787506402.381,181.9,10.0,1.61,2.2,62.79,1.0,0.00,1.3,0.00,7.3,14.72,15.452
1787506403.746,183.3,10.0,1.25,2.0,76.93,1.0,0.00,1.3,0.00,7.4,11.70,14.718
1787506405.044,184.5,10.0,1.05,2.6,5.07,1.0,0.00,1.2,0.78,7.6,9.14,14.251
1787506406.380,185.9,10.0,0.89,2.5,13.75,1.0,0.00,1.2,0.00,7.6,5.82,13.636
1787506407.720,187.2,10.0,1.06,2.5,10.38,1.0,0.00,1.3,0.00,7.4,11.90,12.383
1787506409.091,188.6,10.0,1.30,2.4,12.45,1.0,0.00,1.2,0.56,7.4,15.82,11.868
1787506410.401,189.9,10.0,0.94,2.5,15.72,1.0,0.00,1.2,0.00,7.5,13.45,11.231
1787506411.751,191.3,10.0,1.16,2.3,55.52,1.0,0.00,1.3,0.00,7.5,9.69,10.736
1787506413.109,192.6,10.0,1.30,2.2,55.74,1.0,0.00,1.3,0.68,7.3,12.68,10.024
1787506414.527,194.0,10.0,0.85,2.3,21.41,1.0,0.00,1.3,0.91,7.0,17.96,9.661
1787506415.844,195.3,10.0,0.84,2.5,2.30,1.0,0.00,1.3,0.00,7.4,14.96,9.194
1787506417.218,196.7,10.0,1.26,2.4,21.68,1.0,0.00,1.3,0.06,7.4,13.24,8.244
1787506418.580,198.1,10.0,1.45,2.5,2.58,1.0,0.00,1.3,0.15,7.2,14.30,7.794
1787506419.971,199.5,10.0,0.50,2.4,22.16,1.0,0.00,1.3,0.00,7.1,14.25,7.315
1787506421.294,200.8,10.0,1.26,2.5,6.26,1.0,0.00,1.3,0.00,7.5,10.42,6.236
1787506422.662,202.2,10.0,0.85,2.5,14.30,1.0,0.00,1.3,0.18,7.4,9.57,5.699
1787506424.005,203.5,10.0,1.14,2.5,5.96,1.0,0.00,1.3,0.00,7.5,3.28,5.155
1787506425.404,204.9,10.0,1.30,2.4,17.41,1.0,0.00,1.3,0.00,7.2,21.40,4.256
1787506426.728,206.2,10.0,0.71,2.1,55.86,1.0,0.00,1.2,0.08,7.4,11.28,3.822
1787506428.105,207.6,10.0,0.52,2.4,23.04,1.0,0.00,1.2,1.18,7.3,11.50,3.224
1787506429.473,209.0,10.0,1.07,2.5,3.04,1.0,0.00,1.3,0.00,7.5,2.73,1.982
1787506430.878,210.4,10.0,0.85,2.3,17.66,1.0,0.00,1.2,2.30,7.0,15.49,1.411
1787506432.206,211.7,10.0,0.62,2.5,2.92,1.0,0.00,1.2,0.01,7.6,5.26,0.795
1787506433.579,213.1,10.0,1.26,2.1,73.72,1.0,0.00,1.2,0.00,7.4,7.95,0.050
1787506434.958,214.5,10.0,0.98,4.5,55.90,1.0,0.00,1.3,0.00,7.3,11.65,0.071
1787506436.374,215.9,10.0,0.84,5.2,60.93,1.0,0.00,1.2,1.87,7.0,19.45,0.050
1787506437.717,217.2,10.7,22.22,3.4,49.70,1.8,459.78,1.3,0.27,7.5,2.69,15.340
1787506439.108,218.6,10.7,22.21,3.2,55.07,1.7,465.77,1.2,0.00,7.2,9.61,15.143
1787506440.485,220.0,10.0,0.87,2.5,2.76,1.0,0.00,1.2,0.70,7.3,12.79,14.668
1787506441.899,221.4,10.0,1.58,1.7,29.77,1.0,0.00,1.3,1.29,7.0,23.53,13.606
1787506443.255,222.8,10.0,0.95,2.0,63.84,1.0,0.00,1.3,0.00,7.4,1.85,13.053
1787506444.652,224.2,10.0,1.50,2.1,76.37,1.0,0.00,1.3,0.00,7.2,7.91,12.590
1787506446.031,225.5,10.0,0.63,2.2,60.49,1.0,0.00,1.3,1.80,7.3,5.22,11.609
1787506447.458,227.0,10.0,0.70,2.3,21.81,1.0,0.00,1.2,0.17,7.0,12.25,11.164
1787506448.866,228.4,10.0,0.70,2.4,3.19,1.0,0.00,1.3,0.00,7.2,11.63,10.648
1787506450.235,229.7,10.0,0.69,1.9,43.69,1.0,0.00,1.3,0.00,7.1,11.55,9.729
1787506451.643,231.1,10.0,0.60,2.4,14.24,1.0,0.00,1.2,0.15,7.2,7.45,9.213
1787506453.060,232.6,10.0,1.44,2.4,34.30,0.5,0.00,1.3,0.04,7.1,12.67,8.698
1787506454.448,234.0,10.0,0.69,2.2,66.17,1.0,0.00,1.3,0.00,7.2,9.95,7.657
1787506455.814,235.3,10.0,0.61,1.8,8.10,1.0,0.00,1.2,0.00,7.4,4.99,7.199
1787506457.271,236.8,10.0,0.84,1.9,77.79,1.0,0.00,1.2,0.03,6.9,19.33,6.473
1787506458.657,238.2,10.0,0.95,2.3,16.02,1.0,0.00,1.2,0.16,7.1,19.25,6.013
1787506460.077,239.6,10.0,0.68,2.1,59.48,1.0,0.00,1.2,0.00,7.1,11.03,5.682
1787506461.446,241.0,10.0,0.81,2.4,1.50,1.0,0.00,1.2,0.00,7.3,2.64,4.612
1787506462.908,242.4,10.0,0.73,2.3,33.99,1.0,0.00,1.3,0.00,6.9,21.59,4.126
1787506464.316,243.8,10.0,0.76,2.4,14.06,1.0,0.00,1.3,0.11,7.0,14.35,3.588
1787506465.744,245.2,10.0,1.14,2.3,14.68,1.0,0.00,1.2,2.71,7.1,8.10,2.489
1787506467.141,246.6,10.0,1.62,2.4,1.88,1.0,0.00,1.2,0.00,7.3,2.37,1.853
1787506468.566,248.1,10.0,1.33,2.3,11.43,1.0,0.00,1.2,0.00,7.0,12.55,0.742
1787506470.032,249.5,10.0,2.38,1.7,133.41,1.0,0.00,1.3,1.99,6.9,12.75,0.383
1787506471.435,250.9,10.0,2.06,1.8,0.00,1.0,0.00,1.3,5.59,7.0,12.56,0.191
1787506472.843,252.3,10.0,1.87,3.5,7.00,1.0,0.00,1.2,0.00,7.1,7.09,0.050
1787506474.280,253.8,10.0,0.95,5.3,65.97,1.0,0.00,1.3,0.00,6.9,14.39,0.000
1787506475.748,255.3,10.0,0.94,4.2,75.16,1.0,0.00,1.2,0.00,6.9,11.68,0.050
1787506477.149,256.7,10.7,22.55,3.1,59.11,1.1,0.00,1.3,0.10,7.1,4.36,24.497
1787506478.566,258.1,10.0,0.96,2.7,107.35,1.0,0.00,1.2,0.67,7.1,5.16,24.302
1787506479.994,259.5,10.0,3.51,1.9,70.30,1.0,0.00,1.3,0.00,7.1,12.01,23.443
1787506481.482,261.0,10.0,3.60,2.3,22.37,1.0,0.00,1.3,0.00,6.8,17.58,22.969
1787506482.888,262.4,10.0,1.19,2.4,3.59,1.0,0.00,1.3,0.67,7.1,2.40,21.879
1787506484.340,263.8,10.0,1.26,2.2,17.30,1.0,0.00,1.3,1.48,6.9,16.21,21.385
1787506485.805,265.3,10.0,0.95,2.2,74.62,1.0,0.00,1.3,8.58,6.8,19.01,20.889
1787506487.261,266.8,10.0,1.24,2.0,86.71,1.0,0.00,1.3,0.00,6.7,17.44,20.132
1787506488.702,268.2,10.0,1.15,2.3,17.50,1.0,0.00,1.2,0.00,7.0,10.46,19.777
1787506490.162,269.7,10.0,0.94,2.3,24.83,1.0,0.00,1.2,0.00,6.8,16.97,18.832
1787506491.645,271.1,10.0,2.37,2.3,17.82,1.0,0.00,1.2,0.06,6.8,14.14,18.352
1787506493.061,272.6,10.0,2.20,2.3,18.63,1.0,0.00,1.3,0.03,6.9,12.95,17.834
1787506494.499,274.0,10.0,0.70,3.2,50.68,1.0,0.00,1.2,0.14,7.0,9.61,16.784
1787506495.934,275.4,10.0,0.91,2.5,66.03,1.0,0.00,1.3,0.00,7.0,8.31,16.240
1787506497.425,276.9,10.0,1.04,2.2,27.69,1.0,0.00,1.2,0.00,6.8,16.30,15.214
1787506498.837,278.3,10.0,1.31,2.4,4.98,1.0,0.00,1.2,0.04,7.1,5.73,14.717
1787506500.330,279.8,10.0,1.31,2.2,13.67,1.0,0.00,1.3,0.07,6.8,12.14,14.161
1787506501.745,281.2,10.0,1.40,2.4,3.11,1.0,0.00,1.3,0.28,6.9,9.65,13.308
1787506503.233,282.7,10.0,1.39,2.3,22.73,1.0,0.00,1.2,0.00,6.8,10.88,12.808
1787506504.680,284.2,10.0,0.70,2.3,3.89,1.0,0.00,1.2,0.00,7.0,2.10,11.808
1787506506.154,285.7,10.0,1.99,2.2,21.01,1.0,0.00,1.2,0.00,6.7,12.51,11.327
1787506507.608,287.1,10.0,0.83,2.3,6.96,0.5,0.00,1.3,0.02,7.0,4.42,10.827
1787506509.089,288.6,10.0,1.40,2.2,33.99,1.0,0.00,1.2,0.33,6.7,12.84,9.777
1787506510.552,290.1,10.0,0.74,2.3,16.98,1.0,0.00,1.3,0.16,6.8,11.32,9.277
1787506512.014,291.5,10.0,0.57,2.3,21.84,1.0,0.00,1.3,0.00,6.9,13.10,8.227
1787506513.500,293.0,10.0,0.93,3.4,11.24,1.0,0.00,1.3,0.00,6.8,8.09,7.677
1787506514.970,294.5,10.0,1.53,2.2,25.07,1.0,0.00,1.2,0.00,6.8,10.79,6.638
1787506516.468,296.0,10.0,1.11,2.2,19.84,1.0,0.00,1.2,0.25,6.7,13.65,6.215
1787506517.897,297.4,10.0,1.17,2.3,3.58,0.5,0.00,1.3,0.29,6.9,10.41,5.765
1787506519.437,298.9,10.0,1.32,2.2,19.40,1.0,0.00,1.2,0.00,6.6,13.56,4.729
1787506520.908,300.4,10.0,1.43,3.1,65.37,1.0,0.00,1.2,0.00,6.7,12.97,4.267
1787506522.377,301.9,10.0,1.32,2.2,19.19,1.0,0.00,1.2,0.00,6.7,9.63,3.317
1787506523.905,303.4,10.0,0.87,2.7,69.48,1.0,0.00,1.2,0.00,6.6,16.24,2.739
1787506525.395,304.9,10.0,1.13,2.2,36.87,1.0,0.00,1.2,1.77,6.5,19.27,1.815
1787506526.909,306.4,10.0,1.10,2.2,25.25,1.0,0.00,1.2,0.51,6.6,17.64,1.244
1787506528.343,307.8,10.0,1.49,2.3,17.51,1.0,0.00,1.3,1.31,6.8,11.92,0.291
1787506529.839,309.3,10.0,2.90,1.8,0.00,1.0,0.00,1.2,0.00,6.7,8.88,0.050
1787506531.334,310.8,10.0,1.40,5.2,77.59,1.0,0.00,1.2,0.00,6.7,15.56,0.050
1787506532.884,312.4,10.0,1.28,4.1,83.43,1.0,0.00,1.2,0.00,6.5,15.72,0.050
1787506534.373,313.9,10.7,22.11,2.0,62.89,5.7,0.00,1.3,0.00,6.8,3.09,23.724
1787506535.866,315.4,10.0,1.83,4.2,81.01,1.0,0.00,1.2,1.50,6.7,13.96,23.527
1787506537.381,316.9,10.0,0.72,2.4,73.68,1.0,0.00,1.3,0.06,6.6,10.51,23.102
1787506538.865,318.4,10.0,1.90,2.0,64.76,1.0,0.00,1.2,0.85,6.8,10.22,22.108
1787506540.382,319.9,10.0,0.99,2.4,43.38,1.0,0.00,1.2,1.67,6.6,12.68,21.751
1787506541.902,321.4,10.0,0.93,2.2,16.76,1.0,0.00,1.3,0.06,6.6,9.11,20.847
