wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/path_length_m
1787410657.914,222.5,10.0,5.10,1.4,0.00,1.0,0.00,1.0,0.00,5.5,13.38,0.354,10.0,6.93,1.8,25.39,1.0,0.00,1.0,0.00,5.5,10.03,9.866
1787410659.933,224.5,10.0,6.54,1.0,0.00,1.0,0.00,0.8,0.00,4.9,23.61,0.191,10.0,5.45,1.6,30.30,1.0,0.00,0.8,0.00,4.9,20.83,9.215
1787410662.088,226.7,10.0,6.74,0.5,0.00,1.0,0.00,0.8,0.00,4.5,36.78,0.100,10.0,5.78,1.5,7.01,1.0,0.00,0.8,0.00,4.5,35.06,8.544
1787410663.941,228.5,10.0,3.23,4.2,85.01,0.5,0.00,1.0,0.00,5.4,11.90,0.100,10.0,8.55,1.8,23.46,1.0,0.00,1.0,0.00,5.4,19.04,8.215
1787410666.006,230.6,10.0,6.50,2.1,90.97,0.5,0.00,0.5,0.00,4.9,22.13,0.121,10.0,7.16,1.6,5.58,1.0,0.00,0.5,0.00,4.9,19.95,7.494
1787410668.068,232.6,10.2,28.06,1.6,188.82,0.9,0.00,0.8,0.00,4.8,19.38,27.548,10.0,10.74,1.6,4.11,1.0,0.00,0.8,0.00,4.8,23.99,6.815
1787410670.024,234.6,10.0,9.19,2.3,72.06,0.9,0.00,0.8,0.00,5.1,13.70,27.213,10.0,7.54,2.0,109.18,1.0,0.00,0.8,0.00,5.1,16.47,6.087
1787410672.100,236.7,10.1,12.16,1.7,29.41,1.0,0.00,0.8,0.00,4.8,37.12,26.327,10.0,2.56,1.9,96.24,1.0,0.00,0.8,0.00,4.8,37.38,5.302
1787410674.078,238.7,10.1,7.17,1.6,9.57,0.9,0.00,0.5,0.00,5.1,22.71,25.653,10.0,10.01,1.6,21.38,1.0,0.00,0.5,0.00,5.1,24.15,4.607
1787410676.066,240.6,10.0,14.04,1.7,57.11,0.5,0.00,1.0,0.00,5.0,26.33,25.279,10.1,3.54,1.5,160.13,1.0,0.00,0.8,0.00,5.0,30.43,4.038
1787410678.161,242.7,10.0,12.96,1.6,18.62,0.5,0.00,0.8,0.00,4.7,20.83,24.810,10.0,4.64,1.2,0.00,1.0,0.00,0.8,0.00,4.7,11.33,3.371
1787410680.248,244.8,10.0,7.91,1.6,18.18,0.9,0.00,0.8,0.00,4.8,15.68,24.137,10.0,2.66,1.6,4.81,1.0,0.00,0.8,0.00,4.8,21.87,2.702
1787410682.263,246.8,10.0,7.37,1.7,2.38,0.9,0.00,0.5,0.00,4.9,13.59,23.561,10.0,3.34,1.7,9.60,1.0,0.00,0.5,0.00,5.0,12.88,1.886
1787410684.480,249.1,10.1,7.82,1.5,6.27,0.9,0.00,0.8,0.00,4.4,47.32,22.900,10.0,5.74,1.4,53.18,1.0,0.00,0.5,0.00,4.4,50.45,1.091
1787410686.614,251.2,10.0,19.90,1.6,12.44,0.5,0.00,0.9,0.00,4.7,23.27,22.195,10.0,7.30,1.4,132.96,0.5,0.00,0.8,0.00,4.7,20.73,0.383
1787410688.677,253.3,10.0,10.55,1.6,7.17,1.0,0.00,0.8,0.00,4.8,18.91,21.673,10.0,8.39,2.3,19.44,0.5,0.00,0.8,0.00,4.8,21.39,0.100
1787410690.860,255.4,10.1,10.88,1.6,3.32,0.5,0.00,0.5,0.00,4.7,30.75,21.066,10.0,7.59,4.6,34.51,1.0,0.00,0.8,0.00,4.8,39.44,0.050
1787410692.916,257.5,9.9,9.99,1.6,29.64,1.0,0.00,0.5,0.00,4.9,18.59,20.423,10.0,2.30,2.4,31.98,1.0,0.00,0.5,0.00,4.9,19.85,0.050
1787410694.968,259.5,9.9,16.46,1.7,24.06,1.0,0.00,1.0,0.00,4.9,23.67,19.591,10.4,25.01,1.8,68.03,1.0,0.00,1.0,0.00,4.9,22.71,15.213
1787410696.987,261.6,10.0,18.45,1.7,43.03,1.0,0.00,0.8,0.00,5.0,25.23,18.834,10.0,5.94,1.9,54.72,1.0,0.00,0.8,0.00,5.1,28.93,14.589
1787410699.079,263.7,10.0,17.93,1.6,14.86,1.0,0.00,0.9,0.00,4.8,18.11,18.140,10.0,5.75,1.6,21.90,1.0,0.00,0.8,0.00,4.8,20.22,13.809
1787410701.209,265.8,10.0,16.95,1.7,55.66,1.0,0.00,0.8,0.00,4.8,29.08,17.468,9.9,10.75,1.7,69.95,1.0,0.00,0.8,0.00,4.8,31.49,12.982
1787410703.305,267.9,10.1,17.16,1.6,13.81,1.0,0.00,0.5,0.00,4.9,15.81,16.908,10.0,13.31,1.7,1.80,1.0,0.00,0.5,0.00,4.8,15.39,12.199
1787410705.376,270.0,10.0,18.99,1.2,0.00,1.0,0.00,0.8,0.00,4.8,49.06,16.364,10.0,8.14,1.6,4.89,1.0,0.00,0.8,0.00,4.9,53.75,11.468
1787410707.558,272.1,9.9,16.16,1.1,14.05,0.5,0.00,0.8,0.00,4.4,33.57,15.889,10.0,9.42,1.5,37.48,1.0,0.00,0.8,0.00,4.4,25.34,10.740
1787410709.639,274.2,10.0,11.05,1.2,0.00,0.5,0.00,0.8,0.00,4.9,23.63,15.413,9.9,4.26,1.6,39.30,1.0,0.00,0.8,0.00,4.8,24.63,10.012
1787410711.698,276.3,10.1,17.75,1.6,8.84,0.5,0.00,0.5,0.00,4.9,15.75,14.872,10.0,3.87,1.4,73.36,1.0,0.00,0.5,0.00,4.9,10.35,9.326
1787410713.868,278.4,10.0,20.68,1.5,5.69,1.0,0.00,0.5,0.00,4.6,35.84,13.856,10.0,12.35,1.5,9.73,1.0,0.00,0.5,0.00,4.6,26.09,8.668
1787410716.022,280.6,9.9,13.46,1.6,43.52,1.0,0.00,0.8,0.00,4.5,30.13,12.931,9.9,7.15,1.6,53.35,1.0,0.00,0.8,0.00,4.6,28.08,7.936
1787410718.120,282.7,10.1,12.97,1.6,13.22,1.0,0.00,0.8,0.00,4.7,22.95,12.514,10.0,6.83,1.6,1.15,1.0,0.00,0.8,0.00,4.8,18.58,7.287
1787410720.256,284.8,10.1,22.77,1.6,28.28,1.0,0.00,0.8,0.00,4.7,32.93,11.797,10.0,7.25,1.6,12.50,1.0,0.00,0.8,0.00,4.6,37.36,6.703
1787410722.359,286.9,10.0,14.52,1.5,33.81,1.0,0.00,0.5,0.00,4.8,32.02,11.119,10.0,4.88,1.5,44.07,1.0,0.00,0.5,0.00,4.7,39.23,5.960
1787410724.473,289.1,10.0,11.11,1.5,50.30,1.0,0.00,0.8,0.00,4.7,20.48,10.483,10.0,2.59,2.0,128.07,1.0,0.00,0.8,0.00,4.7,19.17,5.166
1787410726.728,291.3,9.9,7.73,1.6,36.68,1.0,0.00,0.8,0.00,4.4,34.34,9.745,10.0,3.01,1.5,12.26,1.0,0.00,0.8,0.00,4.4,33.90,4.495
1787410728.861,293.4,10.0,5.71,1.5,29.83,1.0,0.00,0.8,0.00,4.7,35.50,9.115,10.0,7.61,1.6,60.17,0.5,0.00,0.8,0.00,4.6,26.70,3.891
1787410731.072,295.7,10.0,9.84,1.6,13.91,1.0,0.00,0.8,0.00,4.7,25.84,8.444,10.0,13.35,1.5,15.71,1.0,0.00,0.8,0.00,4.7,28.06,2.793
1787410733.222,297.8,10.0,15.86,1.9,120.19,1.0,0.00,0.5,0.00,4.7,14.35,7.765,10.0,9.61,1.6,1.41,1.0,0.00,0.5,0.00,4.8,17.52,2.058
1787410735.409,300.0,10.0,2.32,1.6,75.56,1.0,0.00,0.5,0.00,4.6,32.83,7.115,10.0,2.78,1.6,71.31,1.0,0.00,0.5,0.00,4.6,29.55,1.308
1787410737.681,302.3,10.0,3.32,1.4,2.17,1.0,0.00,0.8,0.00,4.3,32.03,6.515,10.0,11.72,1.3,132.85,1.0,0.00,0.8,0.00,4.3,25.56,0.645
