wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/path_length_m
1787410634.160,198.7,10.0,4.32,1.9,39.59,1.0,0.00,1.0,0.00,5.5,14.49,8.670,10.0,6.79,1.9,9.20,1.0,0.00,1.0,0.00,5.5,18.60,17.700
1787410636.139,200.7,10.0,7.69,1.7,42.71,1.0,0.00,0.5,0.00,5.0,22.53,8.361,10.0,15.46,2.1,49.35,1.0,0.00,1.0,0.00,5.0,25.59,17.007
1787410638.244,202.8,10.0,10.76,1.6,27.93,0.5,0.00,0.8,0.00,4.7,30.81,7.622,9.9,8.45,1.5,41.42,1.0,0.00,0.8,0.00,4.7,21.97,16.375
1787410640.037,204.6,10.1,5.40,2.2,95.53,1.0,0.00,1.0,0.00,5.5,19.64,6.872,10.1,10.53,1.7,74.17,1.0,0.00,1.0,0.00,5.6,14.47,16.047
1787410642.061,206.6,10.0,9.14,1.7,6.57,1.0,0.00,0.8,0.00,4.9,18.39,6.066,10.0,11.48,1.3,0.00,1.0,0.00,0.5,0.00,5.0,20.72,15.435
1787410644.142,208.7,10.0,7.81,1.6,14.31,1.0,0.00,0.8,0.00,4.8,43.08,5.434,10.1,10.19,1.6,19.41,1.0,0.00,0.8,0.00,4.9,41.49,14.917
1787410646.020,210.6,10.0,5.55,1.8,39.31,1.0,0.00,0.5,0.00,5.4,16.85,4.661,10.0,5.11,2.4,103.59,1.0,0.00,1.0,0.00,5.3,21.50,14.185
1787410648.075,212.7,9.9,4.43,1.7,74.71,1.0,0.00,0.8,0.00,4.8,45.41,4.011,10.0,10.76,1.8,74.33,1.0,0.00,0.8,0.00,4.8,43.04,13.459
1787410650.140,214.7,10.1,6.90,1.6,11.41,1.0,0.00,0.8,0.00,4.8,15.83,3.413,10.0,13.27,1.6,19.36,1.0,0.00,0.8,0.00,4.8,15.04,12.635
1787410651.985,216.6,10.0,5.67,2.7,15.39,1.0,0.00,1.0,0.00,5.4,15.38,2.619,10.0,2.89,1.8,8.57,1.0,0.00,1.0,0.00,5.4,24.55,11.757
1787410653.994,218.6,10.0,11.04,1.7,41.06,1.0,0.00,1.0,0.00,5.0,22.30,1.735,10.0,9.41,1.4,107.78,1.0,0.00,1.0,0.00,5.0,25.56,11.048
1787410656.018,220.6,10.0,7.18,1.6,51.31,1.0,0.00,0.5,0.00,5.0,35.01,0.957,10.0,6.12,1.2,33.42,1.0,0.00,0.5,0.00,5.0,38.49,10.483
